field_1,fid,SciName,Longitude,Latitude,issues,countryCod,individual,occurrence,coordinate,institutio,gbifID,references,basisOfRec,year,month,day,eventDate,geodeticDa,datasetNam,layer,path,NVG,URB,FOR,GRS,CULTIR,CULTRF,CULT,WATER
4387,119,Geranium lucidum,-2.633902,53.338592,gass84,GBR,NA,PRESENT,15,iNaturalist,2611354032,NA,HUMAN_OBSERVATION,2020,4,26,2020-04-26,WGS84,iNaturalist research-grade observations,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,46.17499924,2.907154322,23.45607758,0.438767701,27.4617691,27.02300072,0
4388,118,Geranium lucidum,-2.170219,52.452225,"cdround,gass84",GBR,NA,PRESENT,15,iNaturalist,2611336810,NA,HUMAN_OBSERVATION,2020,4,26,2020-04-26,WGS84,iNaturalist research-grade observations,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,19.80900002,3.331426144,25.5699501,2.040014029,51.28962326,49.2496109,0
4389,136,Geranium lucidum,-123.32263,44.407922,"cdround,gass84",USA,NA,PRESENT,50,iNaturalist,2620118273,NA,HUMAN_OBSERVATION,2020,4,26,2020-04-26,WGS84,iNaturalist research-grade observations,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,16.85859871,0.638399959,5.841096401,30.37939262,24.73925972,46.28251267,21.54325295,0
4390,104,Geranium lucidum,-2.837895,53.636947,"cdround,gass84",GBR,NA,PRESENT,32,iNaturalist,2611114936,NA,HUMAN_OBSERVATION,2020,4,26,2020-04-26,WGS84,iNaturalist research-grade observations,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,15.09899998,9.605278015,43.04883575,6.194417,32.24688721,26.05247116,0
4391,129,Geranium lucidum,-1.93856,52.423296,"cdround,gass84",GBR,NA,PRESENT,7,iNaturalist,2619904504,NA,HUMAN_OBSERVATION,2020,4,26,2020-04-26,WGS84,iNaturalist research-grade observations,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,97.40940094,0.103590809,1.31867373,0.003440029,1.168334484,1.164894462,0
4392,131,Geranium lucidum,-2.074111,52.504508,"cdround,gass84",GBR,NA,PRESENT,6,iNaturalist,2619930178,NA,HUMAN_OBSERVATION,2020,4,26,2020-04-26,WGS84,iNaturalist research-grade observations,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,99.26009369,0.021883931,0.228732556,0,0.48928982,0.48928982,0
4393,107,Geranium lucidum,-123.013192,44.027383,"cdround,gass84",USA,NA,PRESENT,5,iNaturalist,2611164895,NA,HUMAN_OBSERVATION,2020,4,26,2020-04-26,WGS84,iNaturalist research-grade observations,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,66.84690094,23.11172295,2.940608025,2.928699017,7.100768089,4.172069073,0
4394,102,Geranium lucidum,-1.876877,52.564512,"cdround,gass84",GBR,NA,PRESENT,16,iNaturalist,2611077570,NA,HUMAN_OBSERVATION,2020,4,26,2020-04-26,WGS84,iNaturalist research-grade observations,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,89.12309265,1.360353351,7.62007618,0.090470202,1.896477938,1.806007743,0
4395,106,Geranium lucidum,-0.282639,51.498056,"cdround,gass84",GBR,NA,PRESENT,7,iNaturalist,2611146514,NA,HUMAN_OBSERVATION,2020,4,26,2020-04-26,WGS84,iNaturalist research-grade observations,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,84.21910095,1.837084413,8.598453522,0,5.345361233,5.345361233,0
4396,98,Geranium lucidum,-1.905592,55.314017,"cdround,gass84",GBR,NA,PRESENT,6,iNaturalist,2611058475,NA,HUMAN_OBSERVATION,2020,4,26,2020-04-26,WGS84,iNaturalist research-grade observations,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,1.056100011,16.5305481,72.03836823,0,10.3749857,10.3749857,0
4397,117,Geranium lucidum,-0.279238,51.502658,"cdround,gass84",GBR,NA,PRESENT,8,iNaturalist,2611336605,NA,HUMAN_OBSERVATION,2020,4,26,2020-04-26,WGS84,iNaturalist research-grade observations,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,100,0,0,0,0,0,0
4398,156,Geranium lucidum,16.39305,57.272867,"cdround,gass84",SWE,NA,PRESENT,5,ArtDatabanken,2866139773,NA,HUMAN_OBSERVATION,2020,4,27,2020-04-27,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,9.418899536,76.33338165,11.17035484,0,2.077364445,2.077364445,1
4399,110,Geranium lucidum,-2.119444,52.558333,"cdround,gass84",GBR,NA,PRESENT,3,iNaturalist,2611204887,NA,HUMAN_OBSERVATION,2020,4,27,2020-04-27,WGS84,iNaturalist research-grade observations,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,87.86699677,0.370931566,4.057330132,0.291577488,7.704741478,7.413164139,0
4400,128,Geranium lucidum,-4.305554,55.879957,"cdround,gass84",GBR,NA,PRESENT,15,iNaturalist,2619874543,NA,HUMAN_OBSERVATION,2020,4,27,2020-04-27,WGS84,iNaturalist research-grade observations,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,92.25169373,0.229170516,5.161254883,0,2.357880831,2.357880831,0
4401,120,Geranium lucidum,-2.144378,52.607986,"cdround,gass84",GBR,NA,PRESENT,171,iNaturalist,2611357974,NA,HUMAN_OBSERVATION,2020,4,27,2020-04-27,WGS84,iNaturalist research-grade observations,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,57.48800278,1.204774022,12.97278309,1.778352976,28.33444023,26.55608749,0
4402,109,Geranium lucidum,-2.550385,51.435994,"cdround,gass84",GBR,NA,PRESENT,5,iNaturalist,2611196732,NA,HUMAN_OBSERVATION,2020,4,27,2020-04-27,WGS84,iNaturalist research-grade observations,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,85.43289948,1.120992184,7.705097675,0,5.741010666,5.741010666,0
4403,90,Geranium lucidum,-1.982043,52.468603,"cdround,gass84",GBR,NA,PRESENT,64,iNaturalist,2610986772,NA,HUMAN_OBSERVATION,2020,4,27,2020-04-27,WGS84,iNaturalist research-grade observations,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,97.40940094,0.103590809,1.31867373,0.003440029,1.168334484,1.164894462,0
4404,122,Geranium lucidum,-123.07728,44.007143,"cdround,gass84",USA,NA,PRESENT,10,iNaturalist,2611387240,NA,HUMAN_OBSERVATION,2020,4,27,2020-04-27,WGS84,iNaturalist research-grade observations,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,66.84690094,23.11172295,2.940608025,2.928699017,7.100768089,4.172069073,0
4405,154,Geranium lucidum,-123.084832,44.005355,"cdround,gass84",USA,NA,PRESENT,65,iNaturalist,2850997495,NA,HUMAN_OBSERVATION,2020,4,28,2020-04-28,WGS84,iNaturalist research-grade observations,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,81.59062958,15.69126606,2.341359615,0.306668311,0.376744777,0.070076466,0
4406,142,Geranium lucidum,-122.497287,45.539361,"cdround,gass84",USA,NA,PRESENT,22,iNaturalist,2633975612,NA,HUMAN_OBSERVATION,2020,4,28,2020-04-28,WGS84,iNaturalist research-grade observations,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,33.65269852,54.4030838,6.015648842,3.398813009,5.92856884,2.529755831,0
4407,116,Geranium lucidum,-4.059322,55.895726,"cdround,gass84",GBR,NA,PRESENT,21,iNaturalist,2611335835,NA,HUMAN_OBSERVATION,2020,4,28,2020-04-28,WGS84,iNaturalist research-grade observations,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,41.24660111,1.634335756,27.32741165,0,29.79165077,29.79165077,0
4408,92,Geranium lucidum,-0.813804,51.349914,"cdround,gass84",GBR,NA,PRESENT,9,iNaturalist,2611021899,NA,HUMAN_OBSERVATION,2020,4,29,2020-04-29,WGS84,iNaturalist research-grade observations,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,46.71289825,9.933456421,24.41668129,0.008540151,18.93696404,18.92842484,0
4409,155,Geranium lucidum,11.687434,42.737699,"cdround,gass84",ITA,NA,PRESENT,2,iNaturalist,2851011539,NA,HUMAN_OBSERVATION,2020,4,29,2020-04-29,WGS84,iNaturalist research-grade observations,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,1.333399892,52.834301,19.33733177,0.505217612,26.49496651,25.989748,0
4410,123,Geranium lucidum,-3.209883,55.931336,"cdround,gass84",GBR,NA,PRESENT,8,iNaturalist,2611388802,NA,HUMAN_OBSERVATION,2020,4,29,2020-04-29,WGS84,iNaturalist research-grade observations,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,0,0,0,0,0,0,0
4411,148,Geranium lucidum,15.78092,56.1475,gass84,SWE,NA,PRESENT,25,ArtDatabanken,2808825738,NA,HUMAN_OBSERVATION,2020,4,30,2020-04-30,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,0,0,0,2.425554991,2.425554991,0,0
4412,114,Geranium lucidum,-3.173051,55.941754,"cdround,gass84",GBR,NA,PRESENT,175,iNaturalist,2611254923,NA,HUMAN_OBSERVATION,2020,4,30,2020-04-30,WGS84,iNaturalist research-grade observations,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,0,0,0,0,0,0,0
4413,138,Geranium lucidum,-123.531776,44.570353,"cdround,gass84",USA,NA,PRESENT,5,iNaturalist,2626358869,NA,HUMAN_OBSERVATION,2020,4,30,2020-04-30,WGS84,iNaturalist research-grade observations,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,0.054083437,90.9811554,8.949144363,0.01561656,0.01561656,0,0
4414,103,Geranium lucidum,-3.606462,50.41089,"cdround,gass84",GBR,NA,PRESENT,130,iNaturalist,2611079151,NA,HUMAN_OBSERVATION,2020,4,30,2020-04-30,WGS84,iNaturalist research-grade observations,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,2.181400061,9.176488876,58.65526962,0.156203702,24.9868412,24.83063698,5
4415,242,Geranium lucidum,-2.821017,52.60843,fpwktinv,GBR,NA,PRESENT,707.1,SEDN,3057906153,NA,HUMAN_OBSERVATION,2020,5,NA,2020-05-01,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,2.087100029,3.089285374,69.57598114,2.734034061,25.24763298,22.5135994,0
4416,171,Geranium lucidum,-0.299105,51.48658,"cdround,gass84",GBR,NA,PRESENT,23,iNaturalist,2619962497,NA,HUMAN_OBSERVATION,2020,5,1,2020-05-01,WGS84,iNaturalist research-grade observations,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,84.21910095,1.837084413,8.598453522,0,5.345361233,5.345361233,0
4417,218,Geranium lucidum,17.691798,58.997682,"cdround,gass84",SWE,NA,PRESENT,10,ArtDatabanken,2807842891,NA,HUMAN_OBSERVATION,2020,5,2,2020-05-02,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,0,0,0,0.829628825,0.829628825,0,0
4418,230,Geranium lucidum,4.27601,51.19699,NA,BEL,NA,PRESENT,700,INBO,2856156847,NA,HUMAN_OBSERVATION,2020,5,2,2020-05-02,WGS84,FLORABANK 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region),"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,19.01790047,5.859742165,36.99296951,2.657640934,38.1293869,35.47174454,0
4419,241,Geranium lucidum,-2.821353,52.626408,fpwktinv,GBR,NA,PRESENT,707.1,SEDN,3057565995,NA,HUMAN_OBSERVATION,2020,5,3,2020-05-03,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,2.087100029,3.089285374,69.57598114,2.734034061,25.24763298,22.5135994,0
4420,182,Geranium lucidum,33.662952,44.470087,"cdround,gass84",UKR,NA,PRESENT,2,iNaturalist,2626258576,NA,HUMAN_OBSERVATION,2020,5,3,2020-05-03,WGS84,iNaturalist research-grade observations,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,0,0,0,0,0,0,0
4421,167,Geranium lucidum,5.66339,52.193243,"cdround,gass84",NLD,NA,PRESENT,6,iNaturalist,2619876131,NA,HUMAN_OBSERVATION,2020,5,3,2020-05-03,WGS84,iNaturalist research-grade observations,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,6.226299763,26.12391472,35.42290878,2.996707916,32.22687531,29.23016739,0
4422,234,Geranium lucidum,-2.47861,53.837791,"cdround,gass84",GBR,NA,PRESENT,4,iNaturalist,2988289439,NA,HUMAN_OBSERVATION,2020,5,3,2020-05-03,WGS84,iNaturalist research-grade observations,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,3.408699989,4.40721035,79.11467743,0,13.06941223,13.06941223,0
4423,233,Geranium lucidum,-123.029751,44.005198,"cdround,gass84",USA,NA,PRESENT,268,iNaturalist,2981004372,NA,HUMAN_OBSERVATION,2020,5,3,2020-05-03,WGS84,iNaturalist research-grade observations,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,66.84690094,23.11172295,2.940608025,2.928699017,7.100768089,4.172069073,0
4424,169,Geranium lucidum,-1.154997,52.555857,"cdround,gass84",GBR,NA,PRESENT,15,iNaturalist,2619959852,NA,HUMAN_OBSERVATION,2020,5,3,2020-05-03,WGS84,iNaturalist research-grade observations,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,14.71770001,2.517948151,28.37179565,0.149982005,54.39255524,54.24257278,0
4425,226,Geranium lucidum,-2.716188,52.154747,"cdround,gass84",GBR,NA,PRESENT,8,iNaturalist,2826210457,NA,HUMAN_OBSERVATION,2020,5,3,2020-05-03,WGS84,iNaturalist research-grade observations,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,3.229599953,2.749585152,52.54069519,2.806391001,41.48012161,38.67372894,0
4426,173,Geranium lucidum,-122.416735,45.381312,"cdround,gass84",USA,NA,PRESENT,109,iNaturalist,2620080483,NA,HUMAN_OBSERVATION,2020,5,3,2020-05-03,WGS84,iNaturalist research-grade observations,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,3.099699974,37.20180893,12.80535603,17.45804977,46.89313507,29.4350853,0
4427,172,Geranium lucidum,-123.109735,44.050671,"cdround,gass84",USA,NA,PRESENT,10,iNaturalist,2619962631,NA,HUMAN_OBSERVATION,2020,5,3,2020-05-03,WGS84,iNaturalist research-grade observations,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,81.59062958,15.69126606,2.341359615,0.306668311,0.376744777,0.070076466,0
4428,249,Geranium lucidum,-1.550187,52.780204,"cdround,gass84",GBR,NA,PRESENT,6,iNaturalist,3090618686,NA,HUMAN_OBSERVATION,2020,5,4,2020-05-04,WGS84,iNaturalist research-grade observations,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,26.9428997,2.140427113,23.62426186,0.688844979,47.2924118,46.60356522,0
4429,175,Geranium lucidum,-0.557962,53.581045,"cdround,gass84",GBR,NA,PRESENT,7,iNaturalist,2620117281,NA,HUMAN_OBSERVATION,2020,5,4,2020-05-04,WGS84,iNaturalist research-grade observations,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,3.453200102,7.017719746,31.11878586,1.79103899,58.41029358,56.61925507,0
4430,168,Geranium lucidum,-2.735897,51.482383,"cdround,gass84",GBR,NA,PRESENT,6,iNaturalist,2619901740,NA,HUMAN_OBSERVATION,2020,5,5,2020-05-05,WGS84,iNaturalist research-grade observations,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,15.38140011,5.792314529,40.22530747,0.180659503,38.60097885,38.4203186,0
4431,174,Geranium lucidum,-122.651151,45.352361,"cdround,gass84",USA,NA,PRESENT,65,iNaturalist,2620085606,NA,HUMAN_OBSERVATION,2020,5,5,2020-05-05,WGS84,iNaturalist research-grade observations,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,66.81359863,22.79833794,3.777949333,2.605835915,6.610114098,4.004278183,0
4432,170,Geranium lucidum,-2.361881,51.640258,"cdround,gass84",GBR,NA,PRESENT,37,iNaturalist,2619961820,NA,HUMAN_OBSERVATION,2020,5,6,2020-05-06,WGS84,iNaturalist research-grade observations,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,2.776900053,2.87263155,67.87935638,0.09886229,26.47110939,26.3722477,0
4433,199,Geranium lucidum,-2.565433,51.530707,"cdround,gass84",GBR,NA,PRESENT,71,iNaturalist,2626564332,NA,HUMAN_OBSERVATION,2020,5,7,2020-05-07,WGS84,iNaturalist research-grade observations,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,31.71929932,2.150783539,37.62478638,0.083016291,28.50513268,28.42211723,0
4434,193,Geranium lucidum,35.745772,33.243426,"cdround,gass84",ISR,NA,PRESENT,8,iNaturalist,2626469436,NA,HUMAN_OBSERVATION,2020,5,7,2020-05-07,WGS84,iNaturalist research-grade observations,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,1.333800077,3.360474587,10.70589447,3.392740011,84.59983063,81.20709229,0
4435,187,Geranium lucidum,-2.302008,50.92677,"cdround,gass84",GBR,NA,PRESENT,16,iNaturalist,2626382372,NA,HUMAN_OBSERVATION,2020,5,7,2020-05-07,WGS84,iNaturalist research-grade observations,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,4.825900078,2.95047164,66.64257813,0.016287999,25.58104897,25.56476021,0
4436,245,Geranium lucidum,-2.451945,52.619404,fpwktinv,GBR,NA,PRESENT,707.1,SEDN,3058345314,NA,HUMAN_OBSERVATION,2020,5,8,2020-05-08,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,27.64539909,2.843832731,31.63935852,1.067291975,37.87141037,36.80411911,0
4437,246,Geranium lucidum,5.06298,51.20397,NA,BEL,NA,PRESENT,700,INBO,3063759733,NA,HUMAN_OBSERVATION,2020,5,8,2020-05-08,WGS84,FLORABANK 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region),"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,4.377699852,24.20776558,38.63977432,2.374028921,32.7747612,30.40073204,0
4438,178,Geranium lucidum,-2.131897,52.783987,"cdround,gass84",GBR,NA,PRESENT,20,iNaturalist,2626144232,NA,HUMAN_OBSERVATION,2020,5,8,2020-05-08,WGS84,iNaturalist research-grade observations,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,40.48679733,1.720697045,35.5598793,1.336094976,22.23262787,20.89653206,0
4439,176,Geranium lucidum,-123.047255,44.906383,"cdround,gass84",USA,NA,PRESENT,5,iNaturalist,2626131249,NA,HUMAN_OBSERVATION,2020,5,8,2020-05-08,WGS84,iNaturalist research-grade observations,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,2.638699532,32.8288002,36.48285294,11.14295864,11.00967979,16.90668869,5.897008896,0
4440,177,Geranium lucidum,-1.547241,52.780911,"cdround,gass84",GBR,NA,PRESENT,30,iNaturalist,2626138513,NA,HUMAN_OBSERVATION,2020,5,8,2020-05-08,WGS84,iNaturalist research-grade observations,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,26.9428997,2.140427113,23.62426186,0.688844979,47.2924118,46.60356522,0
4441,184,Geranium lucidum,-2.541563,53.070729,"cdround,gass84",GBR,NA,PRESENT,10,iNaturalist,2626279019,NA,HUMAN_OBSERVATION,2020,5,8,2020-05-08,WGS84,iNaturalist research-grade observations,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,8.833499908,2.695779324,73.3139267,0.021675659,15.15679073,15.13511467,0
4442,219,Geranium lucidum,17.844395,59.201303,"cdround,gass84",SWE,NA,PRESENT,100,ArtDatabanken,2808298337,NA,HUMAN_OBSERVATION,2020,5,9,2020-05-09,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,44.09889984,40.5124855,10.49078083,0.802951396,2.897833586,2.09488225,2
4443,239,Geranium lucidum,-5.944108,54.584824,"cdround,colmano,inmano",GBR,NA,PRESENT,707.1,CEDaR,3055318706,NA,HUMAN_OBSERVATION,2020,5,9,2020-05-09,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,66.98609924,2.037275553,24.8425293,0,3.134096146,3.134096146,3
4444,243,Geranium lucidum,-2.733775,52.689912,fpwktinv,GBR,NA,PRESENT,707.1,SEDN,3057962583,NA,HUMAN_OBSERVATION,2020,5,9,2020-05-09,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,25.83910179,2.10710454,36.80431366,2.919284105,35.2494812,32.33019638,0
4445,202,Geranium lucidum,-122.761792,45.369218,"cdround,gass84",USA,NA,PRESENT,9,iNaturalist,2626635486,NA,HUMAN_OBSERVATION,2020,5,9,2020-05-09,WGS84,iNaturalist research-grade observations,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,24.37439919,45.79384613,13.25806046,5.940741062,16.57369423,10.63295364,0
4446,181,Geranium lucidum,-1.574762,53.821708,"cdround,gass84",GBR,NA,PRESENT,65,iNaturalist,2626241380,NA,HUMAN_OBSERVATION,2020,5,9,2020-05-09,WGS84,iNaturalist research-grade observations,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,89.86039734,0.334807009,4.519039631,0.165909901,5.285756111,5.119846344,0
4447,190,Geranium lucidum,0.363153,51.297063,"cdround,gass84",GBR,NA,PRESENT,8,iNaturalist,2626387351,NA,HUMAN_OBSERVATION,2020,5,9,2020-05-09,WGS84,iNaturalist research-grade observations,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,4.645100117,14.2138195,43.8744545,0.381211788,37.26662445,36.88541412,0
4448,198,Geranium lucidum,-123.350937,44.57508,"cdround,gass84",USA,NA,PRESENT,10,iNaturalist,2626553940,NA,HUMAN_OBSERVATION,2020,5,10,2020-05-10,WGS84,iNaturalist research-grade observations,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,1.961198807,2.81949997,54.8334198,19.49998283,1.645416975,20.88589859,19.24048233,0
4449,180,Geranium lucidum,-122.876734,44.358448,"cdround,gass84",USA,NA,PRESENT,50,iNaturalist,2626205598,NA,HUMAN_OBSERVATION,2020,5,10,2020-05-10,WGS84,iNaturalist research-grade observations,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,0.194899991,70.76200867,13.25908756,0.615689874,15.78400421,15.16831398,0
4450,186,Geranium lucidum,-2.657823,51.486464,"cdround,gass84",GBR,NA,PRESENT,961,iNaturalist,2626369009,NA,HUMAN_OBSERVATION,2020,5,10,2020-05-10,WGS84,iNaturalist research-grade observations,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,75.98259735,1.003422141,12.88019753,0.041048508,10.13378334,10.09273529,0
4451,195,Geranium lucidum,-9.064296,53.279227,"cdround,gass84",IRL,NA,PRESENT,117,iNaturalist,2626500596,NA,HUMAN_OBSERVATION,2020,5,10,2020-05-10,WGS84,iNaturalist research-grade observations,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,39.30049896,5.289933682,29.52128792,0,3.888279438,3.888279438,22
4452,185,Geranium lucidum,-123.266819,44.589624,"cdround,gass84",USA,NA,PRESENT,11,iNaturalist,2626333423,NA,HUMAN_OBSERVATION,2020,5,10,2020-05-10,WGS84,iNaturalist research-grade observations,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,13.56110001,74.65818787,9.622087479,0.355904698,2.158624649,1.802719951,0
4453,189,Geranium lucidum,-2.849069,53.408747,"cdround,gass84",GBR,NA,PRESENT,5,iNaturalist,2626386994,NA,HUMAN_OBSERVATION,2020,5,11,2020-05-11,WGS84,iNaturalist research-grade observations,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,89.52149963,0.571446955,3.53416419,0.000649163,3.37288928,3.372240067,3
4454,188,Geranium lucidum,-1.590666,52.34767,"cdround,gass84",GBR,NA,PRESENT,16,iNaturalist,2626386933,NA,HUMAN_OBSERVATION,2020,5,11,2020-05-11,WGS84,iNaturalist research-grade observations,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,16.32940102,2.454018354,30.1643467,0.699757218,51.05223465,50.35247803,0
