field_1,fid,SciName,Longitude,Latitude,issues,countryCod,individual,occurrence,coordinate,institutio,gbifID,references,basisOfRec,year,month,day,eventDate,geodeticDa,datasetNam,layer,path,NVG,URB,FOR,GRS,CULTIR,CULTRF,CULT,WATER
361,3936,Geranium lucidum,14.617853,56.176828,gass84,SWE,NA,PRESENT,100,F<U+FFFD>reningen Blekinges flora,2422161176,NA,HUMAN_OBSERVATION,1984,12,31,1983-01-01,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,1.47300005,45.37324905,15.01783752,10.25421047,38.13591385,27.88170242,0
362,3939,Geranium lucidum,15.008692,56.275168,gass84,SWE,NA,PRESENT,100,F<U+FFFD>reningen Blekinges flora,2426164722,NA,HUMAN_OBSERVATION,1984,12,31,1983-01-01,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,0.2958,82.88347626,10.96127892,0.444628507,5.859444618,5.414815903,0
363,4120,Geranium lucidum,15.930912,56.449163,"cdround,gass84",SWE,NA,PRESENT,50,F<U+FFFD>reningen Sm<U+FFFD>lands flora,2246056195,NA,HUMAN_OBSERVATION,1983,12,31,1983-01-01,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,0.546500027,80.44996643,11.10275173,0,7.900782108,7.900782108,0
364,4121,Geranium lucidum,15.948474,56.374604,"cdround,gass84",SWE,NA,PRESENT,50,F<U+FFFD>reningen Sm<U+FFFD>lands flora,2246056542,NA,HUMAN_OBSERVATION,1983,12,31,1983-01-01,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,0.488399983,70.17093658,12.4781189,2.256397009,16.86254501,14.60614777,0
365,4122,Geranium lucidum,15.964626,56.365604,"cdround,gass84",SWE,NA,PRESENT,50,F<U+FFFD>reningen Sm<U+FFFD>lands flora,2246056656,NA,HUMAN_OBSERVATION,1983,12,31,1983-01-01,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,0.488399983,70.17093658,12.4781189,2.256397009,16.86254501,14.60614777,0
366,4123,Geranium lucidum,15.833588,56.40432,"cdround,gass84",SWE,NA,PRESENT,50,F<U+FFFD>reningen Sm<U+FFFD>lands flora,2246056744,NA,HUMAN_OBSERVATION,1983,12,31,1983-01-01,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,0.365099967,85.88590241,9.882038117,1.934399009,3.86695981,1.932560802,0
367,4124,Geranium lucidum,15.384799,57.436312,"cdround,gass84",SWE,NA,PRESENT,50,F<U+FFFD>reningen Sm<U+FFFD>lands flora,2246057790,NA,HUMAN_OBSERVATION,1983,12,31,1983-01-01,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,0.424099982,82.43786621,12.24884129,0.312185288,4.889192581,4.577007294,0
368,4125,Geranium lucidum,15.977696,56.394328,gass84,SWE,NA,PRESENT,50,F<U+FFFD>reningen Sm<U+FFFD>lands flora,2246058614,NA,HUMAN_OBSERVATION,1983,12,31,1983-01-01,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,0.488399983,70.17093658,12.4781189,2.256397009,16.86254501,14.60614777,0
369,4126,Geranium lucidum,14.943044,57.74026,"cdround,gass84",SWE,NA,PRESENT,50,F<U+FFFD>reningen Sm<U+FFFD>lands flora,2246060267,NA,HUMAN_OBSERVATION,1983,12,31,1983-01-01,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,14.43089962,55.36110306,12.43114758,0.543622971,17.77684975,17.23322678,0
370,4129,Geranium lucidum,14.594407,56.154145,gass84,SWE,NA,PRESENT,100,F<U+FFFD>reningen Blekinges flora,2422161513,NA,HUMAN_OBSERVATION,1983,12,31,1983-01-01,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,1.939100027,30.8260231,10.14757729,25.33122063,57.08729935,31.75607872,0
371,4131,Geranium lucidum,15.698185,56.203151,"cdround,gass84",SWE,NA,PRESENT,100,F<U+FFFD>reningen Blekinges flora,2426270719,NA,HUMAN_OBSERVATION,1983,12,31,1983-01-01,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,3.654399872,52.8951416,11.91850185,3.945386887,26.54115677,22.59576988,4.990799904
372,4132,Geranium lucidum,15.193566,56.424411,"cdround,gass84",SWE,NA,PRESENT,100,F<U+FFFD>reningen Blekinges flora,2426325932,NA,HUMAN_OBSERVATION,1983,12,31,1983-01-01,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,0.658799946,85.92159271,11.21702766,0.267798394,1.202580094,0.934781671,1
373,4133,Geranium lucidum,15.896623,56.314529,gass84,SWE,NA,PRESENT,100,F<U+FFFD>reningen Blekinges flora,2426338876,NA,HUMAN_OBSERVATION,1983,12,31,1983-01-01,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,0.342799991,70.34440613,15.20006466,0.227382898,14.11272907,13.88534641,0
374,4134,Geranium lucidum,-0.98019,51.523032,fpwktinv,GBR,NA,PRESENT,70.7,BSBI,3103406319,NA,HUMAN_OBSERVATION,1983,NA,NA,1983-01-01,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,9.437600136,8.804798126,37.4067688,0.134045407,44.35083389,44.21678925,0
375,4100,Geranium lucidum,-3.230224,51.845607,fpwktinv,GBR,NA,PRESENT,70.7,BIS,2938852707,NA,HUMAN_OBSERVATION,1983,4,NA,1983-04-01,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,1.118099928,12.36345005,71.70733643,0.03723339,14.81111431,14.77388096,0
376,4101,Geranium lucidum,-3.244564,51.839163,fpwktinv,GBR,NA,PRESENT,70.7,BIS,2939305152,NA,HUMAN_OBSERVATION,1983,4,NA,1983-04-01,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,1.118099928,12.36345005,71.70733643,0.03723339,14.81111431,14.77388096,0
377,4106,Geranium lucidum,-1.805354,42.924059,"gass84,osiic,colmano,inmafu",ESP,1,PRESENT,200,PAMP,1806555862,NA,PRESERVED_SPECIMEN,1983,5,3,1983-05-03,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,0.627699971,79.5235672,3.573292732,0.017096801,16.27544022,16.25834274,0
378,4103,Geranium lucidum,-3.4,38.39,"gass84,osiic,colmafu,inmafu",ESP,1,PRESENT,707,VAL,895291550,NA,PRESERVED_SPECIMEN,1983,5,7,1983-05-07,WGS84,Colecci<U+FFFD>n de plantas vasculares del herbario de la Universitat de Val<U+FFFD>ncia (VAL),"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,0.786699951,49.93310928,38.70407867,0.042651989,10.57611275,10.53346062,0
379,4105,Geranium lucidum,-1.793205,42.926237,"gass84,osiic,colmano,inmafu",ESP,1,PRESENT,500,PAMP,1806555852,NA,PRESERVED_SPECIMEN,1983,5,10,1983-05-10,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,0.627699971,79.5235672,3.573292732,0.017096801,16.27544022,16.25834274,0
380,4104,Geranium lucidum,8.81667,42.43333,"gass84,colmano,inmafu",FRA,NA,PRESENT,850,G,1144688127,NA,PRESERVED_SPECIMEN,1983,5,13,1983-05-13,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,0.336199969,62.89707947,35.74711227,0.047530361,1.019608378,0.972078025,0
381,4109,Geranium lucidum,7.205279,60.905108,"cdround,gass84,inmano",NOR,NA,PRESENT,100,nbf,2412012519,NA,PRESERVED_SPECIMEN,1983,5,23,1983-05-23,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,21.9550972,0.35769999,25.63308716,48.63378525,2.420330048,2.420330048,0,1
382,4102,Geranium lucidum,14.606121,56.139888,"cdround,gass84",SWE,NA,PRESENT,100,ArtDatabanken,854677260,NA,HUMAN_OBSERVATION,1983,5,25,1983-05-25,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,1.939100027,30.8260231,10.14757729,25.33122063,57.08729935,31.75607872,0
383,4107,Geranium lucidum,16.462715,57.286249,"cdround,gass84",SWE,NA,PRESENT,50,F<U+FFFD>reningen Sm<U+FFFD>lands flora,2246056961,NA,HUMAN_OBSERVATION,1983,5,26,1983-05-26,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,28.64290047,53.36046982,11.32262039,0,3.674009085,3.674009085,3
384,4110,Geranium lucidum,-4.510793,57.465728,fpwktinv,GBR,NA,PRESENT,707.1,BSBI,2946810865,NA,HUMAN_OBSERVATION,1983,5,26,1983-05-26,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,0.444599986,21.82642365,68.90356445,0,8.82541275,8.82541275,0
385,4108,Geranium lucidum,15.69788,57.416319,gass84,SWE,NA,PRESENT,50,F<U+FFFD>reningen Sm<U+FFFD>lands flora,2246057418,NA,HUMAN_OBSERVATION,1983,5,31,1983-05-31,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,0.347299993,75.25184631,15.07527351,1.693498969,7.32558012,5.632081032,2
386,4111,Geranium lucidum,6.6477,60.3041,"incomis,inmafu",NOR,NA,PRESENT,200,BG,1144100815,NA,PRESERVED_SPECIMEN,1983,6,21,1983-06-21,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,7.980199814,0.261799991,25.43480492,27.98566246,0,4.337532044,4.337532044,34
387,4116,Geranium lucidum,16.117744,57.083737,"cdround,gass84",SWE,NA,PRESENT,50,F<U+FFFD>reningen Sm<U+FFFD>lands flora,2246056429,NA,HUMAN_OBSERVATION,1983,7,31,1983-07-01,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,0.920399964,58.82659912,17.25842094,1.179746032,22.99457932,21.81483269,0
388,4113,Geranium lucidum,14.188423,58.057998,"cdround,gass84",SWE,NA,PRESENT,100,ArtDatabanken,853174730,NA,HUMAN_OBSERVATION,1983,7,2,1983-07-02,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,0.0429,6.196887016,2.507804871,0.392846704,2.252408028,1.859561324,89
389,4115,Geranium lucidum,12.316621,58.399573,"cdround,gass84",SWE,NA,PRESENT,100,ArtDatabanken,854726377,NA,HUMAN_OBSERVATION,1983,7,5,1983-07-05,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,24.75329971,44.9425087,11.2703886,0.2285164,12.03380299,11.80528641,7
390,4117,Geranium lucidum,-3.047054,52.705089,fpwktinv,GBR,NA,PRESENT,70.7,BIS,2938735009,NA,HUMAN_OBSERVATION,1983,7,5,1983-07-05,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,1.361000061,2.892155647,79.94132996,0.854655385,15.80551815,14.95086289,0
391,4112,Geranium lucidum,14.146391,58.014352,"cdround,gass84",SWE,NA,PRESENT,100,ArtDatabanken,853031930,NA,HUMAN_OBSERVATION,1983,7,9,1983-07-09,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,0.378399998,76.9918747,12.91596222,0.393290997,3.713763237,3.32047224,6
392,4114,Geranium lucidum,14.190713,58.082271,"cdround,gass84",SWE,NA,PRESENT,100,ArtDatabanken,853178555,NA,HUMAN_OBSERVATION,1983,7,11,1983-07-11,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,0.0429,6.196887016,2.507804871,0.392846704,2.252408028,1.859561324,89
393,4118,Geranium lucidum,6.201923967,61.36176908,"cdrep,incomis,inmafu",NOR,NA,PRESENT,707,BG,1144101087,NA,PRESERVED_SPECIMEN,1983,8,23,1983-08-23,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,16.92919922,0.408600003,34.02615356,45.82834244,0.807704628,0.807704628,0,2
394,4119,Geranium lucidum,6.07372118,61.33216651,"cdrep,incomis,inmafu",NOR,NA,PRESENT,707,BG,1144101092,NA,PRESERVED_SPECIMEN,1983,8,23,1983-08-23,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,47.82830048,0.360099971,14.9441185,29.90228272,0,0,0,6.965199947
395,3798,Geranium lucidum,15.186855,57.325946,gass84,SWE,NA,PRESENT,50,F<U+FFFD>reningen Sm<U+FFFD>lands flora,2246057812,NA,HUMAN_OBSERVATION,1986,12,31,1984-01-01,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,0.193199992,81.91329193,12.69646263,0,2.197045326,2.197045326,3
396,3860,Geranium lucidum,16.548989,57.617111,"cdround,gass84",SWE,NA,PRESENT,50,F<U+FFFD>reningen Sm<U+FFFD>lands flora,2246056122,NA,HUMAN_OBSERVATION,1985,12,31,1984-01-01,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,0.614499986,67.2111969,15.03322697,0,4.141076565,4.141076565,13
397,3869,Geranium lucidum,16.574788,57.650182,gass84,SWE,NA,PRESENT,50,F<U+FFFD>reningen Sm<U+FFFD>lands flora,2246058333,NA,HUMAN_OBSERVATION,1985,12,31,1984-01-01,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,0.614499986,67.2111969,15.03322697,0,4.141076565,4.141076565,13
398,3874,Geranium lucidum,14.740536,56.223752,"cdround,gass84",SWE,NA,PRESENT,100,F<U+FFFD>reningen Blekinges flora,2422174932,NA,HUMAN_OBSERVATION,1985,12,31,1984-01-01,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,2.555500031,47.49202728,11.80479813,2.465331078,38.14767456,35.68234253,0
399,3933,Geranium lucidum,15.852696,57.45946,gass84,SWE,NA,PRESENT,50,F<U+FFFD>reningen Sm<U+FFFD>lands flora,2246056509,NA,HUMAN_OBSERVATION,1984,12,31,1984-01-01,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,5.411699772,63.57494354,12.06254768,2.823038101,5.950809002,3.127770901,13
400,3948,Geranium lucidum,-2.081117,51.775142,fpwktinv,GBR,NA,PRESENT,707.1,Gloucestershire Centre for Environmental Records,2933333631,NA,HUMAN_OBSERVATION,1984,NA,NA,1984-01-01,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,1.797199965,3.247121573,34.60145187,0.063118242,60.35422516,60.29110718,0
401,3949,Geranium lucidum,-3.17594,51.823684,fpwktinv,GBR,NA,PRESENT,70.7,BIS,2939296755,NA,HUMAN_OBSERVATION,1984,NA,NA,1984-01-01,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,31.31219864,5.747088909,55.43596649,0,7.504744053,7.504744053,0
402,3950,Geranium lucidum,-3.151979,52.839415,fpwktinv,GBR,NA,PRESENT,707.1,SEDN,3057368355,NA,HUMAN_OBSERVATION,1984,NA,NA,1984-01-01,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,1.144199967,10.32776737,77.36673737,0,11.16129589,11.16129589,0
403,3951,Geranium lucidum,-2.688687,52.645233,fpwktinv,GBR,NA,PRESENT,707.1,SEDN,3057390509,NA,HUMAN_OBSERVATION,1984,NA,NA,1984-01-01,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,1.771799922,2.776511192,57.91700745,4.353809834,37.53468323,33.18087387,0
404,3952,Geranium lucidum,-2.658725,52.618434,fpwktinv,GBR,NA,PRESENT,707.1,SEDN,3057413507,NA,HUMAN_OBSERVATION,1984,NA,NA,1984-01-01,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,1.708500028,2.768700123,42.90055847,4.681209087,52.62224197,47.94103241,0
405,3953,Geranium lucidum,-3.029836,52.696699,fpwktinv,GBR,NA,PRESENT,707.1,SEDN,3057561823,NA,HUMAN_OBSERVATION,1984,NA,NA,1984-01-01,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,1.361000061,2.892155647,79.94132996,0.854655385,15.80551815,14.95086289,0
406,3954,Geranium lucidum,-3.077321,52.822136,fpwktinv,GBR,NA,PRESENT,707.1,SEDN,3057621207,NA,HUMAN_OBSERVATION,1984,NA,NA,1984-01-01,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,2.328299999,2.850799322,80.41386414,1.285614014,14.40703297,13.12141895,0
407,3955,Geranium lucidum,-3.077988,52.8491,fpwktinv,GBR,NA,PRESENT,707.1,SEDN,3057643888,NA,HUMAN_OBSERVATION,1984,NA,NA,1984-01-01,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,10.04150009,2.626327515,71.33857727,1.161856055,15.99359417,14.83173847,0
408,3956,Geranium lucidum,-3.046999,52.795438,fpwktinv,GBR,NA,PRESENT,707.1,SEDN,3057735359,NA,HUMAN_OBSERVATION,1984,NA,NA,1984-01-01,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,2.328299999,2.850799322,80.41386414,1.285614014,14.40703297,13.12141895,0
409,3957,Geranium lucidum,-3.121137,52.794761,fpwktinv,GBR,NA,PRESENT,707.1,SEDN,3057761978,NA,HUMAN_OBSERVATION,1984,NA,NA,1984-01-01,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,1.243199945,23.70578194,66.84394074,0.261046708,8.20707798,7.946031094,0
410,3958,Geranium lucidum,-2.64422,52.636494,fpwktinv,GBR,NA,PRESENT,707.1,SEDN,3057781205,NA,HUMAN_OBSERVATION,1984,NA,NA,1984-01-01,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,1.708500028,2.768700123,42.90055847,4.681209087,52.62224197,47.94103241,0
411,3959,Geranium lucidum,-3.092834,52.848964,fpwktinv,GBR,NA,PRESENT,707.1,SEDN,3057917139,NA,HUMAN_OBSERVATION,1984,NA,NA,1984-01-01,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,1.144199967,10.32776737,77.36673737,0,11.16129589,11.16129589,0
412,3960,Geranium lucidum,-3.030048,52.705687,fpwktinv,GBR,NA,PRESENT,707.1,SEDN,3057940573,NA,HUMAN_OBSERVATION,1984,NA,NA,1984-01-01,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,1.361000061,2.892155647,79.94132996,0.854655385,15.80551815,14.95086289,0
413,3961,Geranium lucidum,-3.121599,52.812736,fpwktinv,GBR,NA,PRESENT,707.1,SEDN,3057981597,NA,HUMAN_OBSERVATION,1984,NA,NA,1984-01-01,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,1.243199945,23.70578194,66.84394074,0.261046708,8.20707798,7.946031094,0
414,3962,Geranium lucidum,-3.091932,52.813013,fpwktinv,GBR,NA,PRESENT,707.1,SEDN,3058040416,NA,HUMAN_OBSERVATION,1984,NA,NA,1984-01-01,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,1.243199945,23.70578194,66.84394074,0.261046708,8.20707798,7.946031094,0
415,3963,Geranium lucidum,-3.091482,52.795037,fpwktinv,GBR,NA,PRESENT,707.1,SEDN,3058235216,NA,HUMAN_OBSERVATION,1984,NA,NA,1984-01-01,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,1.243199945,23.70578194,66.84394074,0.261046708,8.20707798,7.946031094,0
416,3964,Geranium lucidum,-3.136902,52.83057,fpwktinv,GBR,NA,PRESENT,707.1,SEDN,3058272623,NA,HUMAN_OBSERVATION,1984,NA,NA,1984-01-01,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,1.243199945,23.70578194,66.84394074,0.261046708,8.20707798,7.946031094,0
417,3965,Geranium lucidum,-2.109733,51.622269,fpwktinv,GBR,NA,PRESENT,707.1,BSBI,3098784049,NA,HUMAN_OBSERVATION,1984,NA,NA,1984-01-01,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,3.199699879,6.447003841,35.91947174,0.06122588,54.43382645,54.37260056,0
418,3966,Geranium lucidum,-2.267831,51.487143,fpwktinv,GBR,NA,PRESENT,707.1,BSBI,3098820897,NA,HUMAN_OBSERVATION,1984,NA,NA,1984-01-01,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,2.667600155,2.876667261,53.07149506,0.071713917,41.3842392,41.3125267,0
419,3967,Geranium lucidum,-2.023087,51.667274,fpwktinv,GBR,NA,PRESENT,707.1,BSBI,3099117191,NA,HUMAN_OBSERVATION,1984,NA,NA,1984-01-01,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,2.094499826,10.05480862,37.6025734,0.056178499,50.24811935,50.19194031,0
420,3968,Geranium lucidum,-1.691443,51.532002,fpwktinv,GBR,NA,PRESENT,707.1,BSBI,3099137612,NA,HUMAN_OBSERVATION,1984,NA,NA,1984-01-01,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,18.32920075,6.760817051,33.37895966,0.024387861,41.53102112,41.50663376,0
421,3969,Geranium lucidum,-2.037375,51.460469,fpwktinv,GBR,NA,PRESENT,707.1,BSBI,3099184714,NA,HUMAN_OBSERVATION,1984,NA,NA,1984-01-01,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,5.687999725,2.789096355,57.26658249,0.01210427,34.25632095,34.24421692,0
422,3970,Geranium lucidum,-2.294666,51.18136,fpwktinv,GBR,NA,PRESENT,707.1,BSBI,3099266149,NA,HUMAN_OBSERVATION,1984,NA,NA,1984-01-01,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,9.554100037,9.052962303,51.44042969,0.044699099,29.95250702,29.9078083,0
423,3971,Geranium lucidum,-1.705802,51.54103,fpwktinv,GBR,NA,PRESENT,707.1,BSBI,3099273205,NA,HUMAN_OBSERVATION,1984,NA,NA,1984-01-01,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,18.32920075,6.760817051,33.37895966,0.024387861,41.53102112,41.50663376,0
424,3972,Geranium lucidum,-2.05183,51.514413,fpwktinv,GBR,NA,PRESENT,707.1,BSBI,3099513618,NA,HUMAN_OBSERVATION,1984,NA,NA,1984-01-01,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,3.003099918,2.868432283,70.20687103,0.01464474,23.92159653,23.9069519,0
425,3973,Geranium lucidum,-2.037501,51.613323,fpwktinv,GBR,NA,PRESENT,707.1,BSBI,3099615753,NA,HUMAN_OBSERVATION,1984,NA,NA,1984-01-01,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,2.412400007,6.896475315,49.5907402,0.02776943,41.10038376,41.07261276,0
426,3974,Geranium lucidum,-2.180849,51.343444,fpwktinv,GBR,NA,PRESENT,707.1,BSBI,3099714946,NA,HUMAN_OBSERVATION,1984,NA,NA,1984-01-01,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,10.42349911,5.694813252,48.89431763,0.06113546,34.98736954,34.9262352,0
427,3975,Geranium lucidum,-2.195975,51.523252,fpwktinv,GBR,NA,PRESENT,707.1,BSBI,3099740122,NA,HUMAN_OBSERVATION,1984,NA,NA,1984-01-01,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,2.426599979,3.560957193,37.32718277,0.02268731,56.68526077,56.66257477,0
428,3976,Geranium lucidum,-1.994207,51.352576,fpwktinv,GBR,NA,PRESENT,707.1,BSBI,3099740154,NA,HUMAN_OBSERVATION,1984,NA,NA,1984-01-01,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,8.436699867,3.764419317,34.79364395,0.121621199,53.00523758,52.8836174,0
429,3977,Geranium lucidum,-2.23851,51.388299,fpwktinv,GBR,NA,PRESENT,707.1,BSBI,3099759846,NA,HUMAN_OBSERVATION,1984,NA,NA,1984-01-01,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,10.42349911,5.694813252,48.89431763,0.06113546,34.98736954,34.9262352,0
