"","field_1","species","decimallon","decimallat","issues","countryCod","occurrence","coordinate","institutio","gbifID","references","basisOfRec","year","month","day","eventDate","geodeticDa","datasetNam"
"1",2479716,"Eichhornia crassipes",-85.50495,32.67152,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,1970,5,NA,"05-17-70","WGS84",NA
"2",2470473,"Eichhornia crassipes",-120.89686,37.29438,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,1970,8,NA,"08-17-70","WGS84",NA
"3",3806293,"Eichhornia crassipes",-96.43,19.76,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,1970,11,NA,"11-21-70","WGS84",NA
"4",2463265,"Eichhornia crassipes",-81.27273,28.80483,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,1971,1,1,"01-01-71","WGS84",NA
"5",2463266,"Eichhornia crassipes",-80.65737,28.13346,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,1971,1,1,"01-01-71","WGS84",NA
"6",3707010,"Eichhornia crassipes",-96.49,19.32,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,1971,8,NA,"08-05-71","WGS84",NA
"7",3770586,"Eichhornia crassipes",-99.1,19.26,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,1971,10,NA,"10-17-71","WGS84",NA
"8",2469045,"Eichhornia crassipes",-95.69438,29.57919,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,1971,11,NA,"11-06-71","WGS84",NA
"9",2463271,"Eichhornia crassipes",-81.83802,29.5182,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,1972,1,1,"01-01-72","WGS84",NA
"10",2464497,"Eichhornia crassipes",-120.83464,37.37522,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,1972,1,1,"01-01-72","WGS84",NA
"11",3770636,"Eichhornia crassipes",-93.3,16.35,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,1972,4,NA,"04-17-72","WGS84",NA
"12",2469048,"Eichhornia crassipes",-94.84679,30.162,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,1972,9,NA,"09-16-72","WGS84",NA
"13",2463522,"Eichhornia crassipes",-81.68198,28.86557,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,1972,9,NA,"09-20-72","WGS84",NA
"14",1986,"Eichhornia crassipes",-90.77437,30.249178,"colmano,inmafu","USA","PRESENT",461,"NCU",2234268798,"https://sernecportal.org/portal/collections/individual/index.php?occid=10236526","PRESERVED_SPECIMEN",1972,4,21,"1972-04-21","WGS84",NA
"15",1987,"Eichhornia crassipes",150.2833,-28.1667,"colmafu,inmafu","AUS","PRESENT",1000,"CANB",2830226126,"https://biocache.ala.org.au/occurrences/66f5822c-5681-406d-846f-717fe0dbb0ae","PRESERVED_SPECIMEN",1972,12,4,"1972-12-04","WGS84",NA
"16",3628044,"Eichhornia crassipes",-94.1,17.95,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,1973,4,NA,"04-14-73","WGS84",NA
"17",3735603,"Eichhornia crassipes",-103.18,20.28,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,1973,4,NA,"04-15-73","WGS84",NA
"18",3877667,"Eichhornia crassipes",-97.98,22.38,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,1973,4,NA,"04-21-73","WGS84",NA
"19",3735583,"Eichhornia crassipes",-102.54,20.28,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,1973,5,NA,"05-01-73","WGS84",NA
"20",2463362,"Eichhornia crassipes",-89.82372,31.2409,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,1974,1,1,"01-01-74","WGS84",NA
"21",2463982,"Eichhornia crassipes",-90.30537,32.29433,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,1974,1,1,"01-01-74","WGS84",NA
"22",2464103,"Eichhornia crassipes",-89.27621,31.26302,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,1974,1,1,"01-01-74","WGS84",NA
"23",3806238,"Eichhornia crassipes",-95.6,18.66,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,1974,9,NA,"09-16-74","WGS84",NA
"24",2464692,"Eichhornia crassipes",-157.75886,21.39362,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,1975,1,1,"01-01-75","WGS84",NA
"25",2466832,"Eichhornia crassipes",-80.67947,28.38717,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,1975,1,1,"01-01-75","WGS84",NA
"26",2467376,"Eichhornia crassipes",-121.54411,38.00048,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,1975,9,NA,"09-01-75","WGS84",NA
"27",2466567,"Eichhornia crassipes",-92.01005,31.5861,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,1975,9,NA,"09-24-75","WGS84",NA
"28",3735606,"Eichhornia crassipes",-103.15,20.34,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,1975,10,NA,"10-24-75","WGS84",NA
"29",3770641,"Eichhornia crassipes",-99.14,19.82,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,1975,11,NA,"11-09-75","WGS84",NA
"30",3806314,"Eichhornia crassipes",-99.12,19.8,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,1975,11,NA,"11-09-75","WGS84",NA
"31",3770638,"Eichhornia crassipes",-98.74,20.8,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,1976,5,NA,"05-15-76","WGS84",NA
"32",3707001,"Eichhornia crassipes",-98.12,21.65,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,1976,5,NA,"05-18-76","WGS84",NA
"33",2467384,"Eichhornia crassipes",-80.86587,26.9651,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,1976,7,NA,"07-01-76","WGS84",NA
"34",2467385,"Eichhornia crassipes",-80.4543,26.145,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,1976,7,NA,"07-01-76","WGS84",NA
"35",3707005,"Eichhornia crassipes",-95.95,18.62,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,1976,7,NA,"07-28-76","WGS84",NA
"36",3707004,"Eichhornia crassipes",-95.08,18.4,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,1976,7,NA,"07-30-76","WGS84",NA
"37",2467379,"Eichhornia crassipes",-94.74187,29.8355,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,1976,8,NA,"08-01-76","WGS84",NA
"38",2467380,"Eichhornia crassipes",-95.52466,29.63218,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,1976,8,NA,"08-01-76","WGS84",NA
"39",2467381,"Eichhornia crassipes",-92.12757,29.97352,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,1976,8,NA,"08-01-76","WGS84",NA
"40",2467382,"Eichhornia crassipes",-91.21899,29.69465,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,1976,8,NA,"08-01-76","WGS84",NA
"41",2467383,"Eichhornia crassipes",-90.99065,29.68688,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,1976,8,NA,"08-01-76","WGS84",NA
"42",2467377,"Eichhornia crassipes",-120.47803,37.30585,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,1976,9,NA,"09-01-76","WGS84",NA
"43",3570786,"Eichhornia crassipes",-107.44,24.75,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,1976,10,NA,"10-07-76","WGS84",NA
"44",2469038,"Eichhornia crassipes",-96.34198,30.63495,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,1976,10,NA,"10-19-76","WGS84",NA
"45",2465701,"Eichhornia crassipes",-80.09999,34.97932,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,1977,1,1,"01-01-77","WGS84",NA
"46",2465702,"Eichhornia crassipes",-78.5887,34.59547,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,1977,1,1,"01-01-77","WGS84",NA
"47",2479772,"Eichhornia crassipes",-75.97732,36.84556,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,1977,1,1,"01-01-77","WGS84",NA
"48",3707002,"Eichhornia crassipes",-96.87,19.55,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,1977,5,NA,"05-12-77","WGS84",NA
"49",3806332,"Eichhornia crassipes",-100.84,17.85,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,1977,5,NA,"05-20-77","WGS84",NA
"50",3778366,"Eichhornia crassipes",-99.09,19.79,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,1977,11,NA,"11-27-77","WGS84",NA
"51",1983,"Eichhornia crassipes",141.75,-15.5,"colmafu,inmafu","AUS","PRESENT",1000,"CANB",2828200600,"https://biocache.ala.org.au/occurrences/b80b1678-1c81-4d85-98fa-f09d88ac098c","PRESERVED_SPECIMEN",1977,7,23,"1977-07-23","WGS84",NA
"52",1984,"Eichhornia crassipes",-120.841438,37.367858,"gass84","USA","PRESENT",969,"CDA",3059666891,"https://cch2.org/portal/collections/individual/index.php?occid=4069896","PRESERVED_SPECIMEN",1977,9,28,"1977-09-28","WGS84",NA
"53",1985,"Eichhornia crassipes",-87.401856,32.106298,"colmano,inmafu","USA","PRESENT",969,"NCU",2234268902,"https://sernecportal.org/portal/collections/individual/index.php?occid=10236616","PRESERVED_SPECIMEN",1977,10,9,"1977-10-09","WGS84",NA
"54",3735605,"Eichhornia crassipes",-101.61,19.56,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,1978,4,NA,"04-01-78","WGS84",NA
"55",2479717,"Eichhornia crassipes",-85.7886,32.4497,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,1978,5,NA,"05-22-78","WGS84",NA
"56",2463545,"Eichhornia crassipes",-82.43899,33.04091,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,1978,7,NA,"07-01-78","WGS84",NA
"57",2463546,"Eichhornia crassipes",-82.66974,30.61958,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,1978,7,NA,"07-01-78","WGS84",NA
"58",2463548,"Eichhornia crassipes",-81.60417,32.00305,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,1978,7,NA,"07-01-78","WGS84",NA
"59",2463563,"Eichhornia crassipes",-81.53881,32.41315,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,1978,7,NA,"07-01-78","WGS84",NA
"60",3735674,"Eichhornia crassipes",-100.13,20.09,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,1978,7,NA,"07-16-78","WGS84",NA
"61",3806299,"Eichhornia crassipes",-92.99,18.19,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,1978,12,NA,"12-14-78","WGS84",NA
"62",2463272,"Eichhornia crassipes",-90.48009,30.06659,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,1979,1,1,"01-01-79","WGS84",NA
"63",2463363,"Eichhornia crassipes",-81.48354,31.21456,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,1979,1,1,"01-01-79","WGS84",NA
"64",2463695,"Eichhornia crassipes",-81.29196,31.63818,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,1979,1,1,"01-01-79","WGS84",NA
"65",2468288,"Eichhornia crassipes",-92.65927,32.56505,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,1979,1,1,"01-01-79","WGS84",NA
"66",2468289,"Eichhornia crassipes",-92.13039,32.08438,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,1979,1,1,"01-01-79","WGS84",NA
"67",2468290,"Eichhornia crassipes",-90.72945,30.8136,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,1979,1,1,"01-01-79","WGS84",NA
"68",3347727,"Eichhornia crassipes",-93.01,18.2,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,1979,1,NA,"01-17-79","WGS84",NA
"69",3628042,"Eichhornia crassipes",-102.31,22.14,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,1979,6,NA,"06-12-79","WGS84",NA
"70",3806235,"Eichhornia crassipes",-102.29,22.13,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,1979,6,NA,"06-12-79","WGS84",NA
"71",2463972,"Eichhornia crassipes",-84.14518,31.61878,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,1979,9,NA,"09-01-79","WGS84",NA
"72",3806237,"Eichhornia crassipes",-101.2,19.7,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,1979,9,NA,"09-01-79","WGS84",NA
"73",2463251,"Eichhornia crassipes",-80.67379,26.32589,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,1980,1,1,"01-01-80","WGS84",NA
"74",2463267,"Eichhornia crassipes",-90.82741,29.4668,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,1980,1,1,"01-01-80","WGS84",NA
"75",2463268,"Eichhornia crassipes",-90.23895,29.73338,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,1980,1,1,"01-01-80","WGS84",NA
"76",2463269,"Eichhornia crassipes",-92.4331,29.64216,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,1980,1,1,"01-01-80","WGS84",NA
"77",2463270,"Eichhornia crassipes",-91.42844,29.75965,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,1980,1,1,"01-01-80","WGS84",NA
"78",3735592,"Eichhornia crassipes",-101.12,20.25,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,1980,10,NA,"10-24-80","WGS84",NA
"79",3735640,"Eichhornia crassipes",-103.63,20.43,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,1980,11,NA,"11-05-80","WGS84",NA
"80",3735638,"Eichhornia crassipes",-102.7,20.29,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,1980,11,NA,"11-20-80","WGS84",NA
"81",3578425,"Eichhornia crassipes",-98.79,20.8,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,1980,12,NA,"12-13-80","WGS84",NA
"82",1982,"Eichhornia crassipes",-82.592476,28.884126,"gass84","USA","PRESENT",199,"iNaturalist",2236201526,"https://www.inaturalist.org/observations/18540037","HUMAN_OBSERVATION",1980,1,1,"1980-01-01","WGS84","iNaturalist research-grade observations"
"83",2466555,"Eichhornia crassipes",-96.62049,28.53633,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,1981,7,NA,"07-19-81","WGS84",NA
"84",2470490,"Eichhornia crassipes",-121.88495,36.59913,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,1981,8,NA,"08-11-81","WGS84",NA
"85",2479719,"Eichhornia crassipes",-86.09985,32.3846,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,1981,8,NA,"08-11-81","WGS84",NA
"86",3347724,"Eichhornia crassipes",-104.24,23.84,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,1981,9,NA,"09-19-81","WGS84",NA
"87",3613993,"Eichhornia crassipes",-90.27,18.64,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,1981,10,NA,"10-20-81","WGS84",NA
"88",3707000,"Eichhornia crassipes",-90.3,18.62,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,1981,10,NA,"10-20-81","WGS84",NA
"89",2469042,"Eichhornia crassipes",-94.80141,32.15678,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,1981,11,NA,"11-04-81","WGS84",NA
"90",3621277,"Eichhornia crassipes",-92.83,18.24,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,1981,11,NA,"11-10-81","WGS84",NA
"91",1981,"Eichhornia crassipes",30.952636,-17.934538,"gass84","ZWE","PRESENT",30,"iNaturalist",1802666132,"https://www.inaturalist.org/observations/9074940","HUMAN_OBSERVATION",1981,11,3,"1981-11-03","WGS84","iNaturalist research-grade observations"
"92",2463361,"Eichhornia crassipes",-84.20296,32.05197,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,1982,1,1,"01-01-82","WGS84",NA
"93",2464044,"Eichhornia crassipes",-83.92113,31.92419,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,1982,1,1,"01-01-82","WGS84",NA
"94",2464505,"Eichhornia crassipes",-84.7338,31.16618,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,1982,1,1,"01-01-82","WGS84",NA
"95",2464664,"Eichhornia crassipes",-83.84067,31.55698,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,1982,1,1,"01-01-82","WGS84",NA
"96",2465768,"Eichhornia crassipes",-83.66521,32.82969,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,1982,1,1,"01-01-82","WGS84",NA
"97",2466082,"Eichhornia crassipes",-89.07954,30.4279,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,1982,1,1,"01-01-82","WGS84",NA
"98",2466083,"Eichhornia crassipes",-90.83702,32.91509,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,1982,1,1,"01-01-82","WGS84",NA
"99",2466296,"Eichhornia crassipes",-121.55217,37.97659,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,1982,1,1,"01-01-82","WGS84",NA
"100",3706998,"Eichhornia crassipes",-92.09,18.3,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,1982,1,NA,"01-16-82","WGS84",NA
"101",2466300,"Eichhornia crassipes",-85.93737,31.79217,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,1982,2,NA,"02-01-82","WGS84",NA
"102",3707022,"Eichhornia crassipes",-92.12,18.09,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,1982,2,NA,"02-04-82","WGS84",NA
"103",3706995,"Eichhornia crassipes",-92.01,17.71,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,1982,2,NA,"02-09-82","WGS84",NA
"104",3424059,"Eichhornia crassipes",-92.1,18.61,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,1982,2,NA,"02-10-82","WGS84",NA
"105",3778353,"Eichhornia crassipes",-96.72,19.92,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,1982,2,NA,"02-19-82","WGS84",NA
"106",3707013,"Eichhornia crassipes",-96.79,19.48,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,1982,3,NA,"03-18-82","WGS84",NA
"107",3578432,"Eichhornia crassipes",-96.77,19.49,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,1982,3,NA,"03-23-82","WGS84",NA
"108",3735596,"Eichhornia crassipes",-103.42,20.29,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,1982,10,NA,"10-12-82","WGS84",NA
"109",3735582,"Eichhornia crassipes",-103.59,20.42,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,1982,10,NA,"10-30-82","WGS84",NA
"110",3806290,"Eichhornia crassipes",-96.73,19.91,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,1982,11,NA,"11-19-82","WGS84",NA
"111",1976,"Eichhornia crassipes",30.951597,-17.96078,"gass84","ZWE","PRESENT",100,"iNaturalist",1802666167,"https://www.inaturalist.org/observations/9075064","HUMAN_OBSERVATION",1982,4,29,"1982-04-29","WGS84","iNaturalist research-grade observations"
"112",1977,"Eichhornia crassipes",30.96091,-17.934315,"gass84","ZWE","PRESENT",50,"iNaturalist",1802666229,"https://www.inaturalist.org/observations/9075232","HUMAN_OBSERVATION",1982,4,14,"1982-04-14","WGS84","iNaturalist research-grade observations"
"113",1978,"Eichhornia crassipes",-67.0995,18.01398,"gass84,colmafu","PRI","PRESENT",1000,"NY",1928633353,"http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1080825","PRESERVED_SPECIMEN",1982,7,NA,"1982-07-01","WGS84","Vascular plants"
"114",1979,"Eichhornia crassipes",147.534226,-19.731989,"cdround,colmafu,inmafu","AUS","PRESENT",1000,"AD",2828432755,"https://biocache.ala.org.au/occurrences/705cd7c7-5d03-4a02-ab80-b473378d4a04","PRESERVED_SPECIMEN",1982,10,17,"1982-10-17","WGS84",NA
"115",3778357,"Eichhornia crassipes",-97.4,20.17,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,1983,8,NA,"08-20-83","WGS84",NA
"116",3628046,"Eichhornia crassipes",-103.04,20.17,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,1983,8,NA,"08-26-83","WGS84",NA
"117",2469053,"Eichhornia crassipes",-94.62903,31.6315,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,1983,10,NA,"10-24-83","WGS84",NA
"118",3707009,"Eichhornia crassipes",-96.85,19.55,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,1983,11,NA,"11-04-83","WGS84",NA
"119",3621264,"Eichhornia crassipes",-92.84,18.17,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,1983,12,NA,"12-08-83","WGS84",NA
"120",3842069,"Eichhornia crassipes",-92.64,18.53,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,1983,12,NA,"12-08-83","WGS84",NA
"121",2463263,"Eichhornia crassipes",-90.04394,29.95494,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,1984,1,1,"01-01-84","WGS84",NA
"122",3806307,"Eichhornia crassipes",-92.15,17.91,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,1984,1,NA,"01-26-84","WGS84",NA
"123",3606240,"Eichhornia crassipes",-99.2,18.9,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,1984,2,NA,"02-03-84","WGS84",NA
"124",3806239,"Eichhornia crassipes",-99.16,18.89,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,1984,2,NA,"02-03-84","WGS84",NA
"125",3570787,"Eichhornia crassipes",-107.31,24.81,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,1984,2,NA,"02-25-84","WGS84",NA
"126",3578402,"Eichhornia crassipes",-100.01,16.95,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,1984,3,NA,"03-28-84","WGS84",NA
"127",3785212,"Eichhornia crassipes",-107.67,24.71,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,1984,4,NA,"04-07-84","WGS84",NA
"128",2470257,"Eichhornia crassipes",-67.13962,18.20107,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,1984,5,NA,"05-01-84","WGS84",NA
"129",3570785,"Eichhornia crassipes",-107.38,24.92,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,1984,5,NA,"05-12-84","WGS84",NA
"130",2468322,"Eichhornia crassipes",-84.89991,29.73493,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,1984,6,NA,"06-19-84","WGS84",NA
"131",3570788,"Eichhornia crassipes",-107.44,24.62,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,1984,9,NA,"09-25-84","WGS84",NA
"132",3570789,"Eichhornia crassipes",-107.35,24.69,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,1984,10,NA,"10-21-84","WGS84",NA
"133",3570790,"Eichhornia crassipes",-107.13,24.8,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,1984,11,NA,"11-16-84","WGS84",NA
"134",2463635,"Eichhornia crassipes",-95.59341,30.41493,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,1985,1,1,"01-01-85","WGS84",NA
"135",2463636,"Eichhornia crassipes",-95.16289,30.72295,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,1985,1,1,"01-01-85","WGS84",NA
"136",2463637,"Eichhornia crassipes",-95.12032,30.72354,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,1985,1,1,"01-01-85","WGS84",NA
"137",2463638,"Eichhornia crassipes",-95.224,30.85213,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,1985,1,1,"01-01-85","WGS84",NA
"138",2463639,"Eichhornia crassipes",-94.1906,30.84653,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,1985,1,1,"01-01-85","WGS84",NA
"139",2463640,"Eichhornia crassipes",-94.20502,30.85714,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,1985,1,1,"01-01-85","WGS84",NA
"140",2463641,"Eichhornia crassipes",-94.24347,31.18931,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,1985,1,1,"01-01-85","WGS84",NA
"141",2463642,"Eichhornia crassipes",-96.53561,28.9532,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,1985,1,1,"01-01-85","WGS84",NA
"142",2463643,"Eichhornia crassipes",-93.89809,31.71064,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,1985,1,1,"01-01-85","WGS84",NA
"143",2463644,"Eichhornia crassipes",-93.89843,29.89215,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,1985,1,1,"01-01-85","WGS84",NA
"144",2463645,"Eichhornia crassipes",-96.80443,28.43472,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,1985,1,1,"01-01-85","WGS84",NA
"145",3806327,"Eichhornia crassipes",-95.04,18.48,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,1985,5,NA,"05-22-85","WGS84",NA
"146",3806328,"Eichhornia crassipes",-92.5,14.8,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,1985,8,NA,"08-07-85","WGS84",NA
"147",2470491,"Eichhornia crassipes",-122.52641,37.83141,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,1985,8,NA,"08-17-85","WGS84",NA
"148",3347729,"Eichhornia crassipes",-99.03,22.7,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,1985,8,NA,"08-17-85","WGS84",NA
"149",3806322,"Eichhornia crassipes",-99.05,22.69,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,1985,8,NA,"08-17-85","WGS84",NA
"150",8937690,"Eichhornia crassipes",-122.531,37.8308,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,1985,8,NA,"08-17-85","WGS84",NA
"151",2479721,"Eichhornia crassipes",-86.95997,31.50016,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,1985,8,NA,"08-31-85","WGS84",NA
"152",8938349,"Eichhornia crassipes",-121.793,38.0148,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,1985,9,NA,"09-02-85","WGS84",NA
"153",3628040,"Eichhornia crassipes",-101.63,19.58,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,1985,9,NA,"09-11-85","WGS84",NA
"154",3735569,"Eichhornia crassipes",-100.82,19.85,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,1985,10,NA,"10-24-85","WGS84",NA
"155",3707016,"Eichhornia crassipes",-92.49,17.87,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,1985,11,NA,"11-06-85","WGS84",NA
"156",3806318,"Eichhornia crassipes",-105.42,21.84,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,1985,11,NA,"11-19-85","WGS84",NA
"157",3806305,"Eichhornia crassipes",-93.56,15.95,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,1985,12,NA,"12-22-85","WGS84",NA
