"","field_1","species","decimallon","decimallat","issues","countryCod","occurrence","coordinate","institutio","gbifID","references","basisOfRec","year","month","day","eventDate","geodeticDa","datasetNam"
"1455",1562,"Eichhornia crassipes",-73.102759,45.60253,"cdround,gass84","CAN","PRESENT",190,"iNaturalist",3005204536,"https://www.inaturalist.org/observations/63948953","HUMAN_OBSERVATION",2016,9,4,"2016-09-04","WGS84","iNaturalist research-grade observations"
"1456",1563,"Eichhornia crassipes",-49.28208,-16.596183,"cdround,gass84","BRA","PRESENT",8,"iNaturalist",3031963369,"https://www.inaturalist.org/observations/13535300","HUMAN_OBSERVATION",2016,9,30,"2016-09-30","WGS84","iNaturalist research-grade observations"
"1457",1565,"Eichhornia crassipes",-121.585324,38.562891,"cdround,gass84","USA","PRESENT",383,"iNaturalist",3070588720,"https://www.inaturalist.org/observations/35660340","HUMAN_OBSERVATION",2016,9,16,"2016-09-16","WGS84","iNaturalist research-grade observations"
"1458",1567,"Eichhornia crassipes",-81.575867,29.081711,"cdround,gass84","USA","PRESENT",442,"iNaturalist",1453122376,"https://www.inaturalist.org/observations/4280659","HUMAN_OBSERVATION",2016,10,5,"2016-10-05","WGS84","iNaturalist research-grade observations"
"1459",1571,"Eichhornia crassipes",-94.136465,30.721519,"cdround,gass84","USA","PRESENT",15,"iNaturalist",1453147375,"https://www.inaturalist.org/observations/4373226","HUMAN_OBSERVATION",2016,10,16,"2016-10-16","WGS84","iNaturalist research-grade observations"
"1460",1573,"Eichhornia crassipes",-82.327715,28.836335,"cdround,gass84","USA","PRESENT",24,"iNaturalist",1453163350,"https://www.inaturalist.org/observations/4416097","HUMAN_OBSERVATION",2016,10,22,"2016-10-22","WGS84","iNaturalist research-grade observations"
"1461",1576,"Eichhornia crassipes",-87.744627,41.982288,"cdround,gass84","USA","PRESENT",31,"iNaturalist",1453172341,"https://www.inaturalist.org/observations/4438310","HUMAN_OBSERVATION",2016,10,25,"2016-10-25","WGS84","iNaturalist research-grade observations"
"1462",1577,"Eichhornia crassipes",-155.504824,19.135257,"cdround,gass84","USA","PRESENT",464,"iNaturalist",1453181617,"https://www.inaturalist.org/observations/4462332","HUMAN_OBSERVATION",2016,10,23,"2016-10-23","WGS84","iNaturalist research-grade observations"
"1463",1580,"Eichhornia crassipes",36.024921,0.613901,"gass84","KEN","PRESENT",61,"iNaturalist",1453312032,"https://www.inaturalist.org/observations/4854865","HUMAN_OBSERVATION",2016,10,17,"2016-10-17","WGS84","iNaturalist research-grade observations"
"1464",1582,"Eichhornia crassipes",145.562528,-16.803444,"cdround,colmano,inmafu","AUS","PRESENT",100,"BRI",2418821637,"https://biocache.ala.org.au/occurrences/b4ab83c3-634c-4a7c-bb36-47fe5cd418d6","PRESERVED_SPECIMEN",2016,10,24,"2016-10-24","WGS84",NA
"1465",1583,"Eichhornia crassipes",-3.089509,51.518354,"fpwktinv","GBR","PRESENT",707.1,"SEWBReC",2923910037,NA,"HUMAN_OBSERVATION",2016,10,4,"2016-10-04","WGS84",NA
"1466",1584,"Eichhornia crassipes",-99.119747,19.899964,"cdround,gass84","MEX","PRESENT",31,"iNaturalist",1453200866,"https://www.inaturalist.org/observations/4509832","HUMAN_OBSERVATION",2016,11,6,"2016-11-06","WGS84","iNaturalist research-grade observations"
"1467",1587,"Eichhornia crassipes",19.69772,-34.10536,"gass84","ZAF","PRESENT",1,"iNaturalist",1839218452,"https://www.inaturalist.org/observations/11240504","HUMAN_OBSERVATION",2016,11,30,"2016-11-30","WGS84","iNaturalist research-grade observations"
"1468",1588,"Eichhornia crassipes",151.69213,-33.006616,"cdround","AUS","PRESENT",10,"NSW Dept of Planning, Industry and Environment",1915864933,"https://biocache.ala.org.au/occurrences/dc9fc052-91e8-4ea2-a274-3bb3c02cf1bf","HUMAN_OBSERVATION",2016,11,1,"2016-11-01","WGS84",NA
"1469",1591,"Eichhornia crassipes",-78.772305,-0.051254,"cdround,gass84","ECU","PRESENT",218,"iNaturalist",3013874010,"https://www.inaturalist.org/observations/67224038","HUMAN_OBSERVATION",2016,12,25,"2016-12-25","WGS84","iNaturalist research-grade observations"
"1470",8082166,"Eichhornia crassipes",-90.38515,30.04112,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,2017,1,NA,"01-13-17",NA,NA
"1471",8105239,"Eichhornia crassipes",-92.03884,32.59868,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,2017,4,NA,"04-19-17",NA,NA
"1472",8113138,"Eichhornia crassipes",-83.90984,31.96148,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,2017,5,NA,"05-25-17",NA,NA
"1473",8116555,"Eichhornia crassipes",-84.20065,30.12992,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,2017,6,NA,"06-13-17",NA,NA
"1474",8138997,"Eichhornia crassipes",-90.0946,30.00529,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,2017,10,NA,"10-21-17",NA,NA
"1475",5181352,"Eichhornia crassipes",-77.4281,44.13744,NA,NA,"PRESENT",NA,"EDDMaps",NA,NA,NA,2017,10,NA,"10-24-17","WGS84",NA
"1476",1356,"Eichhornia crassipes",96.898014,20.445356,"gass84","MMR","PRESENT",31,"iNaturalist",1806324069,"https://www.inaturalist.org/observations/4993075","HUMAN_OBSERVATION",2017,1,15,"2017-01-15","WGS84","iNaturalist research-grade observations"
"1477",1358,"Eichhornia crassipes",-121.69148,38.11678,"cdround,gass84","USA","PRESENT",888,"iNaturalist",1453426901,"https://www.inaturalist.org/observations/5112056","HUMAN_OBSERVATION",2017,2,11,"2017-02-11","WGS84","iNaturalist research-grade observations"
"1478",1359,"Eichhornia crassipes",-97.877052,28.054783,"cdround,gass84","USA","PRESENT",203,"iNaturalist",1563416542,"https://www.inaturalist.org/observations/5184438","HUMAN_OBSERVATION",2017,2,25,"2017-02-25","WGS84","iNaturalist research-grade observations"
"1479",1360,"Eichhornia crassipes",105.696716,10.001395,"cdround,gass84,colmano,inmano","VNM","PRESENT",25,"naturgucker",1677059728,NA,"HUMAN_OBSERVATION",2017,2,22,"2017-02-22","WGS84",NA
"1480",1361,"Eichhornia crassipes",150.841667,-33.867222,"cdround","AUS","PRESENT",50,"NSW Dept of Planning, Industry and Environment",1916626852,"https://biocache.ala.org.au/occurrences/112984b6-1bd4-471a-bc69-22f71cc9f654","HUMAN_OBSERVATION",2017,2,15,"2017-02-15","WGS84",NA
"1481",1363,"Eichhornia crassipes",103.974111,13.219917,"gass84","KHM","PRESENT",29,"iNaturalist",2610943507,"https://www.inaturalist.org/observations/39924556","HUMAN_OBSERVATION",2017,2,24,"2017-02-24","WGS84","iNaturalist research-grade observations"
"1482",1364,"Eichhornia crassipes",-60.734077,-31.601555,"cdround,gass84","ARG","PRESENT",15,"iNaturalist",2620161023,"https://www.inaturalist.org/observations/44913721","HUMAN_OBSERVATION",2017,2,16,"2017-02-16","WGS84","iNaturalist research-grade observations"
"1483",1366,"Eichhornia crassipes",-103.267413,20.297106,"gass84","MEX","PRESENT",50,"iNaturalist",1455595186,"https://www.inaturalist.org/observations/5509303","HUMAN_OBSERVATION",2017,3,20,"2017-03-20","WGS84","iNaturalist research-grade observations"
"1484",1368,"Eichhornia crassipes",-77.839079,18.031628,"cdround,gass84","JAM","PRESENT",244,"iNaturalist",1807272053,"https://www.inaturalist.org/observations/5525924","HUMAN_OBSERVATION",2017,3,14,"2017-03-14","WGS84","iNaturalist research-grade observations"
"1485",1369,"Eichhornia crassipes",-84.804176,10.306684,"cdround,gass84","CRI","PRESENT",9,"iNaturalist",1831129363,"https://www.inaturalist.org/observations/5399124","HUMAN_OBSERVATION",2017,3,17,"2017-03-17","WGS84","iNaturalist research-grade observations"
"1486",1371,"Eichhornia crassipes",-92.767748,29.638716,"cdround,gass84","USA","PRESENT",6,"iNaturalist",2236297756,"https://www.inaturalist.org/observations/5223849","HUMAN_OBSERVATION",2017,3,4,"2017-03-04","WGS84","iNaturalist research-grade observations"
"1487",1372,"Eichhornia crassipes",-8.735467,40.604779,"cdround,gass84","PRT","PRESENT",2,"iNaturalist",2465376698,"https://www.inaturalist.org/observations/36231795","HUMAN_OBSERVATION",2017,3,14,"2017-03-14","WGS84","iNaturalist research-grade observations"
"1488",1374,"Eichhornia crassipes",-95.860863,18.126276,"cdround,gass84","MEX","PRESENT",352,"iNaturalist",3031639328,"https://www.inaturalist.org/observations/5232319","HUMAN_OBSERVATION",2017,3,5,"2017-03-05","WGS84","iNaturalist research-grade observations"
"1489",1375,"Eichhornia crassipes",-81.609175,28.688323,"cdround,gass84","USA","PRESENT",100,"iNaturalist",1457614097,"https://www.inaturalist.org/observations/5589817","HUMAN_OBSERVATION",2017,4,2,"2017-04-02","WGS84","iNaturalist research-grade observations"
"1490",1376,"Eichhornia crassipes",-104.144737,19.68994,"cdround,gass84","MEX","PRESENT",17,"iNaturalist",1500276164,"https://www.inaturalist.org/observations/5847686","HUMAN_OBSERVATION",2017,4,14,"2017-04-14","WGS84","iNaturalist research-grade observations"
"1491",1378,"Eichhornia crassipes",-92.647419,18.384285,"cdround,gass84","MEX","PRESENT",977,"iNaturalist",1500293273,"https://www.inaturalist.org/observations/5894028","HUMAN_OBSERVATION",2017,4,13,"2017-04-13","WGS84","iNaturalist research-grade observations"
"1492",1380,"Eichhornia crassipes",-96.947537,19.469864,"cdround,gass84","MEX","PRESENT",7,"iNaturalist",1500333786,"https://www.inaturalist.org/observations/6016851","HUMAN_OBSERVATION",2017,4,26,"2017-04-26","WGS84","iNaturalist research-grade observations"
"1493",1382,"Eichhornia crassipes",-95.612876,29.375762,"cdround,gass84","USA","PRESENT",31,"iNaturalist",1703129250,"https://www.inaturalist.org/observations/5861981","HUMAN_OBSERVATION",2017,4,19,"2017-04-19","WGS84","iNaturalist research-grade observations"
"1494",1383,"Eichhornia crassipes",-97.931997,29.891822,"cdround,gass84","USA","PRESENT",4,"iNaturalist",1831131253,"https://www.inaturalist.org/observations/5758323","HUMAN_OBSERVATION",2017,4,15,"2017-04-15","WGS84","iNaturalist research-grade observations"
"1495",1384,"Eichhornia crassipes",-96.105418,32.455998,"cdround,gass84","USA","PRESENT",5,"iNaturalist",2236297946,"https://www.inaturalist.org/observations/5758510","HUMAN_OBSERVATION",2017,4,16,"2017-04-16","WGS84","iNaturalist research-grade observations"
"1496",1386,"Eichhornia crassipes",-60.6298,-32.887238,"cdround,gass84","ARG","PRESENT",8,"iNaturalist",2611368365,"https://www.inaturalist.org/observations/44398384","HUMAN_OBSERVATION",2017,4,30,"2017-04-30","WGS84","iNaturalist research-grade observations"
"1497",1388,"Eichhornia crassipes",-122.534623,37.848403,"cdround,gass84","USA","PRESENT",2,"iNaturalist",1562903800,"https://www.inaturalist.org/observations/6121223","HUMAN_OBSERVATION",2017,5,6,"2017-05-06","WGS84","iNaturalist research-grade observations"
"1498",1389,"Eichhornia crassipes",-101.625338,19.553562,"cdround,gass84","MEX","PRESENT",257,"iNaturalist",1571176434,"https://www.inaturalist.org/observations/6773774","HUMAN_OBSERVATION",2017,5,19,"2017-05-19","WGS84","iNaturalist research-grade observations"
"1499",1390,"Eichhornia crassipes",-100.011699,21.934507,"cdround,gass84","MEX","PRESENT",31,"iNaturalist",1572381927,"https://www.inaturalist.org/observations/6977643","HUMAN_OBSERVATION",2017,5,28,"2017-05-28","WGS84","iNaturalist research-grade observations"
"1500",1391,"Eichhornia crassipes",-83.909841,31.961478,"cdround,gass84","USA","PRESENT",31,"iNaturalist",1668799283,"https://www.inaturalist.org/observations/6360420","HUMAN_OBSERVATION",2017,5,25,"2017-05-25","WGS84","iNaturalist research-grade observations"
"1501",1392,"Eichhornia crassipes",-100.019806,20.475008,"cdround,gass84","MEX","PRESENT",977,"iNaturalist",1831133858,"https://www.inaturalist.org/observations/6040590","HUMAN_OBSERVATION",2017,5,1,"2017-05-01","WGS84","iNaturalist research-grade observations"
"1502",1394,"Eichhornia crassipes",31.6285,-23.8365,"gass84","ZAF","PRESENT",1,"iNaturalist",1839238249,"https://www.inaturalist.org/observations/11312294","HUMAN_OBSERVATION",2017,5,11,"2017-05-11","WGS84","iNaturalist research-grade observations"
"1503",1395,"Eichhornia crassipes",-103.910225,18.959722,"cdround,gass84","MEX","PRESENT",706,"iNaturalist",1848811999,"https://www.inaturalist.org/observations/13130660","HUMAN_OBSERVATION",2017,5,6,"2017-05-06","WGS84","iNaturalist research-grade observations"
"1504",1396,"Eichhornia crassipes",-105.473701,21.900896,"cdround,gass84","MEX","PRESENT",488,"iNaturalist",2005347003,"https://www.inaturalist.org/observations/20371240","HUMAN_OBSERVATION",2017,5,26,"2017-05-26","WGS84","iNaturalist research-grade observations"
"1505",1397,"Eichhornia crassipes",-101.142966,20.22086,"cdround,gass84","MEX","PRESENT",4,"iNaturalist",3070575367,"https://www.inaturalist.org/observations/6355463","HUMAN_OBSERVATION",2017,5,4,"2017-05-04","WGS84","iNaturalist research-grade observations"
"1506",1398,"Eichhornia crassipes",-81.940354,33.372953,"cdround,gass84","USA","PRESENT",8,"iNaturalist",1571100252,"https://www.inaturalist.org/observations/6526106","HUMAN_OBSERVATION",2017,6,4,"2017-06-04","WGS84","iNaturalist research-grade observations"
"1507",1399,"Eichhornia crassipes",-81.93979,33.373118,"cdround,gass84","USA","PRESENT",8,"iNaturalist",1571100307,"https://www.inaturalist.org/observations/6526109","HUMAN_OBSERVATION",2017,6,4,"2017-06-04","WGS84","iNaturalist research-grade observations"
"1508",1401,"Eichhornia crassipes",-101.139008,20.227536,"cdround,gass84","MEX","PRESENT",127,"iNaturalist",1571166181,"https://www.inaturalist.org/observations/6743710","HUMAN_OBSERVATION",2017,6,16,"2017-06-16","WGS84","iNaturalist research-grade observations"
"1509",1402,"Eichhornia crassipes",-100.3834,25.782566,"cdround,gass84","MEX","PRESENT",1,"iNaturalist",1571183814,"https://www.inaturalist.org/observations/6799067","HUMAN_OBSERVATION",2017,6,25,"2017-06-25","WGS84","iNaturalist research-grade observations"
"1510",1403,"Eichhornia crassipes",-93.069402,16.840246,"cdround,gass84","MEX","PRESENT",15,"iNaturalist",1571187816,"https://www.inaturalist.org/observations/6811465","HUMAN_OBSERVATION",2017,6,16,"2017-06-16","WGS84","iNaturalist research-grade observations"
"1511",1404,"Eichhornia crassipes",-95.398471,30.858505,"cdround,gass84","USA","PRESENT",31,"iNaturalist",1572353617,"https://www.inaturalist.org/observations/6893430","HUMAN_OBSERVATION",2017,6,26,"2017-06-26","WGS84","iNaturalist research-grade observations"
"1512",1405,"Eichhornia crassipes",33.140131,0.496524,"cdround,gass84","UGA","PRESENT",810,"iNaturalist",1586105910,"https://www.inaturalist.org/observations/7263714","HUMAN_OBSERVATION",2017,6,6,"2017-06-06","WGS84","iNaturalist research-grade observations"
"1513",1406,"Eichhornia crassipes",150.885464,-33.6885,"cdround","AUS","PRESENT",200,"NSW Dept of Planning, Industry and Environment",1916252382,"https://biocache.ala.org.au/occurrences/3fc3a125-850b-49d1-8e28-20631d4586f5","HUMAN_OBSERVATION",2017,6,27,"2017-06-27","WGS84",NA
"1514",1407,"Eichhornia crassipes",152.876199,-31.022725,"cdround","AUS","PRESENT",10,"NSW Dept of Planning, Industry and Environment",1916391825,"https://biocache.ala.org.au/occurrences/f269e3b5-9083-49a6-88aa-b2517c663de9","HUMAN_OBSERVATION",2017,6,28,"2017-06-28","WGS84",NA
"1515",1408,"Eichhornia crassipes",-81.476857,27.497178,"gass84","USA","PRESENT",2,"iNaturalist",3031873337,"https://www.inaturalist.org/observations/6525619","HUMAN_OBSERVATION",2017,6,6,"2017-06-06","WGS84","iNaturalist research-grade observations"
"1516",1409,"Eichhornia crassipes",-94.040586,32.665801,"cdround,gass84","USA","PRESENT",977,"iNaturalist",1572373076,"https://www.inaturalist.org/observations/6950064","HUMAN_OBSERVATION",2017,7,2,"2017-07-02","WGS84","iNaturalist research-grade observations"
"1517",1411,"Eichhornia crassipes",77.666433,12.900913,"cdround,gass84","IND","PRESENT",5,"iNaturalist",1572391673,"https://www.inaturalist.org/observations/7010387","HUMAN_OBSERVATION",2017,7,10,"2017-07-10","WGS84","iNaturalist research-grade observations"
"1518",1412,"Eichhornia crassipes",-97.831848,22.270459,"cdround,gass84","MEX","PRESENT",43,"iNaturalist",1580508610,"https://www.inaturalist.org/observations/7106660","HUMAN_OBSERVATION",2017,7,18,"2017-07-18","WGS84","iNaturalist research-grade observations"
"1519",1413,"Eichhornia crassipes",-94.441808,18.111388,"cdround,gass84","MEX","PRESENT",8,"iNaturalist",1584406619,"https://www.inaturalist.org/observations/7123354","HUMAN_OBSERVATION",2017,7,17,"2017-07-17","WGS84","iNaturalist research-grade observations"
"1520",1415,"Eichhornia crassipes",-121.177575,38.663262,"cdround,gass84","USA","PRESENT",2,"iNaturalist",1584429368,"https://www.inaturalist.org/observations/7219277","HUMAN_OBSERVATION",2017,7,26,"2017-07-26","WGS84","iNaturalist research-grade observations"
"1521",1418,"Eichhornia crassipes",-95.082067,18.428428,"cdround,gass84","MEX","PRESENT",672,"iNaturalist",1621798820,"https://www.inaturalist.org/observations/7617066","HUMAN_OBSERVATION",2017,7,24,"2017-07-24","WGS84","iNaturalist research-grade observations"
"1522",1419,"Eichhornia crassipes",-93.9992,16.467075,"cdround,gass84","MEX","PRESENT",4,"iNaturalist",1677346809,"https://www.inaturalist.org/observations/8548329","HUMAN_OBSERVATION",2017,7,9,"2017-07-09","WGS84","iNaturalist research-grade observations"
"1523",1420,"Eichhornia crassipes",-83.517153,10.529633,"cdround,gass84","CRI","PRESENT",9,"iNaturalist",1831142947,"https://www.inaturalist.org/observations/7207642","HUMAN_OBSERVATION",2017,7,20,"2017-07-20","WGS84","iNaturalist research-grade observations"
"1524",1421,"Eichhornia crassipes",-101.440797,22.601622,"cdround,gass84","MEX","PRESENT",5,"iNaturalist",1890051220,"https://www.inaturalist.org/observations/14844020","HUMAN_OBSERVATION",2017,7,25,"2017-07-25","WGS84","iNaturalist research-grade observations"
"1525",1423,"Eichhornia crassipes",5.69429,51.08464,"osiic","BEL","PRESENT",25,"Natuurpunt",2235346180,"http://waarnemingen.be/waarneming/view/141715441","HUMAN_OBSERVATION",2017,7,17,"2017-07-17","WGS84","Waarnemingen.be - Non-native plant occurrences in Flanders and the Brussels Capital Region, Belgium"
"1526",1424,"Eichhornia crassipes",-56.6752,-16.4569,"gass84","BRA","PRESENT",400,"iNaturalist",2422829006,"https://www.inaturalist.org/observations/22451003","HUMAN_OBSERVATION",2017,7,13,"2017-07-13","WGS84","iNaturalist research-grade observations"
"1527",1426,"Eichhornia crassipes",-99.792981,20.084269,"cdround,gass84","MEX","PRESENT",61,"iNaturalist",3031585330,"https://www.inaturalist.org/observations/7181259","HUMAN_OBSERVATION",2017,7,22,"2017-07-22","WGS84","iNaturalist research-grade observations"
"1528",1427,"Eichhornia crassipes",107.858447,16.28527,"cdround,gass84","VNM","PRESENT",244,"iNaturalist",3031622161,"https://www.inaturalist.org/observations/67719606","HUMAN_OBSERVATION",2017,7,13,"2017-07-13","WGS84","iNaturalist research-grade observations"
"1529",1428,"Eichhornia crassipes",-99.793839,20.083664,"cdround,gass84","MEX","PRESENT",61,"iNaturalist",3031821332,"https://www.inaturalist.org/observations/7181278","HUMAN_OBSERVATION",2017,7,23,"2017-07-23","WGS84","iNaturalist research-grade observations"
"1530",1431,"Eichhornia crassipes",5.70483,50.44736,"colmano,inmano,fpsrsinv","BEL","PRESENT",49,"SPW-DEMNA",1848047388,NA,"HUMAN_OBSERVATION",2017,8,2,"2017-08-02","WGS84","DEMNA-DNE : Exotic plant occurrences in Wallonia"
"1531",1433,"Eichhornia crassipes",-121.549949,37.889866,"cdround,gass84","USA","PRESENT",30,"iNaturalist",3070501393,"https://www.inaturalist.org/observations/7574500","HUMAN_OBSERVATION",2017,8,19,"2017-08-19","WGS84","iNaturalist research-grade observations"
"1532",1434,"Eichhornia crassipes",-73.099101,5.781333,"cdround,gass84","COL","PRESENT",31,"iNaturalist",3090866342,"https://www.inaturalist.org/observations/8580107","HUMAN_OBSERVATION",2017,8,3,"2017-08-03","WGS84","iNaturalist research-grade observations"
"1533",1435,"Eichhornia crassipes",-81.37953,28.08887,"cdround,gass84","USA","PRESENT",9,"iNaturalist",1640080535,"https://www.inaturalist.org/observations/7741006","HUMAN_OBSERVATION",2017,9,1,"2017-09-01","WGS84","iNaturalist research-grade observations"
"1534",1438,"Eichhornia crassipes",-81.451014,28.304646,"cdround,gass84","USA","PRESENT",30,"iNaturalist",1668866080,"https://www.inaturalist.org/observations/8138696","HUMAN_OBSERVATION",2017,9,27,"2017-09-27","WGS84","iNaturalist research-grade observations"
"1535",1440,"Eichhornia crassipes",-85.071902,31.990104,"cdround,gass84","USA","PRESENT",449,"iNaturalist",1699370920,"https://www.inaturalist.org/observations/8580431","HUMAN_OBSERVATION",2017,9,3,"2017-09-03","WGS84","iNaturalist research-grade observations"
"1536",1442,"Eichhornia crassipes",-92.161791,34.675114,"cdround,gass84","USA","PRESENT",8,"iNaturalist",1807321000,"https://www.inaturalist.org/observations/9763337","HUMAN_OBSERVATION",2017,9,26,"2017-09-26","WGS84","iNaturalist research-grade observations"
"1537",1443,"Eichhornia crassipes",4.76242,51.19637,NA,"BEL","PRESENT",700,"INBO",1913453406,"http://Waarnemingen.be","HUMAN_OBSERVATION",2017,9,28,"2017-09-28","WGS84","FLORABANK 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region)"
"1538",1446,"Eichhornia crassipes",4.84634,51.18318,"osiic","BEL","PRESENT",25,"Natuurpunt",2235345132,"http://waarnemingen.be/waarneming/view/144531193","HUMAN_OBSERVATION",2017,9,28,"2017-09-28","WGS84","Waarnemingen.be - Non-native plant occurrences in Flanders and the Brussels Capital Region, Belgium"
"1539",1449,"Eichhornia crassipes",4.75944,51.19302,"osiic","BEL","PRESENT",25,"Natuurpunt",2235345827,"http://waarnemingen.be/waarneming/view/144531167","HUMAN_OBSERVATION",2017,9,28,"2017-09-28","WGS84","Waarnemingen.be - Non-native plant occurrences in Flanders and the Brussels Capital Region, Belgium"
"1540",1450,"Eichhornia crassipes",4.81354,51.18675,"osiic","BEL","PRESENT",25,"Natuurpunt",2235346241,"http://waarnemingen.be/waarneming/view/144531184","HUMAN_OBSERVATION",2017,9,28,"2017-09-28","WGS84","Waarnemingen.be - Non-native plant occurrences in Flanders and the Brussels Capital Region, Belgium"
"1541",1451,"Eichhornia crassipes",32.90362,24.57881,"gass84","EGY","PRESENT",1,"iNaturalist",2236202925,"https://www.inaturalist.org/observations/20184502","HUMAN_OBSERVATION",2017,9,27,"2017-09-27","WGS84","iNaturalist research-grade observations"
"1542",1452,"Eichhornia crassipes",-92.53609,33.32283,"gass84","USA","PRESENT",10,"iNaturalist",2460146238,"https://www.inaturalist.org/observations/35710578","HUMAN_OBSERVATION",2017,9,15,"2017-09-15","WGS84","iNaturalist research-grade observations"
"1543",1453,"Eichhornia crassipes",105.903358,20.244202,"cdround,gass84,colmano,inmano","VNM","PRESENT",250,"naturgucker",2558833656,NA,"HUMAN_OBSERVATION",2017,9,30,"2017-09-30","WGS84",NA
"1544",1454,"Eichhornia crassipes",-81.365657,33.257836,"cdround,gass84","USA","PRESENT",171,"iNaturalist",3059118752,"https://www.inaturalist.org/observations/71032147","HUMAN_OBSERVATION",2017,9,23,"2017-09-23","WGS84","iNaturalist research-grade observations"
"1545",1455,"Eichhornia crassipes",-85.339239,10.344328,"cdround,gass84","CRI","PRESENT",61,"iNaturalist",3067900746,"https://www.inaturalist.org/observations/34711417","HUMAN_OBSERVATION",2017,9,15,"2017-09-15","WGS84","iNaturalist research-grade observations"
"1546",1457,"Eichhornia crassipes",-121.833921,38.021069,"cdround,gass84","USA","PRESENT",172,"iNaturalist",1677306579,"https://www.inaturalist.org/observations/8422689","HUMAN_OBSERVATION",2017,10,15,"2017-10-15","WGS84","iNaturalist research-grade observations"
"1547",1465,"Eichhornia crassipes",151.283613,-33.410833,"cdround","AUS","PRESENT",150,"NSW Dept of Planning, Industry and Environment",1916362867,"https://biocache.ala.org.au/occurrences/cd37c614-2ff2-41be-83ea-c8f48ebee5fd","HUMAN_OBSERVATION",2017,10,18,"2017-10-18","WGS84",NA
"1548",1466,"Eichhornia crassipes",4.45432,51.42135,"osiic","BEL","PRESENT",25,"Natuurpunt",2235345515,"http://waarnemingen.be/waarneming/view/144878958","HUMAN_OBSERVATION",2017,10,10,"2017-10-10","WGS84","Waarnemingen.be - Non-native plant occurrences in Flanders and the Brussels Capital Region, Belgium"
"1549",1467,"Eichhornia crassipes",-97.570706,26.266723,"cdround,gass84","USA","PRESENT",4,"iNaturalist",2610940389,"https://www.inaturalist.org/observations/42052908","HUMAN_OBSERVATION",2017,10,31,"2017-10-31","WGS84","iNaturalist research-grade observations"
"1550",1468,"Eichhornia crassipes",-99.976145,16.910344,"cdround,gass84","MEX","PRESENT",896,"iNaturalist",2611270045,"https://www.inaturalist.org/observations/43511109","HUMAN_OBSERVATION",2017,10,2,"2017-10-02","WGS84","iNaturalist research-grade observations"
"1551",1469,"Eichhornia crassipes",-67.829407,-9.946793,"cdround,gass84","BRA","PRESENT",625,"iNaturalist",3031968354,"https://www.inaturalist.org/observations/11945651","HUMAN_OBSERVATION",2017,10,28,"2017-10-28","WGS84","iNaturalist research-grade observations"
"1552",1470,"Eichhornia crassipes",-95.641346,29.371454,"cdround,gass84","USA","PRESENT",198,"iNaturalist",1703146355,"https://www.inaturalist.org/observations/8726987","HUMAN_OBSERVATION",2017,11,7,"2017-11-07","WGS84","iNaturalist research-grade observations"
"1553",1471,"Eichhornia crassipes",-81.398239,28.292037,"cdround,gass84","USA","PRESENT",31,"iNaturalist",1703160980,"https://www.inaturalist.org/observations/8798706","HUMAN_OBSERVATION",2017,11,11,"2017-11-11","WGS84","iNaturalist research-grade observations"
"1554",1472,"Eichhornia crassipes",35.294529,-14.849439,"cdround,gass84","MWI","PRESENT",333,"iNaturalist",1703230459,"https://www.inaturalist.org/observations/9008804","HUMAN_OBSERVATION",2017,11,7,"2017-11-07","WGS84","iNaturalist research-grade observations"
"1555",1473,"Eichhornia crassipes",108.342361,15.899593,"cdround,gass84,colmano,inmano","VNM","PRESENT",250,"naturgucker",1707383230,NA,"HUMAN_OBSERVATION",2017,11,18,"2017-11-18","WGS84",NA
"1556",1475,"Eichhornia crassipes",-98.214711,20.236062,"cdround,gass84","MEX","PRESENT",144,"iNaturalist",1913182010,"https://www.inaturalist.org/observations/16405926","HUMAN_OBSERVATION",2017,11,20,"2017-11-20","WGS84","iNaturalist research-grade observations"
"1557",1477,"Eichhornia crassipes",-71.117352,8.653402,"cdround,gass84","VEN","PRESENT",61,"iNaturalist",2609109121,"https://www.inaturalist.org/observations/41158162","HUMAN_OBSERVATION",2017,11,18,"2017-11-18","WGS84","iNaturalist research-grade observations"
"1558",1480,"Eichhornia crassipes",-121.805397,38.260087,"cdround,gass84","USA","PRESENT",5,"iNaturalist",1703232279,"https://www.inaturalist.org/observations/9014269","HUMAN_OBSERVATION",2017,12,1,"2017-12-01","WGS84","iNaturalist research-grade observations"
"1559",1482,"Eichhornia crassipes",-95.962143,15.827269,"cdround,gass84","MEX","PRESENT",111,"iNaturalist",1802698456,"https://www.inaturalist.org/observations/9171270","HUMAN_OBSERVATION",2017,12,15,"2017-12-15","WGS84","iNaturalist research-grade observations"
"1560",1483,"Eichhornia crassipes",-81.449128,28.164212,"cdround,gass84","USA","PRESENT",147,"iNaturalist",1802761755,"https://www.inaturalist.org/observations/9339319","HUMAN_OBSERVATION",2017,12,30,"2017-12-30","WGS84","iNaturalist research-grade observations"
