field_1,field_1_1,species,decimallon,decimallat,issues,countryCod,individual,occurrence,coordinate,institutio,gbifID,references,basisOfRec,year,month,day,eventDate,geodeticDa
"6823","2061952",Butomus umbellatus,-73.210599999999999,43.962499999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2001","8","29",NA,Map
"6824","2062197",Butomus umbellatus,-73.248599999999996,44.384300000000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2001","7","16",NA,GPS
"6825","2404750",Butomus umbellatus,-97.225110000000001,49.874440000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2006","8","8",2006-08-08,WGS84
"6826","2404923",Butomus umbellatus,-97.324370000000002,49.869059999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003","7","9",2003-07-09,WGS84
"6827","2404924",Butomus umbellatus,-97.202250000000006,49.811720000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2012","8","9",2012-08-09,WGS84
"6828","2404925",Butomus umbellatus,-97.070120000000003,49.851559999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009","7","21",NA,WGS84
"6829","2410982",Butomus umbellatus,-113.982029999999995,51.993090000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2012","7","26",NA,WGS84
"6830","2410985",Butomus umbellatus,-114.023840000000007,51.046080000000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2012","7","26",NA,WGS84
"6831","2463290",Butomus umbellatus,-81.226669999999999,42.152459999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1983","1","1",NA,WGS84
"6832","2463345",Butomus umbellatus,-75.044860000000000,44.932720000000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2001","1","29",2001-01-29,WGS84
"6833","2463347",Butomus umbellatus,-83.187500000000000,42.053060000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2001","1","30",2001-01-30,WGS84
"6834","2463902",Butomus umbellatus,-73.400469999999999,43.558500000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","1","29",2008-01-29,WGS84
"6836","2464743",Butomus umbellatus,-95.823009999999996,46.834400000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1993","1","1",NA,WGS84
"6837","2464744",Butomus umbellatus,-93.098560000000006,45.151910000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1993","1","1",NA,WGS84
"6838","2464745",Butomus umbellatus,-93.280280000000005,44.304440000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1993","1","1",NA,WGS84
"6839","2464746",Butomus umbellatus,-83.333359999999999,41.903869999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1993","1","1",NA,WGS84
"6840","2464747",Butomus umbellatus,-82.678030000000007,42.746659999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1993","1","1",NA,WGS84
"6841","2464749",Butomus umbellatus,-112.777230000000003,43.039790000000004,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1990","1","1",NA,WGS84
"6842","2464836",Butomus umbellatus,-99.007419999999996,45.172359999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1986","1","1",NA,WGS84
"6843","2464843",Butomus umbellatus,-73.361890000000002,43.792909999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2001","1","29",2001-01-29,WGS84
"6844","2464861",Butomus umbellatus,-83.104020000000006,42.287849999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2001","1","18",2001-01-18,WGS84
"6847","2465597",Butomus umbellatus,-122.069029999999998,48.978459999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1997","7","1",NA,WGS84
"6848","2467391",Butomus umbellatus,-80.088660000000004,42.172849999999997,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1985","8","2",NA,WGS84
"6849","2467392",Butomus umbellatus,-80.100890000000007,42.163110000000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1985","8","13",NA,WGS84
"6850","2468923",Butomus umbellatus,-113.404570000000007,47.091110000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2001","1","1",2001-01-01,WGS84
"6852","2469506",Butomus umbellatus,-73.249290000000002,44.157280000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1972","7","18",NA,WGS84
"6853","2469507",Butomus umbellatus,-73.310119999999998,44.185049999999997,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1972","7","18",NA,WGS84
"6854","2469508",Butomus umbellatus,-72.554810000000003,41.766210000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1993","7","9",NA,WGS84
"6855","2469509",Butomus umbellatus,-72.662589999999994,41.727600000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2000","7","6",NA,WGS84
"6856","2469921",Butomus umbellatus,-89.693579999999997,45.872439999999997,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2006","6","2",2006-06-02,WGS84
"6857","2472931",Butomus umbellatus,-73.589889999999997,44.732869999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2001","1","8",2001-01-08,WGS84
"6858","2472932",Butomus umbellatus,-75.161789999999996,44.591830000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2001","1","8",2001-01-08,WGS84
"6859","2472933",Butomus umbellatus,-75.944580000000002,44.038670000000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2001","1","8",2001-01-08,WGS84
"6860","2472934",Butomus umbellatus,-73.737589999999997,44.162190000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2001","1","8",2001-01-08,WGS84
"6862","2472936",Butomus umbellatus,-76.179119999999998,43.048430000000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2001","1","8",2001-01-08,WGS84
"6863","2472937",Butomus umbellatus,-76.481139999999996,42.464149999999997,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2001","1","8",2001-01-08,WGS84
"6864","2472938",Butomus umbellatus,-76.099869999999996,42.589160000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2001","1","8",2001-01-08,WGS84
"6865","2472940",Butomus umbellatus,-73.595050000000001,42.698950000000004,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2001","1","8",2001-01-08,WGS84
"6866","2472941",Butomus umbellatus,-73.972319999999996,42.807929999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2001","1","8",2001-01-08,WGS84
"6867","2472942",Butomus umbellatus,-88.247500000000002,45.026570000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2001","1","8",2001-01-08,WGS84
"6868","2472943",Butomus umbellatus,-88.955839999999995,44.453029999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2001","1","8",2001-01-08,WGS84
"6869","2472946",Butomus umbellatus,-89.344149999999999,43.459180000000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2001","1","8",2001-01-08,WGS84
"6870","2474329",Butomus umbellatus,-93.361099999999993,44.261400000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1972","1","1",NA,WGS84
"6871","2474331",Butomus umbellatus,-92.931100000000001,45.262500000000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1998","1","1",NA,WGS84
"6872","2474332",Butomus umbellatus,-89.597449999999995,43.374980000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1976","1","1",NA,WGS84
"6873","2474333",Butomus umbellatus,-88.559849999999997,43.147469999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1973","1","1",NA,WGS84
"6874","2474334",Butomus umbellatus,-88.583900000000000,45.283600000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1998","1","1",NA,WGS84
"6875","2474335",Butomus umbellatus,-91.311009999999996,46.013840000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2001","1","4",2001-01-04,WGS84
"6876","2474336",Butomus umbellatus,-88.821719999999999,44.364609999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1975","1","1",NA,WGS84
"6877","2474337",Butomus umbellatus,-88.837339999999998,44.223799999999997,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1976","1","1",NA,WGS84
"6878","2474956",Butomus umbellatus,-88.067200000000000,44.853600000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1981","1","1",NA,WGS84
"6879","2476605",Butomus umbellatus,-93.049390000000002,45.193170000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","4","21",NA,WGS84
"6880","2476606",Butomus umbellatus,-95.852549999999994,46.778849999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","4","21",NA,WGS84
"6881","2476611",Butomus umbellatus,-93.120130000000003,44.758800000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","4","21",NA,WGS84
"6882","2476613",Butomus umbellatus,-93.314999999999998,47.307499999999997,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","4","21",NA,WGS84
"6883","2476614",Butomus umbellatus,-93.160539999999997,47.239089999999997,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","4","21",NA,WGS84
"6884","2476617",Butomus umbellatus,-93.341899999999995,44.289450000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","4","21",NA,WGS84
"6885","2476624",Butomus umbellatus,-112.344970000000004,43.190469999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1979","1","1",NA,WGS84
"6886","2476625",Butomus umbellatus,-112.045959999999994,43.491160000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1986","1","1",NA,WGS84
"6887","2476627",Butomus umbellatus,-114.187770000000000,48.077159999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1978","1","1",NA,WGS84
"6888","2476628",Butomus umbellatus,-114.150300000000001,48.080790000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1999","1","1",NA,WGS84
"6889","2476629",Butomus umbellatus,-114.164420000000007,48.032640000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2001","1","1",2001-01-01,WGS84
"6890","2476630",Butomus umbellatus,-114.134209999999996,48.008299999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2001","1","1",2001-01-01,WGS84
"6892","2480682",Butomus umbellatus,-95.821380000000005,46.793480000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1976","7","10",NA,WGS84
"6893","2480683",Butomus umbellatus,-93.440219999999997,44.228299999999997,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1977","7","27",NA,WGS84
"6894","2480684",Butomus umbellatus,-95.918660000000003,46.719679999999997,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2006","1","8",2006-01-08,WGS84
"6895","2480748",Butomus umbellatus,-114.397999999999996,47.926699999999997,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2001","1","1",2001-01-01,WGS84
"6896","2480750",Butomus umbellatus,-115.721050000000005,47.954070000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2001","1","8",2001-01-08,WGS84
"6897","2480752",Butomus umbellatus,-114.709170000000000,47.344569999999997,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2001","1","8",2001-01-08,WGS84
"6898","2480897",Butomus umbellatus,-93.641300000000001,44.914960000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009","6","29",NA,WGS84
"6899","2480898",Butomus umbellatus,-83.149649999999994,42.041159999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2001","1","5",2001-01-05,WGS84
"6900","2480974",Butomus umbellatus,-93.319670000000002,46.787999999999997,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2001","1","9",2001-01-09,WGS84
"6901","2480975",Butomus umbellatus,-93.352900000000005,47.305489999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2001","1","9",2001-01-09,WGS84
"6902","2480976",Butomus umbellatus,-93.573499999999996,44.224409999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2001","1","9",2001-01-09,WGS84
"6903","2480987",Butomus umbellatus,-76.194289999999995,43.700180000000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2001","1","7",2001-01-07,WGS84
"6904","2480988",Butomus umbellatus,-77.667310000000001,43.281329999999997,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2001","1","7",2001-01-07,WGS84
"6905","2480991",Butomus umbellatus,-76.310000000000002,44.079999999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2001","1","7",2001-01-07,WGS84
"6906","2481094",Butomus umbellatus,-83.329999999999998,41.920000000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2001","1","7",2001-01-07,WGS84
"6907","2481095",Butomus umbellatus,-83.439999999999998,41.770000000000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2001","1","7",2001-01-07,WGS84
"6909","2481179",Butomus umbellatus,-77.437960000000004,44.502519999999997,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1997","9","18",NA,WGS84
"6910","2481180",Butomus umbellatus,-77.340100000000007,44.519399999999997,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1997","9","5",NA,WGS84
"6911","2481181",Butomus umbellatus,-78.103849999999994,44.561149999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2006","1","7",2006-01-07,WGS84
"6912","2481182",Butomus umbellatus,-77.596779999999995,44.264180000000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1997","9","18",NA,WGS84
"6913","2481183",Butomus umbellatus,-94.682270000000003,49.999240000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1999","8","9",NA,WGS84
"6914","2481229",Butomus umbellatus,-115.823779999999999,48.011600000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007","1","8",2007-01-08,WGS84
"6915","2481333",Butomus umbellatus,-93.628919999999994,44.912610000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2006","2","9",2006-02-09,WGS84
"6916","2481334",Butomus umbellatus,-93.200500000000005,44.908850000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2006","2","9",2006-02-09,WGS84
"6917","2481345",Butomus umbellatus,-114.232399999999998,47.676200000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2006","2","9",2006-02-09,WGS84
"6918","2481346",Butomus umbellatus,-94.983080000000001,45.859130000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2006","2","9",2006-02-09,WGS84
"6919","2482223",Butomus umbellatus,-73.427120000000002,45.423520000000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1997","1","1",NA,WGS84
"6920","2940926",Butomus umbellatus,-79.922979999999995,43.780659999999997,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007","6","21",NA,WGS84
"6921","2940927",Butomus umbellatus,-79.883189999999999,43.689019999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","6","19",NA,WGS84
"6922","2940930",Butomus umbellatus,-79.763559999999998,43.637860000000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003","12","31",NA,WGS84
"6923","2941205",Butomus umbellatus,-82.128290000000007,42.589199999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010","8","30",NA,WGS84
"6924","2941403",Butomus umbellatus,-76.376959999999997,44.179279999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2006","8","10",2006-08-10,WGS84
"6925","2941412",Butomus umbellatus,-76.340879999999999,44.218409999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2006","8","10",2006-08-10,WGS84
"6926","2941418",Butomus umbellatus,-76.385769999999994,44.202559999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2006","8","10",2006-08-10,WGS84
"6927","2941690",Butomus umbellatus,-90.057360000000003,48.230600000000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007","1","12",2007-01-12,WGS84
"6928","2942120",Butomus umbellatus,-75.819140000000004,44.956249999999997,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010","6","24",NA,WGS84
"6929","2942409",Butomus umbellatus,-80.817009999999996,42.645809999999997,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1988","9","18",NA,WGS84
"6930","2942471",Butomus umbellatus,-78.885270000000006,44.584750000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007","8","20",NA,WGS84
"6931","2942567",Butomus umbellatus,-78.571929999999995,44.390799999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","5","7",2008-05-07,WGS84
"6932","2942568",Butomus umbellatus,-78.621899999999997,44.499260000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","5","7",2008-05-07,WGS84
"6933","2942594",Butomus umbellatus,-75.973579999999998,44.347220000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1993","8","21",NA,WGS84
"6934","2942637",Butomus umbellatus,-77.316059999999993,44.393560000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009","3","4",2009-03-04,WGS84
"6935","2942638",Butomus umbellatus,-77.227440000000001,44.496820000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007","6","5",2007-06-05,WGS84
"6937","3044250",Butomus umbellatus,-83.366399999999999,41.684049999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013","6","27",NA,WGS84
"6938","3045619",Butomus umbellatus,-76.170000000000002,44.312600000000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013","7","13",NA,WGS84
"6939","3046896",Butomus umbellatus,-93.020330000000001,45.116880000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007","9","13",2007-09-13,WGS84
"6940","3058215",Butomus umbellatus,-88.338440000000006,41.918230000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013","7","25",NA,WGS84
"6941","3058430",Butomus umbellatus,-90.172479999999993,42.142949999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013","7","28",NA,WGS84
"6942","3059283",Butomus umbellatus,-77.050989999999999,43.918720000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","6","13",2008-06-13,WGS84
"6943","3059284",Butomus umbellatus,-79.371759999999995,43.183790000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","7","13",2008-07-13,WGS84
"6944","3060907",Butomus umbellatus,-77.370189999999994,44.136400000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009","3","13",2009-03-13,WGS84
"6945","3186563",Butomus umbellatus,-116.540000000000006,48.250000000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2001","1","10",2001-01-10,WGS84
"6946","3192526",Butomus umbellatus,-119.297799999999995,45.936529999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2001","1","12",2001-01-12,WGS84
"6947","3227413",Butomus umbellatus,-82.452789999999993,42.486480000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1990","7","6",NA,WGS84
"6948","3227414",Butomus umbellatus,-77.776330000000002,44.372680000000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1998","8","27",NA,WGS84
"6949","3227415",Butomus umbellatus,-82.682289999999995,41.737620000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1984","6","25",NA,WGS84
"6950","3227416",Butomus umbellatus,-82.856390000000005,41.812399999999997,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1988","6","16",NA,WGS84
"6951","3227417",Butomus umbellatus,-82.504900000000006,41.967950000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1988","9","4",NA,WGS84
"6952","3227418",Butomus umbellatus,-82.739410000000007,42.026780000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1988","9","29",NA,WGS84
"6953","3227419",Butomus umbellatus,-80.820679999999996,42.645949999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1989","9","13",NA,WGS84
"6954","3227420",Butomus umbellatus,-77.280900000000003,44.478189999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1991","7","5",NA,WGS84
"6955","3227421",Butomus umbellatus,-83.094510000000000,42.282919999999997,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1992","8","5",NA,WGS84
"6956","3227422",Butomus umbellatus,-81.460740000000001,42.596530000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1993","10","7",NA,WGS84
"6957","3227423",Butomus umbellatus,-82.508970000000005,42.038150000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1994","7","18",NA,WGS84
"6958","3227424",Butomus umbellatus,-77.348849999999999,44.165309999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1995","10","20",NA,WGS84
"6959","3227426",Butomus umbellatus,-82.740309999999994,42.025219999999997,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009","12","1",2009-12-01,WGS84
"6960","3227427",Butomus umbellatus,-82.505619999999993,42.042619999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2002","8","28",NA,WGS84
"6961","3227429",Butomus umbellatus,-77.060699999999997,44.161650000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007","7","5",2007-07-05,WGS84
"6962","3227430",Butomus umbellatus,-76.894130000000004,45.816470000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007","10","5",2007-10-05,WGS84
"6963","3227431",Butomus umbellatus,-79.067869999999999,43.068820000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009","7","6",2009-07-06,WGS84
"6964","3227432",Butomus umbellatus,-79.326750000000004,43.181060000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009","7","6",2009-07-06,WGS84
"6965","3227433",Butomus umbellatus,-82.461010000000002,42.742339999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007","6","22",NA,WGS84
"6966","3227434",Butomus umbellatus,-79.017520000000005,43.062089999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007","11","7",2007-11-07,WGS84
"6967","3227435",Butomus umbellatus,-79.072199999999995,43.067760000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007","12","7",2007-12-07,WGS84
"6968","3227437",Butomus umbellatus,-82.744929999999997,42.063380000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007","7","31",NA,WGS84
"6969","3227439",Butomus umbellatus,-79.307789999999997,42.875439999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007","8","16",NA,WGS84
"6970","3227440",Butomus umbellatus,-79.196079999999995,42.868229999999997,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007","8","29",NA,WGS84
"6971","3227441",Butomus umbellatus,-79.164450000000002,42.876609999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007","8","29",NA,WGS84
"6972","3227442",Butomus umbellatus,-78.922340000000005,42.892560000000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007","8","29",NA,WGS84
"6973","3227443",Butomus umbellatus,-79.362700000000004,42.953600000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007","8","30",NA,WGS84
"6974","3227444",Butomus umbellatus,-81.892449999999997,42.259509999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009","7","7",2009-07-07,WGS84
"6975","3227445",Butomus umbellatus,-77.299999999999997,44.175249999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","6","13",NA,WGS84
"6976","3227446",Butomus umbellatus,-82.489270000000005,42.235320000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","7","20",NA,WGS84
"6977","3227447",Butomus umbellatus,-78.799409999999995,43.867930000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","7","8",2008-07-08,WGS84
"6978","3227448",Butomus umbellatus,-76.713470000000001,44.132919999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","12","8",2008-12-08,WGS84
"6979","3227449",Butomus umbellatus,-76.497370000000004,44.155340000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","8","13",NA,WGS84
"6980","3227451",Butomus umbellatus,-77.311340000000001,44.377580000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2012","6","22",NA,WGS84
"6981","3283498",Butomus umbellatus,-88.795190000000005,43.070959999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009","8","25",NA,WGS84
"6982","3283499",Butomus umbellatus,-88.292699999999996,42.920699999999997,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007","1","7",2007-01-07,WGS84
"6983","3419281",Butomus umbellatus,-90.125810000000001,42.019019999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011","6","29",NA,WGS84
"6984","3419283",Butomus umbellatus,-90.139160000000004,41.977020000000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011","7","15",NA,WGS84
"6985","3419284",Butomus umbellatus,-90.155889999999999,42.048580000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2012","6","20",NA,WGS84
"6986","3419285",Butomus umbellatus,-90.141009999999994,42.030200000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2012","6","22",NA,WGS84
"6987","3419287",Butomus umbellatus,-90.135220000000004,42.024659999999997,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2012","6","22",NA,WGS84
"6988","3419289",Butomus umbellatus,-90.125969999999995,42.015419999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2012","6","22",NA,WGS84
"6989","3419298",Butomus umbellatus,-90.469089999999994,42.387799999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009","6","29",NA,WGS84
"6990","3419300",Butomus umbellatus,-90.147040000000004,41.989829999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009","7","14",NA,WGS84
"6991","3419302",Butomus umbellatus,-90.176140000000004,41.945970000000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007","9","12",2007-09-12,WGS84
"6992","3419303",Butomus umbellatus,-90.175160000000005,41.954500000000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007","11","12",2007-11-12,WGS84
"6993","3419305",Butomus umbellatus,-90.188940000000002,42.093530000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010","6","22",NA,WGS84
"6994","3419306",Butomus umbellatus,-90.182940000000002,42.078969999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010","6","22",NA,WGS84
"6995","3616020",Butomus umbellatus,-89.730609999999999,45.874130000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010","6","28",NA,WGS84
"6996","3616024",Butomus umbellatus,-89.742559999999997,45.874139999999997,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010","6","28",NA,WGS84
"6997","3616028",Butomus umbellatus,-89.742649999999998,45.878740000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010","6","28",NA,WGS84
"6998","3616031",Butomus umbellatus,-89.744669999999999,45.863860000000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010","6","28",NA,WGS84
"6999","3616032",Butomus umbellatus,-89.752319999999997,45.859859999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010","6","28",NA,WGS84
"7000","3616034",Butomus umbellatus,-89.740620000000007,45.855060000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010","6","28",NA,WGS84
"7001","3616037",Butomus umbellatus,-89.730720000000005,45.860550000000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010","6","28",NA,WGS84
"7002","3616042",Butomus umbellatus,-89.720770000000002,45.867370000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010","6","28",NA,WGS84
"7003","3909738",Butomus umbellatus,-75.360299999999995,45.005380000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","7","21",NA,WGS84
"7004","3909742",Butomus umbellatus,-75.370239999999995,45.003480000000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","7","21",NA,WGS84
