field_1,field_1_1,species,decimallon,decimallat,issues,countryCod,individual,occurrence,coordinate,institutio,gbifID,references,basisOfRec,year,month,day,eventDate,geodeticDa
"7229","7855624",Butomus umbellatus,-111.605590000000007,50.083720000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","11","17",2008-11-17,WGS84
"7230","7855631",Butomus umbellatus,-111.611180000000004,50.078989999999997,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","11","17",2008-11-17,WGS84
"7231","7855746",Butomus umbellatus,-111.573499999999996,50.038530000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","11","17",2008-11-17,WGS84
"7232","7855755",Butomus umbellatus,-111.573189999999997,50.034900000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","11","17",2008-11-17,WGS84
"7233","7855793",Butomus umbellatus,-111.665130000000005,49.970469999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","11","17",2008-11-17,WGS84
"7234","7855797",Butomus umbellatus,-111.668329999999997,49.964199999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","11","17",2008-11-17,WGS84
"7235","7855818",Butomus umbellatus,-111.693299999999994,49.949860000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","11","17",2008-11-17,WGS84
"7236","7855822",Butomus umbellatus,-111.692480000000003,49.938730000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","11","17",2008-11-17,WGS84
"7237","7855826",Butomus umbellatus,-111.688789999999997,49.935220000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","11","17",2008-11-17,WGS84
"7238","7855830",Butomus umbellatus,-110.828810000000004,50.077190000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","3","17",2008-03-17,WGS84
"7239","7855832",Butomus umbellatus,-110.834649999999996,50.077300000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","3","17",2008-03-17,WGS84
"7240","7855833",Butomus umbellatus,-110.856420000000000,50.069470000000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","3","17",2008-03-17,WGS84
"7241","7855834",Butomus umbellatus,-110.871070000000003,50.067900000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","3","17",2008-03-17,WGS84
"7242","7855836",Butomus umbellatus,-110.889049999999997,50.054569999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","3","17",2008-03-17,WGS84
"7243","7855839",Butomus umbellatus,-110.914619999999999,50.040419999999997,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","3","17",2008-03-17,WGS84
"7244","7855860",Butomus umbellatus,-111.048509999999993,50.033410000000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","3","17",2008-03-17,WGS84
"7245","7855862",Butomus umbellatus,-111.066270000000003,50.035730000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","3","17",2008-03-17,WGS84
"7246","7855864",Butomus umbellatus,-111.081739999999996,50.048200000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","3","17",2008-03-17,WGS84
"7247","7855865",Butomus umbellatus,-111.096350000000001,50.052790000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","3","17",2008-03-17,WGS84
"7248","7855870",Butomus umbellatus,-111.111419999999995,50.059480000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","3","17",2008-03-17,WGS84
"7249","7855874",Butomus umbellatus,-111.077669999999998,50.042189999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","3","17",2008-03-17,WGS84
"7250","7855884",Butomus umbellatus,-111.044740000000004,50.022080000000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","3","17",2008-03-17,WGS84
"7251","7855891",Butomus umbellatus,-111.043509999999998,50.017490000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","3","17",2008-03-17,WGS84
"7252","7855892",Butomus umbellatus,-110.999139999999997,50.017870000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","3","17",2008-03-17,WGS84
"7253","7855893",Butomus umbellatus,-110.984120000000004,50.020969999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","3","17",2008-03-17,WGS84
"7254","7855895",Butomus umbellatus,-110.934470000000005,50.022060000000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","3","17",2008-03-17,WGS84
"7255","7855896",Butomus umbellatus,-110.915220000000005,50.037450000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","3","17",2008-03-17,WGS84
"7256","7855906",Butomus umbellatus,-110.805350000000004,50.051279999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","3","17",2008-03-17,WGS84
"7257","7855915",Butomus umbellatus,-110.690880000000007,50.100580000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","3","17",2008-03-17,WGS84
"7258","7855916",Butomus umbellatus,-110.696950000000001,50.124110000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","3","17",2008-03-17,WGS84
"7259","7855917",Butomus umbellatus,-110.687029999999993,50.126289999999997,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","3","17",2008-03-17,WGS84
"7260","7855918",Butomus umbellatus,-110.651690000000002,50.146700000000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","3","17",2008-03-17,WGS84
"7261","7855919",Butomus umbellatus,-110.645470000000003,50.143320000000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","3","17",2008-03-17,WGS84
"7262","7855920",Butomus umbellatus,-110.634559999999993,50.128720000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","3","17",2008-03-17,WGS84
"7263","7855921",Butomus umbellatus,-110.578879999999998,50.140920000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","3","17",2008-03-17,WGS84
"7264","7855948",Butomus umbellatus,-110.585729999999998,50.170099999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","3","17",2008-03-17,WGS84
"7265","7855964",Butomus umbellatus,-110.573499999999996,50.173020000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","3","17",2008-03-17,WGS84
"7266","7855968",Butomus umbellatus,-110.567539999999994,50.175080000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","3","17",2008-03-17,WGS84
"7267","7855971",Butomus umbellatus,-110.584410000000005,50.207279999999997,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","3","17",2008-03-17,WGS84
"7268","7855977",Butomus umbellatus,-110.606420000000000,50.202590000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","3","17",2008-03-17,WGS84
"7269","7855981",Butomus umbellatus,-110.602789999999999,50.222439999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","3","17",2008-03-17,WGS84
"7270","7855988",Butomus umbellatus,-110.607349999999997,50.214320000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","3","17",2008-03-17,WGS84
"7271","7855996",Butomus umbellatus,-110.598690000000005,50.204389999999997,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","3","17",2008-03-17,WGS84
"7272","7856006",Butomus umbellatus,-110.594020000000000,50.214469999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","3","17",2008-03-17,WGS84
"7273","7856010",Butomus umbellatus,-110.582539999999995,50.194339999999997,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","3","17",2008-03-17,WGS84
"7274","7856011",Butomus umbellatus,-110.591639999999998,50.167130000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","3","17",2008-03-17,WGS84
"7275","7856014",Butomus umbellatus,-110.592900000000000,50.148519999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","3","17",2008-03-17,WGS84
"7276","7856016",Butomus umbellatus,-110.579220000000007,50.137729999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","3","17",2008-03-17,WGS84
"7277","7856018",Butomus umbellatus,-110.597070000000002,50.385849999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","4","17",2008-04-17,WGS84
"7278","7856021",Butomus umbellatus,-110.596879999999999,50.368479999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","4","17",2008-04-17,WGS84
"7279","7856024",Butomus umbellatus,-110.597359999999995,50.366280000000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","4","17",2008-04-17,WGS84
"7280","7856026",Butomus umbellatus,-110.603099999999998,50.362310000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","4","17",2008-04-17,WGS84
"7281","7856028",Butomus umbellatus,-110.614130000000003,50.355229999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","4","17",2008-04-17,WGS84
"7282","7856031",Butomus umbellatus,-110.616619999999998,50.341470000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","4","17",2008-04-17,WGS84
"7283","7856032",Butomus umbellatus,-110.628169999999997,50.319409999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","4","17",2008-04-17,WGS84
"7284","7856040",Butomus umbellatus,-110.634090000000000,50.296540000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","4","17",2008-04-17,WGS84
"7285","7856042",Butomus umbellatus,-110.658330000000007,50.253210000000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","4","17",2008-04-17,WGS84
"7286","7856062",Butomus umbellatus,-110.624899999999997,50.258719999999997,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","4","17",2008-04-17,WGS84
"7287","7856064",Butomus umbellatus,-110.622129999999999,50.237879999999997,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","4","17",2008-04-17,WGS84
"7288","7856088",Butomus umbellatus,-110.611080000000001,50.240070000000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","4","17",2008-04-17,WGS84
"7289","7856089",Butomus umbellatus,-110.641970000000001,50.238959999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","4","17",2008-04-17,WGS84
"7290","7856091",Butomus umbellatus,-110.626429999999999,50.250639999999997,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","4","17",2008-04-17,WGS84
"7291","7856100",Butomus umbellatus,-110.641900000000007,50.252389999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","4","17",2008-04-17,WGS84
"7292","7856109",Butomus umbellatus,-110.659350000000003,50.246160000000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","4","17",2008-04-17,WGS84
"7293","7856115",Butomus umbellatus,-110.643990000000002,50.260379999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","4","17",2008-04-17,WGS84
"7294","7856118",Butomus umbellatus,-110.636889999999994,50.267910000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","4","17",2008-04-17,WGS84
"7295","7856119",Butomus umbellatus,-110.614649999999997,50.283659999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","4","17",2008-04-17,WGS84
"7296","7856120",Butomus umbellatus,-110.623339999999999,50.313879999999997,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","4","17",2008-04-17,WGS84
"7297","7856130",Butomus umbellatus,-110.617260000000002,50.327570000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","4","17",2008-04-17,WGS84
"7298","7856134",Butomus umbellatus,-110.616600000000005,50.336630000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","4","17",2008-04-17,WGS84
"7299","7856143",Butomus umbellatus,-110.600059999999999,50.381540000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","4","17",2008-04-17,WGS84
"7300","7856166",Butomus umbellatus,-110.589219999999997,50.387889999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","4","17",2008-04-17,WGS84
"7301","7856172",Butomus umbellatus,-110.584010000000006,50.393920000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","4","17",2008-04-17,WGS84
"7302","7856176",Butomus umbellatus,-110.589680000000001,50.398510000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","4","17",2008-04-17,WGS84
"7303","7856205",Butomus umbellatus,-110.581630000000004,50.420520000000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","4","17",2008-04-17,WGS84
"7304","7856206",Butomus umbellatus,-110.587930000000000,50.430509999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","4","17",2008-04-17,WGS84
"7305","7856207",Butomus umbellatus,-110.560670000000002,50.463690000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","4","17",2008-04-17,WGS84
"7306","7856208",Butomus umbellatus,-110.553610000000006,50.457299999999996,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","4","17",2008-04-17,WGS84
"7307","7856209",Butomus umbellatus,-110.592240000000004,50.436959999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","4","17",2008-04-17,WGS84
"7308","7856212",Butomus umbellatus,-110.587010000000006,50.415129999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","4","17",2008-04-17,WGS84
"7309","7856221",Butomus umbellatus,-110.594430000000003,50.409920000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","4","17",2008-04-17,WGS84
"7310","7856224",Butomus umbellatus,-110.592789999999994,50.401429999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","4","17",2008-04-17,WGS84
"7311","7856250",Butomus umbellatus,-110.590029999999999,50.397359999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","4","17",2008-04-17,WGS84
"7312","7856268",Butomus umbellatus,-110.308440000000004,50.598959999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","8","17",2008-08-17,WGS84
"7313","7856269",Butomus umbellatus,-110.308920000000001,50.598149999999997,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","8","17",2008-08-17,WGS84
"7314","7856271",Butomus umbellatus,-110.376239999999996,50.588679999999997,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","8","17",2008-08-17,WGS84
"7315","7856275",Butomus umbellatus,-110.404839999999993,50.431950000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","8","17",2008-08-17,WGS84
"7316","7856276",Butomus umbellatus,-110.415670000000006,50.450690000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","8","17",2008-08-17,WGS84
"7317","7856300",Butomus umbellatus,-111.605599999999995,49.899230000000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","10","17",2008-10-17,WGS84
"7318","7856302",Butomus umbellatus,-111.585359999999994,49.905639999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","10","17",2008-10-17,WGS84
"7319","7856307",Butomus umbellatus,-111.569559999999996,49.917200000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","10","17",2008-10-17,WGS84
"7320","7856311",Butomus umbellatus,-111.563699999999997,49.920999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","10","17",2008-10-17,WGS84
"7321","7856314",Butomus umbellatus,-111.530580000000000,49.923400000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","10","17",2008-10-17,WGS84
"7322","7856334",Butomus umbellatus,-111.475110000000001,49.903599999999997,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","10","17",2008-10-17,WGS84
"7323","7856368",Butomus umbellatus,-111.439809999999994,49.906700000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","10","17",2008-10-17,WGS84
"7324","7856376",Butomus umbellatus,-111.433210000000003,49.909360000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","10","17",2008-10-17,WGS84
"7325","7856377",Butomus umbellatus,-111.427229999999994,49.913409999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","10","17",2008-10-17,WGS84
"7326","7856400",Butomus umbellatus,-111.418450000000007,49.924349999999997,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","10","17",2008-10-17,WGS84
"7327","7856402",Butomus umbellatus,-111.418090000000007,49.949739999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","10","17",2008-10-17,WGS84
"7328","7856413",Butomus umbellatus,-111.408600000000007,49.965550000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","10","17",2008-10-17,WGS84
"7329","7856416",Butomus umbellatus,-111.411860000000004,49.980110000000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","10","17",2008-10-17,WGS84
"7330","7856436",Butomus umbellatus,-111.387860000000003,49.967669999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","10","17",2008-10-17,WGS84
"7331","7856441",Butomus umbellatus,-111.373260000000002,49.965119999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","10","17",2008-10-17,WGS84
"7332","7856444",Butomus umbellatus,-111.364009999999993,49.972929999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","10","17",2008-10-17,WGS84
"7333","7856445",Butomus umbellatus,-111.323340000000002,50.018540000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","10","17",2008-10-17,WGS84
"7334","7856454",Butomus umbellatus,-111.320269999999994,50.018189999999997,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","10","17",2008-10-17,WGS84
"7335","7856487",Butomus umbellatus,-111.312889999999996,50.017209999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","10","17",2008-10-17,WGS84
"7336","7856488",Butomus umbellatus,-111.307440000000000,50.015279999999997,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","10","17",2008-10-17,WGS84
"7337","7856490",Butomus umbellatus,-111.275030000000001,50.052259999999997,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","10","17",2008-10-17,WGS84
"7338","7856497",Butomus umbellatus,-111.260360000000006,50.050860000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","10","17",2008-10-17,WGS84
"7339","7856501",Butomus umbellatus,-111.220979999999997,50.053249999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","10","17",2008-10-17,WGS84
"7340","7856511",Butomus umbellatus,-111.159549999999996,50.059109999999997,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","10","17",2008-10-17,WGS84
"7341","7856513",Butomus umbellatus,-111.136579999999995,50.069330000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","10","17",2008-10-17,WGS84
"7342","7856516",Butomus umbellatus,-111.146259999999998,50.065320000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","10","17",2008-10-17,WGS84
"7343","7856522",Butomus umbellatus,-111.174779999999998,50.058540000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","10","17",2008-10-17,WGS84
"7344","7856529",Butomus umbellatus,-111.178929999999994,50.058230000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","10","17",2008-10-17,WGS84
"7345","7856530",Butomus umbellatus,-111.192049999999995,50.054800000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","10","17",2008-10-17,WGS84
"7346","7856549",Butomus umbellatus,-111.201350000000005,50.053379999999997,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","10","17",2008-10-17,WGS84
"7347","7856551",Butomus umbellatus,-111.212930000000000,50.053899999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","10","17",2008-10-17,WGS84
"7348","7856573",Butomus umbellatus,-111.237520000000004,50.053019999999997,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","10","17",2008-10-17,WGS84
"7349","7856574",Butomus umbellatus,-111.246440000000007,50.053379999999997,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","10","17",2008-10-17,WGS84
"7350","7856577",Butomus umbellatus,-111.288700000000006,50.048060000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","10","17",2008-10-17,WGS84
"7351","7856579",Butomus umbellatus,-111.293059999999997,50.036819999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","10","17",2008-10-17,WGS84
"7352","7856587",Butomus umbellatus,-111.299340000000001,50.020800000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","10","17",2008-10-17,WGS84
"7353","7856605",Butomus umbellatus,-111.316149999999993,50.018780000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","10","17",2008-10-17,WGS84
"7354","7856621",Butomus umbellatus,-111.330659999999995,50.016930000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","10","17",2008-10-17,WGS84
"7355","7856622",Butomus umbellatus,-111.335939999999994,50.010399999999997,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","10","17",2008-10-17,WGS84
"7356","7856626",Butomus umbellatus,-111.338539999999995,50.006459999999997,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","10","17",2008-10-17,WGS84
"7357","7856627",Butomus umbellatus,-111.356660000000005,49.991370000000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","10","17",2008-10-17,WGS84
"7358","7856636",Butomus umbellatus,-111.364279999999994,49.982880000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","10","17",2008-10-17,WGS84
"7359","7856658",Butomus umbellatus,-111.387940000000000,49.969830000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","10","17",2008-10-17,WGS84
"7360","7856659",Butomus umbellatus,-111.393780000000007,49.974429999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","10","17",2008-10-17,WGS84
"7361","7856660",Butomus umbellatus,-111.415170000000003,49.975999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","10","17",2008-10-17,WGS84
"7362","7856706",Butomus umbellatus,-111.420609999999996,49.926510000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","10","17",2008-10-17,WGS84
"7363","7856715",Butomus umbellatus,-111.447050000000004,49.904209999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","10","17",2008-10-17,WGS84
"7364","7856717",Butomus umbellatus,-111.452920000000006,49.904440000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","10","17",2008-10-17,WGS84
"7365","7856744",Butomus umbellatus,-111.464950000000002,49.903350000000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","10","17",2008-10-17,WGS84
"7366","7856756",Butomus umbellatus,-111.480410000000006,49.907269999999997,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","10","17",2008-10-17,WGS84
"7367","7856758",Butomus umbellatus,-111.501630000000006,49.916600000000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","10","17",2008-10-17,WGS84
"7368","7856759",Butomus umbellatus,-111.514700000000005,49.920620000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","10","17",2008-10-17,WGS84
"7369","7856768",Butomus umbellatus,-111.524019999999993,49.922600000000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","10","17",2008-10-17,WGS84
"7370","7856781",Butomus umbellatus,-111.542670000000001,49.925640000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","10","17",2008-10-17,WGS84
"7371","7856802",Butomus umbellatus,-111.552449999999993,49.925210000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","10","17",2008-10-17,WGS84
"7372","7856855",Butomus umbellatus,-111.576220000000006,49.913139999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","10","17",2008-10-17,WGS84
"7373","7856876",Butomus umbellatus,-111.593549999999993,49.903050000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","10","17",2008-10-17,WGS84
"7374","7856925",Butomus umbellatus,-111.618369999999999,49.899310000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","10","17",2008-10-17,WGS84
"7375","7856926",Butomus umbellatus,-111.622150000000005,49.898809999999997,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","10","17",2008-10-17,WGS84
"7376","7856991",Butomus umbellatus,-111.633099999999999,49.898159999999997,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","10","17",2008-10-17,WGS84
"7377","7857098",Butomus umbellatus,-111.647250000000000,49.897849999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","10","17",2008-10-17,WGS84
"7378","7857101",Butomus umbellatus,-111.653239999999997,49.898519999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","10","17",2008-10-17,WGS84
"7379","7857105",Butomus umbellatus,-111.661760000000001,49.900239999999997,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","10","17",2008-10-17,WGS84
"7380","7857108",Butomus umbellatus,-111.672399999999996,49.905839999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","10","17",2008-10-17,WGS84
"7381","7857124",Butomus umbellatus,-111.677869999999999,49.909149999999997,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","10","17",2008-10-17,WGS84
"7382","7857135",Butomus umbellatus,-111.680549999999997,49.913020000000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","10","17",2008-10-17,WGS84
"7383","7857148",Butomus umbellatus,-111.685869999999994,49.926679999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","10","17",2008-10-17,WGS84
"7384","7857175",Butomus umbellatus,-111.685010000000005,50.140259999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","11","17",2008-11-17,WGS84
"7385","7857200",Butomus umbellatus,-111.692189999999997,50.137490000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","11","17",2008-11-17,WGS84
"7386","7857289",Butomus umbellatus,-111.722149999999999,50.138559999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","11","17",2008-11-17,WGS84
"7387","7857311",Butomus umbellatus,-111.726590000000002,50.137390000000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","11","17",2008-11-17,WGS84
"7388","7857336",Butomus umbellatus,-111.731960000000001,50.135640000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","11","17",2008-11-17,WGS84
"7389","7857393",Butomus umbellatus,-111.743579999999994,50.133110000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","11","17",2008-11-17,WGS84
"7390","7857503",Butomus umbellatus,-111.776870000000002,50.129449999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","11","17",2008-11-17,WGS84
"7391","7857535",Butomus umbellatus,-111.772049999999993,50.127249999999997,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","11","17",2008-11-17,WGS84
"7392","7857538",Butomus umbellatus,-111.767380000000003,50.126910000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","11","17",2008-11-17,WGS84
"7393","7857546",Butomus umbellatus,-111.761489999999995,50.128670000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","11","17",2008-11-17,WGS84
"7394","7857551",Butomus umbellatus,-111.757149999999996,50.129570000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","11","17",2008-11-17,WGS84
"7395","7857654",Butomus umbellatus,-111.719239999999999,50.138829999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","11","17",2008-11-17,WGS84
"7396","7857670",Butomus umbellatus,-111.713059999999999,50.137490000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","11","17",2008-11-17,WGS84
"7397","7857693",Butomus umbellatus,-111.704099999999997,50.132050000000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","11","17",2008-11-17,WGS84
