field_1,field_1_1,species,decimallon,decimallat,issues,countryCod,occurrence,coordinate,institutio,gbifID,references,basisOfRec,year,month,day,eventDate,geodeticDa
"1283","1756",Eichhornia crassipes,-99.082223999999997,19.267061000000002,gass84,MEX,PRESENT,"5",iNaturalist,"891777932",https://www.inaturalist.org/observations/489433,HUMAN_OBSERVATION,"2013","12","29",2013-12-29,WGS84
"1286","3211818",Eichhornia crassipes,-95.478620000000006,29.051970000000001,NA,NA,PRESENT,NA,EDDMaps,NA,NA,NA,"2014","2","19",02-19-14,WGS84
"1297","1685",Eichhornia crassipes,-108.622578000000004,26.434310000000000,"cdround,gass84",MEX,PRESENT,"201",iNaturalist,"1457594375",https://www.inaturalist.org/observations/5530255,HUMAN_OBSERVATION,"2014","3","3",2014-03-03,WGS84
"1302","1693",Eichhornia crassipes,-101.250535999999997,19.616384000000000,"cdround,gass84",MEX,PRESENT,"15",iNaturalist,"1291669947",https://www.inaturalist.org/observations/3816246,HUMAN_OBSERVATION,"2014","5","17",2014-05-17,WGS84
"1303","1694",Eichhornia crassipes,-95.022941000000003,18.371917000000000,"cdround,gass84",MEX,PRESENT,"61",iNaturalist,"3031584314",https://www.inaturalist.org/observations/4965057,HUMAN_OBSERVATION,"2014","5","2",2014-05-02,WGS84
"1307","1699",Eichhornia crassipes,-96.902038000000005,17.235399999999998,"cdround,gass84",MEX,PRESENT,"15",iNaturalist,"1993751875",https://www.inaturalist.org/observations/20104406,HUMAN_OBSERVATION,"2014","7","31",2014-07-31,WGS84
"1308","1700",Eichhornia crassipes,-97.516005000000007,30.220694999999999,gass84,USA,PRESENT,"15",iNaturalist,"1024203229",https://www.inaturalist.org/observations/815329,HUMAN_OBSERVATION,"2014","8","3",2014-08-03,WGS84
"1310","1704",Eichhornia crassipes,-104.857662000000005,21.480373000000000,"cdround,gass84",MEX,PRESENT,"100",iNaturalist,"1946339872",https://www.inaturalist.org/observations/18646983,HUMAN_OBSERVATION,"2014","8","29",2014-08-29,WGS84
"1313","1709",Eichhornia crassipes,-104.274387000000004,23.938863999999999,"cdround,gass84",MEX,PRESENT,"4",iNaturalist,"1901069272",https://www.inaturalist.org/observations/16200695,HUMAN_OBSERVATION,"2014","9","14",2014-09-14,WGS84
"1319","1716",Eichhornia crassipes,-91.380474000000007,17.647400000000001,"cdround,gass84",MEX,PRESENT,"122",iNaturalist,"2238812352",https://www.inaturalist.org/observations/23177085,HUMAN_OBSERVATION,"2014","10","22",2014-10-22,WGS84
"1322","1720",Eichhornia crassipes,-103.467585999999997,19.751376000000000,"cdround,gass84",MEX,PRESENT,"100",iNaturalist,"1990574331",https://www.inaturalist.org/observations/19837749,HUMAN_OBSERVATION,"2014","11","26",2014-11-26,WGS84
"1323","1723",Eichhornia crassipes,-94.707297999999994,17.906548999999998,"cdround,gass84",MEX,PRESENT,"534",iNaturalist,"1640105577",https://www.inaturalist.org/observations/7823175,HUMAN_OBSERVATION,"2014","12","28",2014-12-28,WGS84
"1324","1724",Eichhornia crassipes,-95.543135000000007,30.200976000000001,"cdround,gass84",USA,PRESENT,"217",iNaturalist,"1802653645",https://www.inaturalist.org/observations/9038930,HUMAN_OBSERVATION,"2014","12","13",2014-12-13,WGS84
"1327","8033059",Eichhornia crassipes,-90.121480000000005,29.784780000000001,NA,NA,PRESENT,NA,EDDMaps,NA,NA,NA,"2015","4","22",04-22-15,NA
"1328","8033528",Eichhornia crassipes,-89.941890000000001,30.074610000000000,NA,NA,PRESENT,NA,EDDMaps,NA,NA,NA,"2015","4","22",04-22-15,NA
"1331","4258166",Eichhornia crassipes,-94.591769999999997,31.453270000000000,NA,NA,PRESENT,NA,EDDMaps,NA,NA,NA,"2015","8","17",08-17-15,WGS84
"1336","1592",Eichhornia crassipes,-92.619367999999994,16.709654000000000,"cdround,gass84",MEX,PRESENT,"4",iNaturalist,"1586915868",https://www.inaturalist.org/observations/3718554,HUMAN_OBSERVATION,"2015","1","21",2015-01-21,WGS84
"1337","1593",Eichhornia crassipes,-91.167816000000002,30.570039999999999,"cdround,gass84",USA,PRESENT,"11",iNaturalist,"1831103103",https://www.inaturalist.org/observations/1178289,HUMAN_OBSERVATION,"2015","1","11",2015-01-11,WGS84
"1357","1625",Eichhornia crassipes,-95.031395000000003,18.509937999999998,gass84,MEX,PRESENT,"251",iNaturalist,"1227716815",https://www.inaturalist.org/observations/1616538,HUMAN_OBSERVATION,"2015","6","9",2015-06-09,WGS84
"1358","1626",Eichhornia crassipes,-108.343734999999995,25.708362000000001,"cdround,gass84",MEX,PRESENT,"244",iNaturalist,"1453391519",https://www.inaturalist.org/observations/5031993,HUMAN_OBSERVATION,"2015","6","10",2015-06-10,WGS84
"1359","1627",Eichhornia crassipes,-91.313520999999994,30.307818999999999,"cdround,gass84",USA,PRESENT,"132",iNaturalist,"1831122761",https://www.inaturalist.org/observations/4180735,HUMAN_OBSERVATION,"2015","6","2",2015-06-02,WGS84
"1363","1641",Eichhornia crassipes,-97.163064000000006,28.725916999999999,gass84,USA,PRESENT,"226",iNaturalist,"1850988324",https://www.inaturalist.org/observations/1781740,HUMAN_OBSERVATION,"2015","7","16",2015-07-16,WGS84
"1364","1642",Eichhornia crassipes,-99.606340000000003,18.567618000000000,gass84,MEX,PRESENT,"206",iNaturalist,"1135209536",https://www.inaturalist.org/observations/1841169,HUMAN_OBSERVATION,"2015","8","7",2015-08-07,WGS84
"1365","1643",Eichhornia crassipes,-99.075715000000002,19.260653000000001,gass84,MEX,PRESENT,"5",iNaturalist,"1135353725",https://www.inaturalist.org/observations/1868061,HUMAN_OBSERVATION,"2015","8","16",2015-08-16,WGS84
"1368","1649",Eichhornia crassipes,-102.891903999999997,21.180660000000000,gass84,MEX,PRESENT,"30",iNaturalist,"1831106905",https://www.inaturalist.org/observations/1869549,HUMAN_OBSERVATION,"2015","8","14",2015-08-14,WGS84
"1369","1650",Eichhornia crassipes,-105.438661999999994,21.663446000000000,"cdround,gass84",MEX,PRESENT,"488",iNaturalist,"1891337732",https://www.inaturalist.org/observations/15440616,HUMAN_OBSERVATION,"2015","8","15",2015-08-15,WGS84
"1372","1653",Eichhornia crassipes,-99.095585000000000,19.287047000000001,gass84,MEX,PRESENT,"89",iNaturalist,"1143559011",https://www.inaturalist.org/observations/2017604,HUMAN_OBSERVATION,"2015","9","19",2015-09-19,WGS84
"1379","1664",Eichhornia crassipes,-99.100697999999994,19.299963000000002,gass84,MEX,PRESENT,"5",iNaturalist,"1211993446",https://www.inaturalist.org/observations/2364814,HUMAN_OBSERVATION,"2015","11","9",2015-11-09,WGS84
"1382","1671",Eichhornia crassipes,-97.905021000000005,22.298665000000000,"cdround,gass84",MEX,PRESENT,"207",iNaturalist,"2814050847",https://www.inaturalist.org/observations/51432541,HUMAN_OBSERVATION,"2015","11","19",2015-11-19,WGS84
"1384","1673",Eichhornia crassipes,-94.175748999999996,30.873162000000001,"cdround,gass84",USA,PRESENT,"244",iNaturalist,"3079725453",https://www.inaturalist.org/observations/12304317,HUMAN_OBSERVATION,"2015","11","21",2015-11-21,WGS84
"1392","8062423",Eichhornia crassipes,-90.807990000000004,30.148869999999999,NA,NA,PRESENT,NA,EDDMaps,NA,NA,NA,"2016","5","22",05-22-16,NA
"1409","8076746",Eichhornia crassipes,-91.165300000000002,30.411860000000001,NA,NA,PRESENT,NA,EDDMaps,NA,NA,NA,"2016","10","14",10-14-16,NA
"1411","4792133",Eichhornia crassipes,-87.834500000000006,30.502260000000000,NA,NA,PRESENT,NA,EDDMaps,NA,NA,NA,"2016","10","24",10-24-16,WGS84
"1414","8081027",Eichhornia crassipes,-93.080730000000003,29.944240000000001,NA,NA,PRESENT,NA,EDDMaps,NA,NA,NA,"2016","12","17",12-17-16,NA
"1415","1495",Eichhornia crassipes,-97.493375999999998,29.470526000000000,"cdround,gass84",USA,PRESENT,"26",iNaturalist,"1831115692",https://www.inaturalist.org/observations/3637148,HUMAN_OBSERVATION,"2016","1","16",2016-01-16,WGS84
"1420","1502",Eichhornia crassipes,-102.865532999999999,20.161103000000001,gass84,MEX,PRESENT,"50",iNaturalist,"1270055756",https://www.inaturalist.org/observations/3350083,HUMAN_OBSERVATION,"2016","3","17",2016-03-17,WGS84
"1423","1506",Eichhornia crassipes,-92.881690000000006,30.093145000000000,"cdround,gass84",USA,PRESENT,"61",iNaturalist,"2999029802",https://www.inaturalist.org/observations/66169781,HUMAN_OBSERVATION,"2016","3","28",2016-03-28,WGS84
"1428","1514",Eichhornia crassipes,-102.208314999999999,21.727675999999999,"cdround,gass84",MEX,PRESENT,"8",iNaturalist,"3005255559",https://www.inaturalist.org/observations/66091976,HUMAN_OBSERVATION,"2016","4","30",2016-04-30,WGS84
"1431","1520",Eichhornia crassipes,-90.105485999999999,29.791119999999999,"cdround,gass84",USA,PRESENT,"5",iNaturalist,"1831112994",https://www.inaturalist.org/observations/3112095,HUMAN_OBSERVATION,"2016","5","6",2016-05-06,WGS84
"1432","1523",Eichhornia crassipes,-95.160073999999994,16.249552000000001,"cdround,gass84",MEX,PRESENT,"15",iNaturalist,"2283159162",https://www.inaturalist.org/observations/28194977,HUMAN_OBSERVATION,"2016","5","16",2016-05-16,WGS84
"1433","1524",Eichhornia crassipes,-99.104263000000003,19.281732000000002,"cdround,gass84",MEX,PRESENT,"373",iNaturalist,"3031844315",https://www.inaturalist.org/observations/3752072,HUMAN_OBSERVATION,"2016","5","28",2016-05-28,WGS84
"1434","1526",Eichhornia crassipes,-102.023302000000001,20.344023000000000,gass84,MEX,PRESENT,"105",iNaturalist,"1291091798",https://www.inaturalist.org/observations/3534495,HUMAN_OBSERVATION,"2016","6","21",2016-06-21,WGS84
"1438","1535",Eichhornia crassipes,-104.904662999999999,20.551134000000001,"cdround,gass84",MEX,PRESENT,"8",iNaturalist,"2603339110",https://www.inaturalist.org/observations/41907318,HUMAN_OBSERVATION,"2016","6","11",2016-06-11,WGS84
"1440","1537",Eichhornia crassipes,-96.977348000000006,32.709600000000002,"cdround,gass84",USA,PRESENT,"122",iNaturalist,"1291141641",https://www.inaturalist.org/observations/3728554,HUMAN_OBSERVATION,"2016","7","21",2016-07-21,WGS84
"1443","1542",Eichhornia crassipes,-97.900199999999998,22.223244000000001,"cdround,gass84",MEX,PRESENT,"488",iNaturalist,"1453161000",https://www.inaturalist.org/observations/4410315,HUMAN_OBSERVATION,"2016","7","3",2016-07-03,WGS84
"1444","1543",Eichhornia crassipes,-88.311194999999998,18.495827999999999,"cdround,gass84",MEX,PRESENT,"130",iNaturalist,"1453281923",https://www.inaturalist.org/observations/4762631,HUMAN_OBSERVATION,"2016","7","9",2016-07-09,WGS84
"1446","1545",Eichhornia crassipes,-101.696619999999996,19.814109999999999,"cdround,gass84",MEX,PRESENT,"61",iNaturalist,"1562964720",https://www.inaturalist.org/observations/6297409,HUMAN_OBSERVATION,"2016","7","25",2016-07-25,WGS84
"1459","1571",Eichhornia crassipes,-94.136465000000001,30.721519000000001,"cdround,gass84",USA,PRESENT,"15",iNaturalist,"1453147375",https://www.inaturalist.org/observations/4373226,HUMAN_OBSERVATION,"2016","10","16",2016-10-16,WGS84
"1466","1584",Eichhornia crassipes,-99.119747000000004,19.899964000000001,"cdround,gass84",MEX,PRESENT,"31",iNaturalist,"1453200866",https://www.inaturalist.org/observations/4509832,HUMAN_OBSERVATION,"2016","11","6",2016-11-06,WGS84
"1470","8082166",Eichhornia crassipes,-90.385149999999996,30.041119999999999,NA,NA,PRESENT,NA,EDDMaps,NA,NA,NA,"2017","1","13",01-13-17,NA
"1471","8105239",Eichhornia crassipes,-92.038839999999993,32.598680000000002,NA,NA,PRESENT,NA,EDDMaps,NA,NA,NA,"2017","4","19",04-19-17,NA
"1474","8138997",Eichhornia crassipes,-90.094600000000000,30.005289999999999,NA,NA,PRESENT,NA,EDDMaps,NA,NA,NA,"2017","10","21",10-21-17,NA
"1478","1359",Eichhornia crassipes,-97.877052000000006,28.054783000000000,"cdround,gass84",USA,PRESENT,"203",iNaturalist,"1563416542",https://www.inaturalist.org/observations/5184438,HUMAN_OBSERVATION,"2017","2","25",2017-02-25,WGS84
"1483","1366",Eichhornia crassipes,-103.267413000000005,20.297105999999999,gass84,MEX,PRESENT,"50",iNaturalist,"1455595186",https://www.inaturalist.org/observations/5509303,HUMAN_OBSERVATION,"2017","3","20",2017-03-20,WGS84
"1486","1371",Eichhornia crassipes,-92.767747999999997,29.638715999999999,"cdround,gass84",USA,PRESENT,"6",iNaturalist,"2236297756",https://www.inaturalist.org/observations/5223849,HUMAN_OBSERVATION,"2017","3","4",2017-03-04,WGS84
"1488","1374",Eichhornia crassipes,-95.860862999999995,18.126276000000001,"cdround,gass84",MEX,PRESENT,"352",iNaturalist,"3031639328",https://www.inaturalist.org/observations/5232319,HUMAN_OBSERVATION,"2017","3","5",2017-03-05,WGS84
"1490","1376",Eichhornia crassipes,-104.144737000000006,19.689940000000000,"cdround,gass84",MEX,PRESENT,"17",iNaturalist,"1500276164",https://www.inaturalist.org/observations/5847686,HUMAN_OBSERVATION,"2017","4","14",2017-04-14,WGS84
"1491","1378",Eichhornia crassipes,-92.647418999999999,18.384284999999998,"cdround,gass84",MEX,PRESENT,"977",iNaturalist,"1500293273",https://www.inaturalist.org/observations/5894028,HUMAN_OBSERVATION,"2017","4","13",2017-04-13,WGS84
"1492","1380",Eichhornia crassipes,-96.947536999999997,19.469864000000001,"cdround,gass84",MEX,PRESENT,"7",iNaturalist,"1500333786",https://www.inaturalist.org/observations/6016851,HUMAN_OBSERVATION,"2017","4","26",2017-04-26,WGS84
"1493","1382",Eichhornia crassipes,-95.612876000000000,29.375762000000002,"cdround,gass84",USA,PRESENT,"31",iNaturalist,"1703129250",https://www.inaturalist.org/observations/5861981,HUMAN_OBSERVATION,"2017","4","19",2017-04-19,WGS84
"1494","1383",Eichhornia crassipes,-97.931996999999996,29.891822000000001,"cdround,gass84",USA,PRESENT,"4",iNaturalist,"1831131253",https://www.inaturalist.org/observations/5758323,HUMAN_OBSERVATION,"2017","4","15",2017-04-15,WGS84
"1495","1384",Eichhornia crassipes,-96.105418000000000,32.455998000000001,"cdround,gass84",USA,PRESENT,"5",iNaturalist,"2236297946",https://www.inaturalist.org/observations/5758510,HUMAN_OBSERVATION,"2017","4","16",2017-04-16,WGS84
"1498","1389",Eichhornia crassipes,-101.625337999999999,19.553561999999999,"cdround,gass84",MEX,PRESENT,"257",iNaturalist,"1571176434",https://www.inaturalist.org/observations/6773774,HUMAN_OBSERVATION,"2017","5","19",2017-05-19,WGS84
"1499","1390",Eichhornia crassipes,-100.011698999999993,21.934507000000000,"cdround,gass84",MEX,PRESENT,"31",iNaturalist,"1572381927",https://www.inaturalist.org/observations/6977643,HUMAN_OBSERVATION,"2017","5","28",2017-05-28,WGS84
"1501","1392",Eichhornia crassipes,-100.019806000000003,20.475007999999999,"cdround,gass84",MEX,PRESENT,"977",iNaturalist,"1831133858",https://www.inaturalist.org/observations/6040590,HUMAN_OBSERVATION,"2017","5","1",2017-05-01,WGS84
"1503","1395",Eichhornia crassipes,-103.910224999999997,18.959721999999999,"cdround,gass84",MEX,PRESENT,"706",iNaturalist,"1848811999",https://www.inaturalist.org/observations/13130660,HUMAN_OBSERVATION,"2017","5","6",2017-05-06,WGS84
"1504","1396",Eichhornia crassipes,-105.473701000000005,21.900895999999999,"cdround,gass84",MEX,PRESENT,"488",iNaturalist,"2005347003",https://www.inaturalist.org/observations/20371240,HUMAN_OBSERVATION,"2017","5","26",2017-05-26,WGS84
"1505","1397",Eichhornia crassipes,-101.142966000000001,20.220859999999998,"cdround,gass84",MEX,PRESENT,"4",iNaturalist,"3070575367",https://www.inaturalist.org/observations/6355463,HUMAN_OBSERVATION,"2017","5","4",2017-05-04,WGS84
"1508","1401",Eichhornia crassipes,-101.139008000000004,20.227536000000001,"cdround,gass84",MEX,PRESENT,"127",iNaturalist,"1571166181",https://www.inaturalist.org/observations/6743710,HUMAN_OBSERVATION,"2017","6","16",2017-06-16,WGS84
"1509","1402",Eichhornia crassipes,-100.383399999999995,25.782565999999999,"cdround,gass84",MEX,PRESENT,"1",iNaturalist,"1571183814",https://www.inaturalist.org/observations/6799067,HUMAN_OBSERVATION,"2017","6","25",2017-06-25,WGS84
"1510","1403",Eichhornia crassipes,-93.069401999999997,16.840246000000000,"cdround,gass84",MEX,PRESENT,"15",iNaturalist,"1571187816",https://www.inaturalist.org/observations/6811465,HUMAN_OBSERVATION,"2017","6","16",2017-06-16,WGS84
"1511","1404",Eichhornia crassipes,-95.398471000000001,30.858505000000001,"cdround,gass84",USA,PRESENT,"31",iNaturalist,"1572353617",https://www.inaturalist.org/observations/6893430,HUMAN_OBSERVATION,"2017","6","26",2017-06-26,WGS84
"1516","1409",Eichhornia crassipes,-94.040586000000005,32.665801000000002,"cdround,gass84",USA,PRESENT,"977",iNaturalist,"1572373076",https://www.inaturalist.org/observations/6950064,HUMAN_OBSERVATION,"2017","7","2",2017-07-02,WGS84
"1518","1412",Eichhornia crassipes,-97.831847999999994,22.270458999999999,"cdround,gass84",MEX,PRESENT,"43",iNaturalist,"1580508610",https://www.inaturalist.org/observations/7106660,HUMAN_OBSERVATION,"2017","7","18",2017-07-18,WGS84
"1519","1413",Eichhornia crassipes,-94.441807999999995,18.111388000000002,"cdround,gass84",MEX,PRESENT,"8",iNaturalist,"1584406619",https://www.inaturalist.org/observations/7123354,HUMAN_OBSERVATION,"2017","7","17",2017-07-17,WGS84
"1521","1418",Eichhornia crassipes,-95.082066999999995,18.428428000000000,"cdround,gass84",MEX,PRESENT,"672",iNaturalist,"1621798820",https://www.inaturalist.org/observations/7617066,HUMAN_OBSERVATION,"2017","7","24",2017-07-24,WGS84
"1522","1419",Eichhornia crassipes,-93.999200000000002,16.467075000000001,"cdround,gass84",MEX,PRESENT,"4",iNaturalist,"1677346809",https://www.inaturalist.org/observations/8548329,HUMAN_OBSERVATION,"2017","7","9",2017-07-09,WGS84
"1524","1421",Eichhornia crassipes,-101.440797000000003,22.601621999999999,"cdround,gass84",MEX,PRESENT,"5",iNaturalist,"1890051220",https://www.inaturalist.org/observations/14844020,HUMAN_OBSERVATION,"2017","7","25",2017-07-25,WGS84
"1527","1426",Eichhornia crassipes,-99.792980999999997,20.084268999999999,"cdround,gass84",MEX,PRESENT,"61",iNaturalist,"3031585330",https://www.inaturalist.org/observations/7181259,HUMAN_OBSERVATION,"2017","7","22",2017-07-22,WGS84
"1529","1428",Eichhornia crassipes,-99.793839000000006,20.083663999999999,"cdround,gass84",MEX,PRESENT,"61",iNaturalist,"3031821332",https://www.inaturalist.org/observations/7181278,HUMAN_OBSERVATION,"2017","7","23",2017-07-23,WGS84
"1549","1467",Eichhornia crassipes,-97.570706000000001,26.266722999999999,"cdround,gass84",USA,PRESENT,"4",iNaturalist,"2610940389",https://www.inaturalist.org/observations/42052908,HUMAN_OBSERVATION,"2017","10","31",2017-10-31,WGS84
"1550","1468",Eichhornia crassipes,-99.976145000000002,16.910343999999998,"cdround,gass84",MEX,PRESENT,"896",iNaturalist,"2611270045",https://www.inaturalist.org/observations/43511109,HUMAN_OBSERVATION,"2017","10","2",2017-10-02,WGS84
"1552","1470",Eichhornia crassipes,-95.641345999999999,29.371454000000000,"cdround,gass84",USA,PRESENT,"198",iNaturalist,"1703146355",https://www.inaturalist.org/observations/8726987,HUMAN_OBSERVATION,"2017","11","7",2017-11-07,WGS84
"1556","1475",Eichhornia crassipes,-98.214710999999994,20.236062000000000,"cdround,gass84",MEX,PRESENT,"144",iNaturalist,"1913182010",https://www.inaturalist.org/observations/16405926,HUMAN_OBSERVATION,"2017","11","20",2017-11-20,WGS84
"1559","1482",Eichhornia crassipes,-95.962142999999998,15.827268999999999,"cdround,gass84",MEX,PRESENT,"111",iNaturalist,"1802698456",https://www.inaturalist.org/observations/9171270,HUMAN_OBSERVATION,"2017","12","15",2017-12-15,WGS84
"1564","1490",Eichhornia crassipes,-98.227450000000005,19.276886000000001,"cdround,gass84",MEX,PRESENT,"632",iNaturalist,"2868109316",https://www.inaturalist.org/observations/12196951,HUMAN_OBSERVATION,"2017","12","20",2017-12-20,WGS84
"1565","1493",Eichhornia crassipes,-103.994981999999993,20.773714999999999,"cdround,gass84",MEX,PRESENT,"122",iNaturalist,"3067659483",https://www.inaturalist.org/observations/18270482,HUMAN_OBSERVATION,"2017","12","30",2017-12-30,WGS84
"1567","7658205",Eichhornia crassipes,-96.834999999999994,28.471000000000000,NA,NA,PRESENT,NA,EDDMaps,NA,NA,NA,"2018","2","24",02-24-18,WGS84
"1580","1032",Eichhornia crassipes,-99.101506999999998,19.273759999999999,"cdround,gass84",MEX,PRESENT,"331",iNaturalist,"1831094960",https://www.inaturalist.org/observations/10031579,HUMAN_OBSERVATION,"2018","2","27",2018-02-27,WGS84
"1581","1033",Eichhornia crassipes,-99.088504000000000,19.251981000000001,"cdround,gass84",MEX,PRESENT,"342",iNaturalist,"1831165383",https://www.inaturalist.org/observations/9786074,HUMAN_OBSERVATION,"2018","2","4",2018-02-04,WGS84
"1582","1034",Eichhornia crassipes,-102.793921999999995,20.844373999999998,"cdround,gass84",MEX,PRESENT,"488",iNaturalist,"1831195061",https://www.inaturalist.org/observations/9881237,HUMAN_OBSERVATION,"2018","2","2",2018-02-02,WGS84
"1584","1036",Eichhornia crassipes,-99.130557999999994,19.755709000000000,"cdround,gass84",MEX,PRESENT,"205",iNaturalist,"1831208766",https://www.inaturalist.org/observations/9916975,HUMAN_OBSERVATION,"2018","2","18",2018-02-18,WGS84
"1585","1037",Eichhornia crassipes,-102.230615999999998,21.530286000000000,"cdround,gass84",MEX,PRESENT,"56",iNaturalist,"1831227037",https://www.inaturalist.org/observations/9963989,HUMAN_OBSERVATION,"2018","2","23",2018-02-23,WGS84
"1594","1051",Eichhornia crassipes,-99.102530000000002,19.710170000000002,"cdround,gass84",MEX,PRESENT,"13",iNaturalist,"1836658828",https://www.inaturalist.org/observations/10316695,HUMAN_OBSERVATION,"2018","3","19",2018-03-19,WGS84
"1595","1052",Eichhornia crassipes,-99.145782999999994,19.679237000000001,"cdround,gass84",MEX,PRESENT,"2",iNaturalist,"1837734571",https://www.inaturalist.org/observations/10314477,HUMAN_OBSERVATION,"2018","3","16",2018-03-16,WGS84
"1596","1053",Eichhornia crassipes,-92.444227999999995,31.339794999999999,"cdround,gass84",USA,PRESENT,"149",iNaturalist,"1837739962",https://www.inaturalist.org/observations/10510225,HUMAN_OBSERVATION,"2018","3","30",2018-03-30,WGS84
"1597","1054",Eichhornia crassipes,-94.757071999999994,17.222311999999999,"cdround,gass84",MEX,PRESENT,"10",iNaturalist,"1839204642",https://www.inaturalist.org/observations/10443649,HUMAN_OBSERVATION,"2018","3","25",2018-03-25,WGS84
"1599","1056",Eichhornia crassipes,-101.244259999999997,19.623853000000000,"cdround,gass84",MEX,PRESENT,"31",iNaturalist,"1839246337",https://www.inaturalist.org/observations/11348720,HUMAN_OBSERVATION,"2018","3","31",2018-03-31,WGS84
"1601","1060",Eichhornia crassipes,-97.232995000000003,15.929395000000000,gass84,MEX,PRESENT,"30",iNaturalist,"2366016034",https://www.inaturalist.org/observations/24118658,HUMAN_OBSERVATION,"2018","3","26",2018-03-26,WGS84
"1604","1063",Eichhornia crassipes,-90.097588999999999,30.010729999999999,"cdround,gass84",USA,PRESENT,"61",iNaturalist,"2451576174",https://www.inaturalist.org/observations/10204176,HUMAN_OBSERVATION,"2018","3","3",2018-03-03,WGS84
"1610","1070",Eichhornia crassipes,-96.198856000000006,19.174282000000002,"cdround,gass84",MEX,PRESENT,"8",iNaturalist,"1837773295",https://www.inaturalist.org/observations/10620370,HUMAN_OBSERVATION,"2018","4","4",2018-04-04,WGS84
"1613","1073",Eichhornia crassipes,-92.961010000000002,18.003005999999999,"cdround,gass84",MEX,PRESENT,"172",iNaturalist,"1838383692",https://www.inaturalist.org/observations/11094582,HUMAN_OBSERVATION,"2018","4","5",2018-04-05,WGS84
"1616","1076",Eichhornia crassipes,-93.078451999999999,29.943815000000001,"cdround,gass84",USA,PRESENT,"380",iNaturalist,"1841265204",https://www.inaturalist.org/observations/11833299,HUMAN_OBSERVATION,"2018","4","29",2018-04-29,WGS84
"1618","1078",Eichhornia crassipes,-97.219206000000000,30.151440000000001,"cdround,gass84",USA,PRESENT,"53",iNaturalist,"1841331143",https://www.inaturalist.org/observations/12121058,HUMAN_OBSERVATION,"2018","4","30",2018-04-30,WGS84
"1622","1083",Eichhornia crassipes,-89.367290999999994,29.243655000000000,"cdround,gass84",USA,PRESENT,"5",iNaturalist,"1850897312",https://www.inaturalist.org/observations/11160750,HUMAN_OBSERVATION,"2018","4","18",2018-04-18,WGS84
"1628","1089",Eichhornia crassipes,-92.966019000000003,18.016781999999999,"cdround,gass84",MEX,PRESENT,"516",iNaturalist,"2573778863",https://www.inaturalist.org/observations/11017116,HUMAN_OBSERVATION,"2018","4","16",2018-04-16,WGS84
"1641","1109",Eichhornia crassipes,-99.495942999999997,19.155975999999999,"cdround,gass84",MEX,PRESENT,"124",iNaturalist,"2366011162",https://www.inaturalist.org/observations/17729574,HUMAN_OBSERVATION,"2018","5","8",2018-05-08,WGS84
"1646","1145",Eichhornia crassipes,-90.831220999999999,31.414168000000000,"cdround,gass84",USA,PRESENT,"134",iNaturalist,"1880473219",https://www.inaturalist.org/observations/13302829,HUMAN_OBSERVATION,"2018","6","9",2018-06-09,WGS84
"1647","1147",Eichhornia crassipes,-96.798383000000001,17.137077999999999,"cdround,gass84",MEX,PRESENT,"4",iNaturalist,"1880509476",https://www.inaturalist.org/observations/13551864,HUMAN_OBSERVATION,"2018","6","15",2018-06-15,WGS84
"1651","1154",Eichhornia crassipes,-93.066210999999996,16.828882000000000,gass84,MEX,PRESENT,"31",iNaturalist,"1880592135",https://www.inaturalist.org/observations/13866329,HUMAN_OBSERVATION,"2018","6","12",2018-06-12,WGS84
"1654","1157",Eichhornia crassipes,-92.895881000000003,30.001363000000001,"cdround,gass84",USA,PRESENT,"15",iNaturalist,"1883520146",https://www.inaturalist.org/observations/14336919,HUMAN_OBSERVATION,"2018","6","28",2018-06-28,WGS84
"1660","1166",Eichhornia crassipes,-101.641070999999997,19.541696999999999,"cdround,gass84",MEX,PRESENT,"5",iNaturalist,"1880614571",https://www.inaturalist.org/observations/13956891,HUMAN_OBSERVATION,"2018","7","1",2018-07-01,WGS84
"1661","1172",Eichhornia crassipes,-91.906503000000001,30.218669999999999,"cdround,gass84",USA,PRESENT,"244",iNaturalist,"1883504008",https://www.inaturalist.org/observations/14272687,HUMAN_OBSERVATION,"2018","7","5",2018-07-05,WGS84
"1662","1173",Eichhornia crassipes,-105.771480999999994,22.839206999999998,"cdround,gass84",MEX,PRESENT,"8",iNaturalist,"1883510262",https://www.inaturalist.org/observations/14296612,HUMAN_OBSERVATION,"2018","7","9",2018-07-09,WGS84
"1663","1178",Eichhornia crassipes,-88.160079999999994,30.704405000000001,"cdround,gass84",USA,PRESENT,"5",iNaturalist,"1890070692",https://www.inaturalist.org/observations/14969892,HUMAN_OBSERVATION,"2018","7","30",2018-07-30,WGS84
"1664","1179",Eichhornia crassipes,-96.814615000000003,17.115708000000001,"cdround,gass84",MEX,PRESENT,"4",iNaturalist,"1890681364",https://www.inaturalist.org/observations/15089650,HUMAN_OBSERVATION,"2018","7","26",2018-07-26,WGS84
"1665","1180",Eichhornia crassipes,-95.031682000000004,18.366199999999999,gass84,MEX,PRESENT,"563",iNaturalist,"1890702078",https://www.inaturalist.org/observations/15173182,HUMAN_OBSERVATION,"2018","7","22",2018-07-22,WGS84
