"","fid","SciName","decimallon","decimallat","issues","countryCod","occurrence","coordinate","institutio","references","basisOfRec","year","month","day","eventDate","geodeticDa"
"1",4055,"Geranium lucidum",12.505016,59.079737,"cdround,gass84","SWE","PRESENT",100,"ArtDatabanken",NA,"HUMAN_OBSERVATION",2000,1,1,"2000-01-01","WGS84"
"2",4056,"Geranium lucidum",12.460127,59.076519,"cdround,gass84","SWE","PRESENT",100,"ArtDatabanken",NA,"HUMAN_OBSERVATION",2000,1,1,"2000-01-01","WGS84"
"3",4057,"Geranium lucidum",12.049274,58.609569,"gass84","SWE","PRESENT",100,"ArtDatabanken",NA,"HUMAN_OBSERVATION",2000,1,1,"2000-01-01","WGS84"
"4",4058,"Geranium lucidum",-2.283537,42.641725,"gass84,osiic,colmano,inmafu","ESP","PRESENT",40,"PAMP",NA,"PRESERVED_SPECIMEN",2000,2,11,"2000-02-11","WGS84"
"5",4059,"Geranium lucidum",34.958578,32.433886,"cdround,gass84","ISR","PRESENT",1000,"INPA",NA,"OBSERVATION",2000,3,14,"2000-03-14","WGS84"
"6",4060,"Geranium lucidum",34.908006,32.291299,"cdround,gass84","ISR","PRESENT",1000,"INPA",NA,"OBSERVATION",2000,3,30,"2000-03-30","WGS84"
"7",4061,"Geranium lucidum",34.857319,32.21993,"cdround,gass84","ISR","PRESENT",1000,"INPA",NA,"OBSERVATION",2000,3,30,"2000-03-30","WGS84"
"8",4062,"Geranium lucidum",-4.662788,51.912719,"fpwktinv","GBR","PRESENT",70.7,"West Wales Biodiversity Information Centre",NA,"HUMAN_OBSERVATION",2000,3,17,"2000-03-17","WGS84"
"9",4063,"Geranium lucidum",-2.792431,52.783478,"fpwktinv","GBR","PRESENT",70.7,"SEDN",NA,"HUMAN_OBSERVATION",2000,3,29,"2000-03-29","WGS84"
"10",4064,"Geranium lucidum",34.955415,32.035294,"cdround,gass84","ISR","PRESENT",1000,"INPA",NA,"OBSERVATION",2000,4,5,"2000-04-05","WGS84"
"11",4065,"Geranium lucidum",-8.55,42.89,"gass84,osiic,colmafu,inmafu","ESP","PRESENT",707,"ABH",NA,"PRESERVED_SPECIMEN",2000,4,27,"2000-04-27","WGS84"
"12",4066,"Geranium lucidum",-2.448088,51.290124,"fpwktinv","GBR","PRESENT",70.7,"BRERC",NA,"HUMAN_OBSERVATION",2000,4,10,"2000-04-10","WGS84"
"13",4067,"Geranium lucidum",-2.445687,52.657634,"fpwktinv","GBR","PRESENT",70.7,"SEDN",NA,"HUMAN_OBSERVATION",2000,4,19,"2000-04-19","WGS84"
"14",4068,"Geranium lucidum",-2.187073,51.285438,"fpwktinv","GBR","PRESENT",70.7,"BSBI",NA,"HUMAN_OBSERVATION",2000,4,14,"2000-04-14","WGS84"
"15",4069,"Geranium lucidum",-2.323488,54.161956,"fpwktinv","GBR","PRESENT",7.1,"YWT",NA,"HUMAN_OBSERVATION",2000,4,30,"2000-04-30","WGS84"
"16",4070,"Geranium lucidum",5.90226,51.834962,"cdround,cudc,colmafu,inmafu","NLD","PRESENT",500,"NMNL",NA,"PRESERVED_SPECIMEN",2000,5,10,"2000-05-10","WGS84"
"17",4072,"Geranium lucidum",14.248322,55.655729,"gass84","SWE","PRESENT",100,"Lunds Botaniska f<U+FFFD>rening",NA,"HUMAN_OBSERVATION",2000,5,14,"2000-05-14","WGS84"
"18",4074,"Geranium lucidum",10.4372,59.4451,"incomis,inmafu","NOR","PRESENT",707,"O",NA,"PRESERVED_SPECIMEN",2000,5,5,"2000-05-05","WGS84"
"19",4075,"Geranium lucidum",9.6071,59.1261,"incomis,inmafu","NOR","PRESENT",71,"O",NA,"PRESERVED_SPECIMEN",2000,5,18,"2000-05-18","WGS84"
"20",4079,"Geranium lucidum",-2.417024,51.501543,"fpwktinv","GBR","PRESENT",70.7,"BRERC",NA,"HUMAN_OBSERVATION",2000,5,10,"2000-05-10","WGS84"
"21",4080,"Geranium lucidum",-0.136913,51.823354,"fpwktinv","GBR","PRESENT",707.1,"Hertfordshire Natural History Society Flora Group",NA,"HUMAN_OBSERVATION",2000,5,14,"2000-05-14","WGS84"
"22",4081,"Geranium lucidum",11.453726,58.462973,"cdround,gass84","SWE","PRESENT",100,"ArtDatabanken",NA,"HUMAN_OBSERVATION",2000,5,6,"2000-05-06","WGS84"
"23",4082,"Geranium lucidum",11.500978,58.260421,"gass84","SWE","PRESENT",100,"ArtDatabanken",NA,"HUMAN_OBSERVATION",2000,5,2,"2000-05-02","WGS84"
"24",4083,"Geranium lucidum",12.032394,57.889459,"gass84","SWE","PRESENT",100,"F<U+FFFD>reningen Bohusl<U+FFFD>ns Flora",NA,"HUMAN_OBSERVATION",2000,5,21,"2000-05-21","WGS84"
"25",4084,"Geranium lucidum",11.774344,58.322113,"cdround,gass84","SWE","PRESENT",100,"F<U+FFFD>reningen Bohusl<U+FFFD>ns Flora",NA,"HUMAN_OBSERVATION",2000,5,25,"2000-05-25","WGS84"
"26",4085,"Geranium lucidum",11.535249,58.250609,"cdround,gass84","SWE","PRESENT",100,"F<U+FFFD>reningen Bohusl<U+FFFD>ns Flora",NA,"HUMAN_OBSERVATION",2000,5,28,"2000-05-28","WGS84"
"27",4086,"Geranium lucidum",-1.877773,54.311384,"fpwktinv","GBR","PRESENT",70.7,"BSBI",NA,"HUMAN_OBSERVATION",2000,5,24,"2000-05-24","WGS84"
"28",4088,"Geranium lucidum",-1.856023,54.157228,"fpwktinv","GBR","PRESENT",707.1,"BSBI",NA,"HUMAN_OBSERVATION",2000,5,1,"2000-05-01","WGS84"
"29",4090,"Geranium lucidum",7.163759,62.122768,"cdround,gass84","NOR","PRESENT",75,"nbf",NA,"HUMAN_OBSERVATION",2000,6,21,"2000-06-21","WGS84"
"30",4091,"Geranium lucidum",7.06675,62.101444,"cdround,gass84","NOR","PRESENT",25,"nbf",NA,"HUMAN_OBSERVATION",2000,6,22,"2000-06-22","WGS84"
"31",4092,"Geranium lucidum",7.126964,62.126993,"cdround,gass84","NOR","PRESENT",25,"nbf",NA,"HUMAN_OBSERVATION",2000,6,21,"2000-06-21","WGS84"
"32",4093,"Geranium lucidum",7.111693,62.124343,"cdround,gass84","NOR","PRESENT",25,"nbf",NA,"HUMAN_OBSERVATION",2000,6,21,"2000-06-21","WGS84"
"33",4094,"Geranium lucidum",7.008207,62.17391,"cdround,gass84","NOR","PRESENT",50,"nbf",NA,"HUMAN_OBSERVATION",2000,6,23,"2000-06-23","WGS84"
"34",4096,"Geranium lucidum",-2.483722,51.541749,"fpwktinv","GBR","PRESENT",70.7,"BRERC",NA,"HUMAN_OBSERVATION",2000,6,12,"2000-06-12","WGS84"
"35",4097,"Geranium lucidum",11.274054,58.612273,"gass84","SWE","PRESENT",100,"F<U+FFFD>reningen Bohusl<U+FFFD>ns Flora",NA,"HUMAN_OBSERVATION",2000,6,17,"2000-06-17","WGS84"
"36",4098,"Geranium lucidum",-0.50488,52.21299,"fpwktinv","GBR","PRESENT",70.7,"BSBI",NA,"HUMAN_OBSERVATION",2000,6,26,"2000-06-26","WGS84"
"37",4099,"Geranium lucidum",-1.851415,54.375163,"cdround","GBR","PRESENT",705,"BSBI",NA,"HUMAN_OBSERVATION",2000,6,6,"2000-06-06","WGS84"
"38",4101,"Geranium lucidum",-1.505182,51.890564,"fpwktinv","GBR","PRESENT",70.7,"BSBI",NA,"HUMAN_OBSERVATION",2000,6,19,"2000-06-19","WGS84"
"39",4102,"Geranium lucidum",-1.802701,53.938304,"cdround","GBR","PRESENT",319,"BSBI",NA,"HUMAN_OBSERVATION",2000,6,22,"2000-06-22","WGS84"
"40",4103,"Geranium lucidum",-1.91901,54.445326,"fpwktinv","GBR","PRESENT",70.7,"BSBI",NA,"HUMAN_OBSERVATION",2000,6,20,"2000-06-20","WGS84"
"41",4104,"Geranium lucidum",-0.486527,52.147885,"fpwktinv","GBR","PRESENT",7.1,"BSBI",NA,"HUMAN_OBSERVATION",2000,6,22,"2000-06-22","WGS84"
"42",4105,"Geranium lucidum",-1.976249,54.123608,"fpwktinv","GBR","PRESENT",70.7,"BSBI",NA,"HUMAN_OBSERVATION",2000,6,8,"2000-06-08","WGS84"
"43",4106,"Geranium lucidum",12.112084,57.400443,"cdround,gass84","SWE","PRESENT",10,"ArtDatabanken",NA,"HUMAN_OBSERVATION",2000,7,27,"2000-07-27","WGS84"
"44",4108,"Geranium lucidum",5.482,60.4235,"incomis,inmafu","NOR","PRESENT",71,"BG",NA,"PRESERVED_SPECIMEN",2000,7,28,"2000-07-28","WGS84"
"45",4109,"Geranium lucidum",10.6852,59.8194,"incomis,inmafu","NOR","PRESENT",707,"O",NA,"PRESERVED_SPECIMEN",2000,7,16,"2000-07-16","WGS84"
"46",4110,"Geranium lucidum",11.735258,58.653608,"cdround,gass84","SWE","PRESENT",100,"F<U+FFFD>reningen Bohusl<U+FFFD>ns Flora",NA,"HUMAN_OBSERVATION",2000,7,18,"2000-07-18","WGS84"
"47",4112,"Geranium lucidum",12.055867,57.92646,"cdround,gass84","SWE","PRESENT",100,"F<U+FFFD>reningen Bohusl<U+FFFD>ns Flora",NA,"HUMAN_OBSERVATION",2000,7,18,"2000-07-18","WGS84"
"48",4114,"Geranium lucidum",-2.040535,54.14787,"fpwktinv","GBR","PRESENT",70.7,"BSBI",NA,"HUMAN_OBSERVATION",2000,7,20,"2000-07-20","WGS84"
"49",4116,"Geranium lucidum",18.097568,59.42085,"cdround,gass84","SWE","PRESENT",100,"ArtDatabanken",NA,"HUMAN_OBSERVATION",2000,9,18,"2000-09-18","WGS84"
"50",4117,"Geranium lucidum",-0.94,39.24,"gass84,colmano,inmano","ESP","PRESENT",707,"BDBCV",NA,"HUMAN_OBSERVATION",2000,12,3,"2000-12-03","WGS84"
"51",4121,"Geranium lucidum",-2.642521,51.503672,"fpwktinv","GBR","PRESENT",707.1,"BRERC",NA,"HUMAN_OBSERVATION",2000,12,31,"2000-12-31","WGS84"
"52",4122,"Geranium lucidum",-2.483834,51.280091,"fpwktinv","GBR","PRESENT",70.7,"BRERC",NA,"HUMAN_OBSERVATION",2000,12,31,"2000-12-31","WGS84"
"53",4123,"Geranium lucidum",-2.792913,51.327861,"fpwktinv","GBR","PRESENT",70.7,"BRERC",NA,"HUMAN_OBSERVATION",2000,12,31,"2000-12-31","WGS84"
"54",4124,"Geranium lucidum",-2.528517,51.612138,"fpwktinv","GBR","PRESENT",707.1,"BRERC",NA,"HUMAN_OBSERVATION",2000,12,10,"2000-12-10","WGS84"
"55",4125,"Geranium lucidum",-3.308346,56.071131,"fpwktinv","GBR","PRESENT",70.7,"BSBI",NA,"HUMAN_OBSERVATION",2000,1,1,"2000-01-01","WGS84"
"56",4126,"Geranium lucidum",-3.085,52.802738,"fpwktinv","GBR","PRESENT",70.7,"SEDN",NA,"HUMAN_OBSERVATION",2000,1,1,"2000-01-01","WGS84"
"57",4128,"Geranium lucidum",16.481085,57.925473,"cdround,gass84","SWE","PRESENT",50,"F<U+FFFD>reningen Sm<U+FFFD>lands flora",NA,"HUMAN_OBSERVATION",1999,2,17,"1999-02-17","WGS84"
"58",4129,"Geranium lucidum",-2.353755,51.423975,"fpwktinv","GBR","PRESENT",707.1,"BRERC",NA,"HUMAN_OBSERVATION",1999,2,21,"1999-02-21","WGS84"
"59",4130,"Geranium lucidum",-2.883943,51.322263,"fpwktinv","GBR","PRESENT",707.1,"BRERC",NA,"HUMAN_OBSERVATION",1999,2,17,"1999-02-17","WGS84"
"60",4131,"Geranium lucidum",-2.912819,51.331034,"fpwktinv","GBR","PRESENT",707.1,"BRERC",NA,"HUMAN_OBSERVATION",1999,2,8,"1999-02-08","WGS84"
"61",4133,"Geranium lucidum",34.783747,31.839147,"cdround,gass84","ISR","PRESENT",1000,"INPA",NA,"OBSERVATION",1999,3,9,"1999-03-09","WGS84"
"62",4134,"Geranium lucidum",34.775947,31.926597,"cdround,gass84","ISR","PRESENT",1000,"INPA",NA,"OBSERVATION",1999,3,9,"1999-03-09","WGS84"
"63",4135,"Geranium lucidum",-4.576928,55.783757,"fpwktinv","GBR","PRESENT",707.1,"BSBI",NA,"HUMAN_OBSERVATION",1999,3,25,"1999-03-25","WGS84"
"64",4136,"Geranium lucidum",1.188305,52.144297,"fpwktinv","GBR","PRESENT",70.7,"BSBI",NA,"HUMAN_OBSERVATION",1999,3,9,"1999-03-09","WGS84"
"65",4138,"Geranium lucidum",35.421249,32.488946,"cdround,gass84","ISR","PRESENT",1000,"INPA",NA,"OBSERVATION",1999,4,11,"1999-04-11","WGS84"
"66",4140,"Geranium lucidum",35.39789,32.511527,"cdround,gass84","ISR","PRESENT",1000,"INPA",NA,"OBSERVATION",1999,4,11,"1999-04-11","WGS84"
"67",4142,"Geranium lucidum",-3.784242,55.887688,"fpwktinv","GBR","PRESENT",707.1,"BSBI",NA,"HUMAN_OBSERVATION",1999,4,29,"1999-04-29","WGS84"
"68",4143,"Geranium lucidum",-2.411606,51.459752,"fpwktinv","GBR","PRESENT",707.1,"BRERC",NA,"HUMAN_OBSERVATION",1999,4,3,"1999-04-03","WGS84"
"69",4144,"Geranium lucidum",-2.546141,51.456055,"fpwktinv","GBR","PRESENT",70.7,"BRERC",NA,"HUMAN_OBSERVATION",1999,4,27,"1999-04-27","WGS84"
"70",4145,"Geranium lucidum",11.2468,58.805145,"gass84","SWE","PRESENT",100,"F<U+FFFD>reningen Bohusl<U+FFFD>ns Flora",NA,"HUMAN_OBSERVATION",1999,4,29,"1999-04-29","WGS84"
"71",4146,"Geranium lucidum",-0.468713,52.115421,"fpwktinv","GBR","PRESENT",70.7,"BSBI",NA,"HUMAN_OBSERVATION",1999,4,24,"1999-04-24","WGS84"
"72",4150,"Geranium lucidum",16.603166,58.296814,"cdround,gass84","SWE","PRESENT",50,"L<U+FFFD>nsstyrelsen <U+FFFD>sterg<U+FFFD>tland",NA,"HUMAN_OBSERVATION",1999,5,4,"1991-08-15","WGS84"
"73",4151,"Geranium lucidum",-1.61,42.68,"incomis,inmafu","ESP","PRESENT",707,"UPNA",NA,"PRESERVED_SPECIMEN",1999,5,22,"1999-05-22","WGS84"
"74",4152,"Geranium lucidum",40.0595,43.597363,"cdround,diffown","RUS","PRESENT",500,"Moscow State University","https://plant.depo.msu.ru/open/public/item/MW0638740","PRESERVED_SPECIMEN",1999,5,9,"1999-05-09","WGS84"
"75",4153,"Geranium lucidum",6.9278,62.1323,"incomis,inmafu","NOR","PRESENT",71,"O",NA,"PRESERVED_SPECIMEN",1999,5,8,"1999-05-08","WGS84"
"76",4156,"Geranium lucidum",14.276035,57.829147,"cdround,gass84","SWE","PRESENT",50,"F<U+FFFD>reningen Sm<U+FFFD>lands flora",NA,"HUMAN_OBSERVATION",1999,5,8,"1999-05-08","WGS84"
"77",4158,"Geranium lucidum",-123.30235,44.58495,"cdrep","USA","PRESENT",805,"CHSC","https://cch2.org/portal/collections/individual/index.php?occid=2084370","PRESERVED_SPECIMEN",1999,5,16,"1999-05-16","WGS84"
"78",4159,"Geranium lucidum",-4.217059,56.186215,"fpwktinv","GBR","PRESENT",707.1,"BSBI",NA,"HUMAN_OBSERVATION",1999,5,1,"1999-05-01","WGS84"
"79",4160,"Geranium lucidum",-3.747791,56.849686,"fpwktinv","GBR","PRESENT",707.1,"BSBI",NA,"HUMAN_OBSERVATION",1999,5,24,"1999-05-24","WGS84"
"80",4161,"Geranium lucidum",2.24,41.49,"gass84,colmano,diffown","ESP","PRESENT",741,"BCN",NA,"PRESERVED_SPECIMEN",1999,5,5,"1999-05-05","WGS84"
"81",4163,"Geranium lucidum",-3.140388,52.821996,"fpwktinv","GBR","PRESENT",70.7,"SEDN",NA,"HUMAN_OBSERVATION",1999,5,17,"1999-05-17","WGS84"
"82",4165,"Geranium lucidum",0.769525,52.062253,"fpwktinv","GBR","PRESENT",70.7,"BSBI",NA,"HUMAN_OBSERVATION",1999,5,3,"1999-05-03","WGS84"
"83",4166,"Geranium lucidum",-2.341722,54.097959,"cdround","GBR","PRESENT",323,"BSBI",NA,"HUMAN_OBSERVATION",1999,5,26,"1999-05-26","WGS84"
"84",4168,"Geranium lucidum",-3.698284,50.538523,"fpwktinv","GBR","PRESENT",70.7,"BSBI",NA,"HUMAN_OBSERVATION",1999,5,26,"1999-05-26","WGS84"
"85",4170,"Geranium lucidum",-2.324863,51.406075,"fpwktinv","GBR","PRESENT",707.1,"BRERC",NA,"HUMAN_OBSERVATION",1999,5,1,"1999-05-01","WGS84"
"86",4171,"Geranium lucidum",-2.869765,51.331362,"fpwktinv","GBR","PRESENT",707.1,"BRERC",NA,"HUMAN_OBSERVATION",1999,5,16,"1999-05-16","WGS84"
"87",4172,"Geranium lucidum",-2.898116,51.313164,"fpwktinv","GBR","PRESENT",707.1,"BRERC",NA,"HUMAN_OBSERVATION",1999,5,30,"1999-05-30","WGS84"
"88",4173,"Geranium lucidum",-2.396822,51.414845,"fpwktinv","GBR","PRESENT",707.1,"BRERC",NA,"HUMAN_OBSERVATION",1999,5,2,"1999-05-02","WGS84"
"89",4174,"Geranium lucidum",-2.826225,51.304701,"fpwktinv","GBR","PRESENT",707.1,"BRERC",NA,"HUMAN_OBSERVATION",1999,5,12,"1999-05-12","WGS84"
"90",4175,"Geranium lucidum",-2.03,40.04,"gass84,osiic,colmafu,inmafu","ESP","PRESENT",707,"VAL",NA,"PRESERVED_SPECIMEN",1999,6,5,"1999-06-05","WGS84"
"91",4176,"Geranium lucidum",14.210036,55.698352,"gass84","SWE","PRESENT",100,"Lunds Botaniska f<U+FFFD>rening",NA,"HUMAN_OBSERVATION",1999,6,20,"1999-06-20","WGS84"
"92",4177,"Geranium lucidum",-4.13208,56.106828,"fpwktinv","GBR","PRESENT",707.1,"BSBI",NA,"HUMAN_OBSERVATION",1999,6,15,"1999-06-15","WGS84"
"93",4179,"Geranium lucidum",-2.682548,51.53087,"fpwktinv","GBR","PRESENT",70.7,"BRERC",NA,"HUMAN_OBSERVATION",1999,6,3,"1999-06-03","WGS84"
"94",4180,"Geranium lucidum",12.001196,58.268137,"gass84","SWE","PRESENT",100,"F<U+FFFD>reningen Bohusl<U+FFFD>ns Flora",NA,"HUMAN_OBSERVATION",1999,6,10,"1999-06-10","WGS84"
"95",4181,"Geranium lucidum",11.814697,58.291474,"gass84","SWE","PRESENT",100,"F<U+FFFD>reningen Bohusl<U+FFFD>ns Flora",NA,"HUMAN_OBSERVATION",1999,6,16,"1999-06-16","WGS84"
"96",4182,"Geranium lucidum",-2.321781,54.089926,"cdround","GBR","PRESENT",131,"BSBI",NA,"HUMAN_OBSERVATION",1999,6,8,"1999-06-08","WGS84"
"97",4183,"Geranium lucidum",-0.355523,51.817173,"cdround","GBR","PRESENT",500,"BSBI",NA,"HUMAN_OBSERVATION",1999,6,6,"1999-06-06","WGS84"
"98",4184,"Geranium lucidum",1.164862,51.978541,"fpwktinv","GBR","PRESENT",70.7,"BSBI",NA,"HUMAN_OBSERVATION",1999,6,1,"1999-06-01","WGS84"
"99",4186,"Geranium lucidum",15.097482,58.003449,"cdround,gass84","SWE","PRESENT",100,"ArtDatabanken",NA,"HUMAN_OBSERVATION",1999,7,16,"1999-07-16","WGS84"
"100",4189,"Geranium lucidum",12.116297,58.094484,"cdround,gass84","SWE","PRESENT",100,"ArtDatabanken",NA,"HUMAN_OBSERVATION",1999,7,8,"1999-07-08","WGS84"
"101",4190,"Geranium lucidum",-3.35538,56.31233,"fpwktinv","GBR","PRESENT",70.7,"BSBI",NA,"HUMAN_OBSERVATION",1999,7,1,"1999-07-01","WGS84"
"102",4191,"Geranium lucidum",-3.662193,56.192675,"fpwktinv","GBR","PRESENT",70.7,"BSBI",NA,"HUMAN_OBSERVATION",1999,7,8,"1999-07-08","WGS84"
"103",4192,"Geranium lucidum",-3.426061,56.862311,"fpwktinv","GBR","PRESENT",70.7,"BSBI",NA,"HUMAN_OBSERVATION",1999,7,25,"1999-07-25","WGS84"
"104",4194,"Geranium lucidum",-2.498552,51.513364,"fpwktinv","GBR","PRESENT",707.1,"BRERC",NA,"HUMAN_OBSERVATION",1999,7,14,"1999-07-14","WGS84"
"105",4196,"Geranium lucidum",11.60467,58.382713,"gass84","SWE","PRESENT",100,"F<U+FFFD>reningen Bohusl<U+FFFD>ns Flora",NA,"HUMAN_OBSERVATION",1999,7,29,"1999-07-29","WGS84"
"106",4197,"Geranium lucidum",-0.293238,51.814487,"fpwktinv","GBR","PRESENT",70.7,"BSBI",NA,"HUMAN_OBSERVATION",1999,7,25,"1999-07-25","WGS84"
"107",4198,"Geranium lucidum",-1.987006,53.970821,"cdround","GBR","PRESENT",368,"BSBI",NA,"HUMAN_OBSERVATION",1999,7,2,"1999-07-02","WGS84"
"108",4200,"Geranium lucidum",-2.569032,51.38716,"fpwktinv","GBR","PRESENT",707.1,"BRERC",NA,"HUMAN_OBSERVATION",1999,8,29,"1999-08-29","WGS84"
"109",4201,"Geranium lucidum",-2.4397,51.387717,"fpwktinv","GBR","PRESENT",707.1,"BRERC",NA,"HUMAN_OBSERVATION",1999,8,29,"1999-08-29","WGS84"
"110",4203,"Geranium lucidum",-7.808731,54.304141,"fpwktinv","GBR","PRESENT",707.1,"CEDaR",NA,"HUMAN_OBSERVATION",1999,9,25,"1999-09-25","WGS84"
"111",4204,"Geranium lucidum",-2.539975,51.360322,"fpwktinv","GBR","PRESENT",707.1,"BRERC",NA,"HUMAN_OBSERVATION",1999,9,4,"1999-09-04","WGS84"
"112",4205,"Geranium lucidum",14.628993,58.189849,"gass84","SWE","PRESENT",50,"L<U+FFFD>nsstyrelsen <U+FFFD>sterg<U+FFFD>tland",NA,"HUMAN_OBSERVATION",1999,10,6,"1978-05-03","WGS84"
"113",4206,"Geranium lucidum",14.698962,58.239717,"cdround,gass84","SWE","PRESENT",50,"L<U+FFFD>nsstyrelsen <U+FFFD>sterg<U+FFFD>tland",NA,"HUMAN_OBSERVATION",1999,10,6,"1978-05-03","WGS84"
"114",4207,"Geranium lucidum",15.301759,57.779522,"gass84","SWE","PRESENT",50,"L<U+FFFD>nsstyrelsen <U+FFFD>sterg<U+FFFD>tland",NA,"HUMAN_OBSERVATION",1999,10,7,"1978-05-20","WGS84"
"115",4208,"Geranium lucidum",15.08469,57.848016,"gass84","SWE","PRESENT",50,"L<U+FFFD>nsstyrelsen <U+FFFD>sterg<U+FFFD>tland",NA,"HUMAN_OBSERVATION",1999,10,7,"1978-05-20","WGS84"
"116",4210,"Geranium lucidum",-3.855466,56.156676,"fpwktinv","GBR","PRESENT",70.7,"BSBI",NA,"HUMAN_OBSERVATION",1999,10,1,"1999-10-01","WGS84"
"117",4212,"Geranium lucidum",-1.154583,51.718184,"fpwktinv","GBR","PRESENT",707.1,"BSBI",NA,"HUMAN_OBSERVATION",1999,10,10,"1999-10-10","WGS84"
"118",4213,"Geranium lucidum",18.459517,60.208736,"gass84","SWE","PRESENT",100,"ArtDatabanken",NA,"HUMAN_OBSERVATION",1999,12,31,"1999-01-01","WGS84"
"119",4216,"Geranium lucidum",14.317358,57.929318,"gass84","SWE","PRESENT",50,"F<U+FFFD>reningen Sm<U+FFFD>lands flora",NA,"HUMAN_OBSERVATION",1999,12,31,"1990-01-01","WGS84"
"120",4217,"Geranium lucidum",-2.831204,51.302418,"fpwktinv","GBR","PRESENT",70.7,"BRERC",NA,"HUMAN_OBSERVATION",1999,12,31,"1999-12-31","WGS84"
"121",4218,"Geranium lucidum",-2.25449,54.210968,"fpwktinv","GBR","PRESENT",707.1,"BSBI",NA,"HUMAN_OBSERVATION",1999,1,1,"1999-01-01","WGS84"
"122",4219,"Geranium lucidum",0.71915,52.241487,"fpwktinv","GBR","PRESENT",70.7,"BSBI",NA,"HUMAN_OBSERVATION",1999,1,1,"1999-01-01","WGS84"
"123",4220,"Geranium lucidum",-2.062805,51.635341,"fpwktinv","GBR","PRESENT",70.7,"BSBI",NA,"HUMAN_OBSERVATION",1999,1,1,"1999-01-01","WGS84"
"124",4224,"Geranium lucidum",-2.728384,51.467203,"fpwktinv","GBR","PRESENT",707.1,"BRERC",NA,"HUMAN_OBSERVATION",1998,2,22,"1998-02-22","WGS84"
"125",4225,"Geranium lucidum",35.31849,32.839849,"cdround,gass84","ISR","PRESENT",1000,"INPA",NA,"OBSERVATION",1998,3,15,"1998-03-15","WGS84"
"126",4227,"Geranium lucidum",-2.699045,51.431415,"fpwktinv","GBR","PRESENT",707.1,"BRERC",NA,"HUMAN_OBSERVATION",1998,3,8,"1998-03-08","WGS84"
"127",4229,"Geranium lucidum",-2.325118,51.442041,"fpwktinv","GBR","PRESENT",707.1,"BRERC",NA,"HUMAN_OBSERVATION",1998,3,28,"1998-03-28","WGS84"
"128",4230,"Geranium lucidum",15.110917,37.926807,"cdround,gass84,colmano,inmano","ITA","PRESENT",250,"naturgucker",NA,"HUMAN_OBSERVATION",1998,4,6,"1998-04-06","WGS84"
"129",4237,"Geranium lucidum",-7.747781,54.223176,"fpwktinv","GBR","PRESENT",707.1,"CEDaR",NA,"HUMAN_OBSERVATION",1998,4,13,"1998-04-13","WGS84"
"130",4238,"Geranium lucidum",-3.029977,52.41935,"fpwktinv","GBR","PRESENT",70.7,"SEDN",NA,"HUMAN_OBSERVATION",1998,4,9,"1998-04-09","WGS84"
"131",4240,"Geranium lucidum",-0.407545,51.862173,"fpwktinv","GBR","PRESENT",7.1,"BSBI",NA,"HUMAN_OBSERVATION",1998,4,19,"1998-04-19","WGS84"
"132",4241,"Geranium lucidum",-0.416624,52.120173,"fpwktinv","GBR","PRESENT",7.1,"BSBI",NA,"HUMAN_OBSERVATION",1998,4,23,"1998-04-23","WGS84"
"133",4242,"Geranium lucidum",9.336828523,58.87600456,"cdrep,incomis,inmafu","NOR","PRESENT",707,"O",NA,"PRESERVED_SPECIMEN",1998,5,3,"1998-05-03","WGS84"
"134",4243,"Geranium lucidum",-6.727,38.029,"gass84,osiic,colmano,inmafu","ESP","PRESENT",707,"COFC",NA,"PRESERVED_SPECIMEN",1998,5,20,"1998-05-20","WGS84"
"135",4246,"Geranium lucidum",0.005,40.59,"gass84,colmano,inmano","ESP","PRESENT",707,"BDBCV",NA,"HUMAN_OBSERVATION",1998,5,19,"1998-05-19","WGS84"
"136",4249,"Geranium lucidum",16.457657,57.281787,"gass84","SWE","PRESENT",50,"F<U+FFFD>reningen Sm<U+FFFD>lands flora",NA,"HUMAN_OBSERVATION",1998,5,24,"1998-05-24","WGS84"
"137",4251,"Geranium lucidum",9.389227,59.278443,"cdround,gass84","NOR","PRESENT",50,"nbf",NA,"HUMAN_OBSERVATION",1998,5,27,"1998-05-27","WGS84"
"138",4252,"Geranium lucidum",-3.872478,56.340636,"fpwktinv","GBR","PRESENT",70.7,"BSBI",NA,"HUMAN_OBSERVATION",1998,5,30,"1998-05-30","WGS84"
"139",4253,"Geranium lucidum",-3.77401,55.663171,"fpwktinv","GBR","PRESENT",707.1,"BSBI",NA,"HUMAN_OBSERVATION",1998,5,30,"1998-05-30","WGS84"
"140",4254,"Geranium lucidum",-4.206775,56.077207,"fpwktinv","GBR","PRESENT",70.7,"BSBI",NA,"HUMAN_OBSERVATION",1998,5,22,"1998-05-22","WGS84"
"141",4255,"Geranium lucidum",-4.243841,56.051374,"fpwktinv","GBR","PRESENT",70.7,"BSBI",NA,"HUMAN_OBSERVATION",1998,5,1,"1998-05-01","WGS84"
"142",4256,"Geranium lucidum",-2.512054,51.432381,"fpwktinv","GBR","PRESENT",707.1,"BRERC",NA,"HUMAN_OBSERVATION",1998,5,10,"1998-05-10","WGS84"
"143",4257,"Geranium lucidum",-2.395968,51.315939,"fpwktinv","GBR","PRESENT",707.1,"BRERC",NA,"HUMAN_OBSERVATION",1998,5,9,"1998-05-09","WGS84"
