"","fid","SciName","decimallon","decimallat","issues","countryCod","occurrence","coordinate","institutio","references","basisOfRec","year","month","day","eventDate","geodeticDa"
"391",4587,"Geranium lucidum",-3.548824,55.998707,"fpwktinv","GBR","PRESENT",707.1,"BSBI",NA,"HUMAN_OBSERVATION",1994,5,16,"1994-05-16","WGS84"
"392",4588,"Geranium lucidum",-2.424104,55.710753,"fpwktinv","GBR","PRESENT",70.7,"BSBI",NA,"HUMAN_OBSERVATION",1994,5,22,"1994-05-22","WGS84"
"393",4590,"Geranium lucidum",-3.150567,56.650429,"fpwktinv","GBR","PRESENT",70.7,"BSBI",NA,"HUMAN_OBSERVATION",1994,5,22,"1994-05-22","WGS84"
"394",4591,"Geranium lucidum",-2.714492,51.453351,"fpwktinv","GBR","PRESENT",70.7,"BRERC",NA,"HUMAN_OBSERVATION",1994,5,25,"1994-05-25","WGS84"
"395",4592,"Geranium lucidum",-0.071995,51.984164,"fpwktinv","GBR","PRESENT",707.1,"Hertfordshire Natural History Society Flora Group",NA,"HUMAN_OBSERVATION",1994,5,28,"1994-05-28","WGS84"
"396",4594,"Geranium lucidum",-0.270529,51.744467,"fpwktinv","GBR","PRESENT",707.1,"Hertfordshire Natural History Society Flora Group",NA,"HUMAN_OBSERVATION",1994,5,20,"1994-05-20","WGS84"
"397",4596,"Geranium lucidum",11.292802,58.503071,"cdround,gass84","SWE","PRESENT",100,"F<U+FFFD>reningen Bohusl<U+FFFD>ns Flora",NA,"HUMAN_OBSERVATION",1994,5,8,"1994-05-08","WGS84"
"398",4599,"Geranium lucidum",11.757806,58.315838,"cdround,gass84","SWE","PRESENT",100,"F<U+FFFD>reningen Bohusl<U+FFFD>ns Flora",NA,"HUMAN_OBSERVATION",1994,5,29,"1994-05-29","WGS84"
"399",4602,"Geranium lucidum",-0.065427,51.984506,"fpwktinv","GBR","PRESENT",70.7,"BSBI",NA,"HUMAN_OBSERVATION",1994,5,28,"1994-05-28","WGS84"
"400",4603,"Geranium lucidum",-1.734953,53.932332,"fpwktinv","GBR","PRESENT",707.1,"BSBI",NA,"HUMAN_OBSERVATION",1994,5,1,"1994-05-01","WGS84"
"401",4604,"Geranium lucidum",-0.268512,51.740391,"fpwktinv","GBR","PRESENT",70.7,"BSBI",NA,"HUMAN_OBSERVATION",1994,5,20,"1994-05-20","WGS84"
"402",4605,"Geranium lucidum",-0.076451,51.794954,"fpwktinv","GBR","PRESENT",70.7,"BSBI",NA,"HUMAN_OBSERVATION",1994,5,19,"1994-05-19","WGS84"
"403",4606,"Geranium lucidum",-2.039692,54.067432,"fpwktinv","GBR","PRESENT",707.1,"BSBI",NA,"HUMAN_OBSERVATION",1994,5,1,"1994-05-01","WGS84"
"404",4608,"Geranium lucidum",14.258994,56.149012,"cdround,gass84","SWE","PRESENT",100,"Lunds Botaniska f<U+FFFD>rening",NA,"HUMAN_OBSERVATION",1994,6,16,"1994-06-16","WGS84"
"405",4609,"Geranium lucidum",-5.156,43.076,"gass84,osiic,colmafu,inmafu","ESP","PRESENT",707,"LEB",NA,"PRESERVED_SPECIMEN",1994,6,19,"1994-06-19","WGS84"
"406",4610,"Geranium lucidum",-3.79,41.47,"gass84,osiic,colmafu,inmafu","ESP","PRESENT",707,"MAF",NA,"PRESERVED_SPECIMEN",1994,6,22,"1994-06-22","WGS84"
"407",4612,"Geranium lucidum",-3.793845,50.676491,"fpwktinv","GBR","PRESENT",70.7,"BSBI",NA,"HUMAN_OBSERVATION",1994,6,1,"1994-06-01","WGS84"
"408",4613,"Geranium lucidum",12.328191,58.279531,"cdround,gass84","SWE","PRESENT",100,"ArtDatabanken",NA,"HUMAN_OBSERVATION",1994,7,6,"1994-07-06","WGS84"
"409",4614,"Geranium lucidum",15.608435,58.368088,"gass84","SWE","PRESENT",250,"L<U+FFFD>nsstyrelsen <U+FFFD>sterg<U+FFFD>tland",NA,"HUMAN_OBSERVATION",1994,7,7,"1978-07-15","WGS84"
"410",4615,"Geranium lucidum",-0.179693,51.842008,"fpwktinv","GBR","PRESENT",707.1,"Hertfordshire Natural History Society Flora Group",NA,"HUMAN_OBSERVATION",1994,7,17,"1994-07-17","WGS84"
"411",4618,"Geranium lucidum",-3.786107,56.74177,"fpwktinv","GBR","PRESENT",70.7,"BSBI",NA,"HUMAN_OBSERVATION",1994,8,12,"1994-08-12","WGS84"
"412",4619,"Geranium lucidum",-7.818895,54.263281,"fpwktinv","GBR","PRESENT",70.7,"CEDaR",NA,"HUMAN_OBSERVATION",1994,8,26,"1994-08-26","WGS84"
"413",4620,"Geranium lucidum",-3.808919,50.626793,"fpwktinv","GBR","PRESENT",70.7,"BSBI",NA,"HUMAN_OBSERVATION",1994,8,3,"1994-08-03","WGS84"
"414",4623,"Geranium lucidum",-1.484035,51.83383,"fpwktinv","GBR","PRESENT",70.7,"BSBI",NA,"HUMAN_OBSERVATION",1994,11,5,"1994-11-05","WGS84"
"415",4624,"Geranium lucidum",14.629262,58.19918,"cdround,gass84","SWE","PRESENT",100,"ArtDatabanken",NA,"HUMAN_OBSERVATION",1994,12,31,"1994-01-01","WGS84"
"416",4625,"Geranium lucidum",14.928976,58.043657,"gass84","SWE","PRESENT",50,"F<U+FFFD>reningen Sm<U+FFFD>lands flora",NA,"HUMAN_OBSERVATION",1994,12,31,"1994-01-01","WGS84"
"417",4631,"Geranium lucidum",-0.085488,51.787009,"fpwktinv","GBR","PRESENT",70.7,"BSBI",NA,"HUMAN_OBSERVATION",1994,1,1,"1994-01-01","WGS84"
"418",4633,"Geranium lucidum",-0.02554,51.732063,"fpwktinv","GBR","PRESENT",70.7,"BSBI",NA,"HUMAN_OBSERVATION",1994,1,1,"1994-01-01","WGS84"
"419",4634,"Geranium lucidum",-0.082247,51.795049,"fpwktinv","GBR","PRESENT",70.7,"BSBI",NA,"HUMAN_OBSERVATION",1994,1,1,"1994-01-01","WGS84"
"420",4636,"Geranium lucidum",-0.157663,52.043533,"fpwktinv","GBR","PRESENT",70.7,"BSBI",NA,"HUMAN_OBSERVATION",1993,1,1,"1993-01-01","WGS84"
"421",4637,"Geranium lucidum",-6.61,38.37,NA,"ESP","PRESENT",550,"CICYTEX",NA,"PRESERVED_SPECIMEN",1993,1,1,"1993-01-01","WGS84"
"422",4638,"Geranium lucidum",2.28,41.67,"gass84,colmano,diffown","ESP","PRESENT",500,"BCN",NA,"PRESERVED_SPECIMEN",1993,3,10,"1993-03-10","WGS84"
"423",4639,"Geranium lucidum",-6.823,42.625,"gass84,osiic,colmafu,inmafu","ESP","PRESENT",707,"LEB",NA,"PRESERVED_SPECIMEN",1993,4,14,"1993-04-14","WGS84"
"424",4640,"Geranium lucidum",-3.292923,52.082755,"fpwktinv","GBR","PRESENT",707.1,"BIS",NA,"HUMAN_OBSERVATION",1993,4,16,"1993-04-16","WGS84"
"425",4641,"Geranium lucidum",-2.81027,55.951863,"fpwktinv","GBR","PRESENT",707.1,"BSBI",NA,"HUMAN_OBSERVATION",1993,4,9,"1993-04-09","WGS84"
"426",4642,"Geranium lucidum",-4.122944,55.102634,"fpwktinv","GBR","PRESENT",70.7,"BSBI",NA,"HUMAN_OBSERVATION",1993,4,21,"1993-04-21","WGS84"
"427",4643,"Geranium lucidum",-7.732567,54.205176,"fpwktinv","GBR","PRESENT",707.1,"CEDaR",NA,"HUMAN_OBSERVATION",1993,4,14,"1993-04-14","WGS84"
"428",4644,"Geranium lucidum",-5.2039,36.49042,"gass84,osiic,colmano,inmafu","ESP","PRESENT",500,"MGC",NA,"PRESERVED_SPECIMEN",1993,5,20,"1993-05-20","WGS84"
"429",4646,"Geranium lucidum",13.877318,58.828644,"cdround,gass84","SWE","PRESENT",100,"ArtDatabanken",NA,"HUMAN_OBSERVATION",1993,5,23,"1993-05-23","WGS84"
"430",4647,"Geranium lucidum",9.32666,58.872086,"cdround,gass84","NOR","PRESENT",25,"nbf",NA,"HUMAN_OBSERVATION",1993,5,15,"1993-05-15","WGS84"
"431",4648,"Geranium lucidum",-3.659469,55.961323,"fpwktinv","GBR","PRESENT",707.1,"BSBI",NA,"HUMAN_OBSERVATION",1993,5,23,"1993-05-23","WGS84"
"432",4649,"Geranium lucidum",11.83092,58.267084,"cdround,gass84","SWE","PRESENT",100,"F<U+FFFD>reningen Bohusl<U+FFFD>ns Flora",NA,"HUMAN_OBSERVATION",1993,5,24,"1993-05-24","WGS84"
"433",4656,"Geranium lucidum",0.82386,52.252516,"fpwktinv","GBR","PRESENT",70.7,"BSBI",NA,"HUMAN_OBSERVATION",1993,5,1,"1993-05-01","WGS84"
"434",4657,"Geranium lucidum",13.691241,58.499748,"cdround,gass84","SWE","PRESENT",100,"ArtDatabanken",NA,"HUMAN_OBSERVATION",1993,6,13,"1993-06-13","WGS84"
"435",4661,"Geranium lucidum",6.0923,60.6718,"incomis,inmafu","NOR","PRESENT",71,"BG",NA,"PRESERVED_SPECIMEN",1993,6,9,"1993-06-09","WGS84"
"436",4662,"Geranium lucidum",-0.33,40.42,"gass84,colmano,inmano","ESP","PRESENT",707,"BDBCV",NA,"HUMAN_OBSERVATION",1993,6,20,"1993-06-20","WGS84"
"437",4664,"Geranium lucidum",-7.839172,54.376054,"fpwktinv","GBR","PRESENT",707.1,"CEDaR",NA,"HUMAN_OBSERVATION",1993,6,13,"1993-06-13","WGS84"
"438",4665,"Geranium lucidum",-0.12,40.46,"gass84,colmano,inmano","ESP","PRESENT",707,"BDBCV",NA,"HUMAN_OBSERVATION",1993,7,11,"1993-07-11","WGS84"
"439",4666,"Geranium lucidum",7.817188417,58.68238176,"cdrep,incomis,inmafu","NOR","PRESENT",707,"O",NA,"PRESERVED_SPECIMEN",1993,7,8,"1993-07-08","WGS84"
"440",4669,"Geranium lucidum",16.182728,57.311641,"gass84","SWE","PRESENT",50,"F<U+FFFD>reningen Sm<U+FFFD>lands flora",NA,"HUMAN_OBSERVATION",1993,7,26,"1993-07-26","WGS84"
"441",4671,"Geranium lucidum",-2.682014,55.943655,"fpwktinv","GBR","PRESENT",707.1,"BSBI",NA,"HUMAN_OBSERVATION",1993,7,17,"1993-07-17","WGS84"
"442",4677,"Geranium lucidum",6.577,59.9952,"incomis,inmafu","NOR","PRESENT",71,"BG",NA,"PRESERVED_SPECIMEN",1993,8,1,"1993-08-01","WGS84"
"443",4679,"Geranium lucidum",16.426036,57.274761,"cdround,gass84","SWE","PRESENT",50,"F<U+FFFD>reningen Sm<U+FFFD>lands flora",NA,"HUMAN_OBSERVATION",1993,8,29,"1993-08-29","WGS84"
"444",4680,"Geranium lucidum",-2.498307,51.292619,"fpwktinv","GBR","PRESENT",70.7,"BRERC",NA,"HUMAN_OBSERVATION",1993,8,12,"1993-08-12","WGS84"
"445",4681,"Geranium lucidum",11.990757,57.456049,"gass84","SWE","PRESENT",250,"Hallands botaniska f<U+FFFD>rening",NA,"HUMAN_OBSERVATION",1993,9,1,"1990-05-01","WGS84"
"446",4682,"Geranium lucidum",12.109685,57.401183,"gass84","SWE","PRESENT",250,"Hallands botaniska f<U+FFFD>rening",NA,"HUMAN_OBSERVATION",1993,9,18,"1993-09-18","WGS84"
"447",4683,"Geranium lucidum",-7.805092,54.261463,"fpwktinv","GBR","PRESENT",70.7,"CEDaR",NA,"HUMAN_OBSERVATION",1993,9,11,"1993-09-11","WGS84"
"448",4686,"Geranium lucidum",-7.864383,54.430434,"fpwktinv","GBR","PRESENT",70.7,"CEDaR",NA,"HUMAN_OBSERVATION",1993,10,17,"1993-10-17","WGS84"
"449",4687,"Geranium lucidum",-0.205872,51.859045,"fpwktinv","GBR","PRESENT",70.7,"BSBI",NA,"HUMAN_OBSERVATION",1993,10,12,"1993-10-12","WGS84"
"450",4688,"Geranium lucidum",15.057489,57.971586,"gass84","SWE","PRESENT",100,"ArtDatabanken",NA,"HUMAN_OBSERVATION",1993,12,31,"1993-01-01","WGS84"
"451",4689,"Geranium lucidum",16.425722,57.058349,"gass84","SWE","PRESENT",50,"F<U+FFFD>reningen Sm<U+FFFD>lands flora",NA,"HUMAN_OBSERVATION",1993,12,31,"1993-01-01","WGS84"
"452",4690,"Geranium lucidum",14.705376,56.658994,"cdround,gass84","SWE","PRESENT",50,"F<U+FFFD>reningen Sm<U+FFFD>lands flora",NA,"HUMAN_OBSERVATION",1993,12,31,"1993-01-01","WGS84"
"453",4692,"Geranium lucidum",14.412157,57.835207,"cdround,gass84","SWE","PRESENT",50,"F<U+FFFD>reningen Sm<U+FFFD>lands flora",NA,"HUMAN_OBSERVATION",1993,12,31,"1993-01-01","WGS84"
"454",4694,"Geranium lucidum",0.819032,52.014313,"fpwktinv","GBR","PRESENT",70.7,"BSBI",NA,"HUMAN_OBSERVATION",1993,1,1,"1993-01-01","WGS84"
"455",4696,"Geranium lucidum",1.353063,52.119037,"fpwktinv","GBR","PRESENT",70.7,"BSBI",NA,"HUMAN_OBSERVATION",1993,1,1,"1993-01-01","WGS84"
"456",4697,"Geranium lucidum",-2.737002,51.331823,"fpwktinv","GBR","PRESENT",70.7,"BRERC",NA,"HUMAN_OBSERVATION",1992,1,26,"1992-01-26","WGS84"
"457",4699,"Geranium lucidum",-7.77825,54.259171,"fpwktinv","GBR","PRESENT",707.1,"CEDaR",NA,"HUMAN_OBSERVATION",1992,3,17,"1992-03-17","WGS84"
"458",4700,"Geranium lucidum",-1.429582,51.778733,"fpwktinv","GBR","PRESENT",70.7,"BSBI",NA,"HUMAN_OBSERVATION",1992,3,21,"1992-03-21","WGS84"
"459",4701,"Geranium lucidum",13.218503,58.675205,"cdround,gass84","SWE","PRESENT",100,"ArtDatabanken",NA,"HUMAN_OBSERVATION",1992,4,12,"1992-04-12","WGS84"
"460",4702,"Geranium lucidum",16.352177,56.987749,"gass84","SWE","PRESENT",50,"F<U+FFFD>reningen Sm<U+FFFD>lands flora",NA,"HUMAN_OBSERVATION",1992,4,30,"1992-04-30","WGS84"
"461",4703,"Geranium lucidum",15.934927,57.152308,"cdround,gass84","SWE","PRESENT",50,"F<U+FFFD>reningen Sm<U+FFFD>lands flora",NA,"HUMAN_OBSERVATION",1992,4,3,"1992-04-03","WGS84"
"462",4704,"Geranium lucidum",-2.742633,51.458122,"fpwktinv","GBR","PRESENT",707.1,"BRERC",NA,"HUMAN_OBSERVATION",1992,4,14,"1992-04-14","WGS84"
"463",4705,"Geranium lucidum",-2.295704,51.34321,"fpwktinv","GBR","PRESENT",707.1,"BRERC",NA,"HUMAN_OBSERVATION",1992,4,20,"1992-04-20","WGS84"
"464",4706,"Geranium lucidum",-0.153985,51.760678,"fpwktinv","GBR","PRESENT",707.1,"Hertfordshire Natural History Society Flora Group",NA,"HUMAN_OBSERVATION",1992,4,1,"1992-04-01","WGS84"
"465",4707,"Geranium lucidum",-1.640215,51.721123,"fpwktinv","GBR","PRESENT",70.7,"BSBI",NA,"HUMAN_OBSERVATION",1992,4,10,"1992-04-10","WGS84"
"466",4708,"Geranium lucidum",-1.632817,51.740881,"fpwktinv","GBR","PRESENT",70.7,"BSBI",NA,"HUMAN_OBSERVATION",1992,4,10,"1992-04-10","WGS84"
"467",4709,"Geranium lucidum",-1.657471,51.73646,"fpwktinv","GBR","PRESENT",70.7,"BSBI",NA,"HUMAN_OBSERVATION",1992,4,10,"1992-04-10","WGS84"
"468",4710,"Geranium lucidum",13.676114,58.692574,"gass84","SWE","PRESENT",100,"ArtDatabanken",NA,"HUMAN_OBSERVATION",1992,5,23,"1992-05-23","WGS84"
"469",4711,"Geranium lucidum",14.382674,56.154991,"gass84","SWE","PRESENT",100,"Lunds Botaniska f<U+FFFD>rening",NA,"HUMAN_OBSERVATION",1992,5,1,"1992-05-01","WGS84"
"470",4712,"Geranium lucidum",-6.53,42.331,"gass84,osiic,colmafu,inmafu","ESP","PRESENT",707,"LEB",NA,"PRESERVED_SPECIMEN",1992,5,9,"1992-05-09","WGS84"
"471",4713,"Geranium lucidum",-6.685,42.416,"gass84,osiic,colmafu,inmafu","ESP","PRESENT",707,"LEB",NA,"PRESERVED_SPECIMEN",1992,5,2,"1992-05-02","WGS84"
"472",4714,"Geranium lucidum",16.019073,57.132437,"cdround,gass84","SWE","PRESENT",50,"F<U+FFFD>reningen Sm<U+FFFD>lands flora",NA,"HUMAN_OBSERVATION",1992,5,18,"1992-05-18","WGS84"
"473",4715,"Geranium lucidum",-3.305068,55.902687,"fpwktinv","GBR","PRESENT",707.1,"BSBI",NA,"HUMAN_OBSERVATION",1992,5,1,"1992-05-01","WGS84"
"474",4716,"Geranium lucidum",-2.42813,51.302788,"fpwktinv","GBR","PRESENT",70.7,"BRERC",NA,"HUMAN_OBSERVATION",1992,5,19,"1992-05-19","WGS84"
"475",4717,"Geranium lucidum",-2.726814,51.368304,"fpwktinv","GBR","PRESENT",707.1,"BRERC",NA,"HUMAN_OBSERVATION",1992,5,8,"1992-05-08","WGS84"
"476",4719,"Geranium lucidum",-2.799885,51.439762,"fpwktinv","GBR","PRESENT",707.1,"BRERC",NA,"HUMAN_OBSERVATION",1992,5,21,"1992-05-21","WGS84"
"477",4722,"Geranium lucidum",-2.700284,51.512332,"fpwktinv","GBR","PRESENT",707.1,"BRERC",NA,"HUMAN_OBSERVATION",1992,5,1,"1992-05-01","WGS84"
"478",4723,"Geranium lucidum",-2.42667,51.53163,"fpwktinv","GBR","PRESENT",707.1,"BRERC",NA,"HUMAN_OBSERVATION",1992,5,16,"1992-05-16","WGS84"
"479",4725,"Geranium lucidum",-2.740742,51.341241,"fpwktinv","GBR","PRESENT",707.1,"BRERC",NA,"HUMAN_OBSERVATION",1992,5,20,"1992-05-20","WGS84"
"480",4727,"Geranium lucidum",-7.870642,54.399898,"fpwktinv","GBR","PRESENT",70.7,"CEDaR",NA,"HUMAN_OBSERVATION",1992,5,30,"1992-05-30","WGS84"
"481",4728,"Geranium lucidum",-3.577642,50.390925,"fpwktinv","GBR","PRESENT",70.7,"BSBI",NA,"HUMAN_OBSERVATION",1992,5,23,"1992-05-23","WGS84"
"482",4729,"Geranium lucidum",-2.51,38.51,"gass84,osiic","ESP","PRESENT",707,"COA",NA,"PRESERVED_SPECIMEN",1992,6,9,"1992-06-09","WGS84"
"483",4730,"Geranium lucidum",14.091656,57.885209,"gass84","SWE","PRESENT",100,"ArtDatabanken",NA,"HUMAN_OBSERVATION",1992,6,12,"1992-06-12","WGS84"
"484",4731,"Geranium lucidum",-2.525304,51.333414,"fpwktinv","GBR","PRESENT",707.1,"BRERC",NA,"HUMAN_OBSERVATION",1992,6,1,"1992-06-01","WGS84"
"485",4732,"Geranium lucidum",-2.77172,51.475917,"fpwktinv","GBR","PRESENT",707.1,"BRERC",NA,"HUMAN_OBSERVATION",1992,6,22,"1992-06-22","WGS84"
"486",4734,"Geranium lucidum",-2.468166,51.360631,"fpwktinv","GBR","PRESENT",707.1,"BRERC",NA,"HUMAN_OBSERVATION",1992,6,27,"1992-06-27","WGS84"
"487",4735,"Geranium lucidum",-0.07,40.42,"gass84,osiic,colmafu,inmafu","ESP","PRESENT",707,"VAL",NA,"PRESERVED_SPECIMEN",1992,7,18,"1992-07-18","WGS84"
"488",4736,"Geranium lucidum",16.322973,57.254572,"gass84","SWE","PRESENT",50,"F<U+FFFD>reningen Sm<U+FFFD>lands flora",NA,"HUMAN_OBSERVATION",1992,7,31,"1992-07-01","WGS84"
"489",4737,"Geranium lucidum",-2.482433,51.351582,"fpwktinv","GBR","PRESENT",707.1,"BRERC",NA,"HUMAN_OBSERVATION",1992,7,18,"1992-07-18","WGS84"
"490",4739,"Geranium lucidum",-2.927715,51.357893,"fpwktinv","GBR","PRESENT",707.1,"BRERC",NA,"HUMAN_OBSERVATION",1992,7,29,"1992-07-29","WGS84"
"491",4742,"Geranium lucidum",-2.670673,51.458556,"fpwktinv","GBR","PRESENT",707.1,"BRERC",NA,"HUMAN_OBSERVATION",1992,7,1,"1992-07-01","WGS84"
"492",4743,"Geranium lucidum",-2.347128,54.195908,"fpwktinv","GBR","PRESENT",70.7,"BSBI",NA,"HUMAN_OBSERVATION",1992,7,8,"1992-07-08","WGS84"
"493",4744,"Geranium lucidum",-2.324736,51.388092,"fpwktinv","GBR","PRESENT",707.1,"BRERC",NA,"HUMAN_OBSERVATION",1992,8,19,"1992-08-19","WGS84"
"494",4746,"Geranium lucidum",-7.838436,54.367518,"fpwktinv","GBR","PRESENT",70.7,"CEDaR",NA,"HUMAN_OBSERVATION",1992,8,18,"1992-08-18","WGS84"
"495",4747,"Geranium lucidum",17.197141,58.993897,"cdround,gass84","SWE","PRESENT",25,"ArtDatabanken",NA,"HUMAN_OBSERVATION",1992,8,15,"1992-08-01","WGS84"
"496",4748,"Geranium lucidum",13.853908,56.172018,"gass84","SWE","PRESENT",100,"Lunds Botaniska f<U+FFFD>rening",NA,"HUMAN_OBSERVATION",1992,9,7,"1992-09-07","WGS84"
"497",4749,"Geranium lucidum",-5.419397,56.293639,"fpwktinv","GBR","PRESENT",707.1,"BSBI",NA,"HUMAN_OBSERVATION",1992,9,28,"1992-09-28","WGS84"
"498",4750,"Geranium lucidum",-2.926445,51.294959,"fpwktinv","GBR","PRESENT",707.1,"BRERC",NA,"HUMAN_OBSERVATION",1992,9,22,"1992-09-22","WGS84"
"499",4751,"Geranium lucidum",15.060417,56.184738,"cdround,gass84","SWE","PRESENT",50,"ArtDatabanken",NA,"HUMAN_OBSERVATION",1992,10,2,"1992-10-02","WGS84"
"500",4754,"Geranium lucidum",16.227374,57.00709,"cdround,gass84","SWE","PRESENT",50,"F<U+FFFD>reningen Sm<U+FFFD>lands flora",NA,"HUMAN_OBSERVATION",1992,12,31,"1988-01-01","WGS84"
"501",4755,"Geranium lucidum",15.814266,56.931467,"cdround,gass84","SWE","PRESENT",50,"F<U+FFFD>reningen Sm<U+FFFD>lands flora",NA,"HUMAN_OBSERVATION",1992,12,31,"1988-01-01","WGS84"
"502",4756,"Geranium lucidum",17.501697,59.475695,"gass84","SWE","PRESENT",100,"ArtDatabanken",NA,"HUMAN_OBSERVATION",1992,12,31,"1992-01-01","WGS84"
"503",4757,"Geranium lucidum",17.533075,59.468098,"cdround,gass84","SWE","PRESENT",100,"ArtDatabanken",NA,"HUMAN_OBSERVATION",1992,12,31,"1992-01-01","WGS84"
"504",4758,"Geranium lucidum",17.522727,59.472725,"cdround,gass84","SWE","PRESENT",100,"ArtDatabanken",NA,"HUMAN_OBSERVATION",1992,12,31,"1992-01-01","WGS84"
"505",4760,"Geranium lucidum",15.785214,56.150207,"gass84","SWE","PRESENT",100,"F<U+FFFD>reningen Blekinges flora",NA,"HUMAN_OBSERVATION",1992,12,31,"1990-01-01","WGS84"
"506",4761,"Geranium lucidum",-2.71231,51.359401,"fpwktinv","GBR","PRESENT",707.1,"BRERC",NA,"HUMAN_OBSERVATION",1992,12,31,"1992-12-31","WGS84"
"507",4762,"Geranium lucidum",-2.425664,51.423735,"fpwktinv","GBR","PRESENT",707.1,"BRERC",NA,"HUMAN_OBSERVATION",1992,12,31,"1992-12-31","WGS84"
"508",4769,"Geranium lucidum",-2.912284,51.304062,"fpwktinv","GBR","PRESENT",707.1,"BRERC",NA,"HUMAN_OBSERVATION",1992,12,31,"1992-12-31","WGS84"
"509",4770,"Geranium lucidum",-0.62,40.03,"gass84,colmano,inmano","ESP","PRESENT",707,"BDBCV",NA,"HUMAN_OBSERVATION",1992,1,1,"1992-01-01","WGS84"
"510",4771,"Geranium lucidum",-0.6,40.01,"gass84,colmano,inmano","ESP","PRESENT",707,"BDBCV",NA,"HUMAN_OBSERVATION",1992,1,1,"1992-01-01","WGS84"
"511",4772,"Geranium lucidum",-0.36097,51.646851,"fpwktinv","GBR","PRESENT",707.1,"Hertfordshire Natural History Society Flora Group",NA,"HUMAN_OBSERVATION",1992,1,1,"1992-01-01","WGS84"
"512",4773,"Geranium lucidum",-0.007597,51.794257,"fpwktinv","GBR","PRESENT",707.1,"Hertfordshire Natural History Society Flora Group",NA,"HUMAN_OBSERVATION",1992,1,1,"1992-01-01","WGS84"
"513",4775,"Geranium lucidum",-3.049331,52.861493,"fpwktinv","GBR","PRESENT",70.7,"SEDN",NA,"HUMAN_OBSERVATION",1992,1,1,"1992-01-01","WGS84"
"514",4776,"Geranium lucidum",0.932692,52.302921,"fpwktinv","GBR","PRESENT",70.7,"BSBI",NA,"HUMAN_OBSERVATION",1992,1,1,"1992-01-01","WGS84"
"515",4778,"Geranium lucidum",-1.948035,54.049452,"fpwktinv","GBR","PRESENT",707.1,"BSBI",NA,"HUMAN_OBSERVATION",1992,1,1,"1992-01-01","WGS84"
"516",4779,"Geranium lucidum",-0.012768,51.792097,"fpwktinv","GBR","PRESENT",70.7,"BSBI",NA,"HUMAN_OBSERVATION",1992,1,1,"1992-01-01","WGS84"
"517",4780,"Geranium lucidum",-2.024418,54.076423,"fpwktinv","GBR","PRESENT",707.1,"BSBI",NA,"HUMAN_OBSERVATION",1992,1,1,"1992-01-01","WGS84"
"518",4781,"Geranium lucidum",-3.113567,52.817756,"fpwktinv","GBR","PRESENT",70.7,"SEDN",NA,"HUMAN_OBSERVATION",1991,1,22,"1991-01-22","WGS84"
"519",4782,"Geranium lucidum",-2.193243,54.229057,"fpwktinv","GBR","PRESENT",707.1,"BSBI",NA,"HUMAN_OBSERVATION",1991,3,1,"1991-03-01","WGS84"
"520",4783,"Geranium lucidum",-1.963301,54.058445,"fpwktinv","GBR","PRESENT",707.1,"BSBI",NA,"HUMAN_OBSERVATION",1991,3,1,"1991-03-01","WGS84"
"521",4784,"Geranium lucidum",35.381919,33.045358,"cdround,gass84","ISR","PRESENT",1000,"INPA",NA,"OBSERVATION",1991,4,28,"1991-04-28","WGS84"
"522",4785,"Geranium lucidum",14.259686,55.649586,"cdround,gass84","SWE","PRESENT",100,"Lunds Botaniska f<U+FFFD>rening",NA,"HUMAN_OBSERVATION",1991,4,7,"1991-04-07","WGS84"
"523",4786,"Geranium lucidum",14.239447,55.678968,"cdround,gass84","SWE","PRESENT",100,"Lunds Botaniska f<U+FFFD>rening",NA,"HUMAN_OBSERVATION",1991,4,13,"1991-04-13","WGS84"
"524",4787,"Geranium lucidum",-6.572,42.503,"gass84,osiic,colmafu,inmafu","ESP","PRESENT",707,"LEB",NA,"PRESERVED_SPECIMEN",1991,4,16,"1991-04-16","WGS84"
"525",4788,"Geranium lucidum",15.323884,56.371102,"gass84","SWE","PRESENT",100,"F<U+FFFD>reningen Blekinges flora",NA,"HUMAN_OBSERVATION",1991,4,28,"1991-04-28","WGS84"
"526",4790,"Geranium lucidum",-7.854496,54.39404,"fpwktinv","GBR","PRESENT",707.1,"CEDaR",NA,"HUMAN_OBSERVATION",1991,4,7,"1991-04-07","WGS84"
"527",4791,"Geranium lucidum",-1.089481,51.752315,"fpwktinv","GBR","PRESENT",70.7,"BSBI",NA,"HUMAN_OBSERVATION",1991,4,13,"1991-04-13","WGS84"
"528",4792,"Geranium lucidum",-0.19,38.59,"gass84,osiic,colmafu,inmafu","ESP","PRESENT",707,"ABH",NA,"PRESERVED_SPECIMEN",1991,5,16,"1991-05-16","WGS84"
"529",4794,"Geranium lucidum",12.284506,57.33161,"cdround,gass84","SWE","PRESENT",250,"Hallands botaniska f<U+FFFD>rening",NA,"HUMAN_OBSERVATION",1991,5,12,"1981-07-01","WGS84"
"530",4795,"Geranium lucidum",16.337238,57.324554,"cdround,gass84","SWE","PRESENT",50,"F<U+FFFD>reningen Sm<U+FFFD>lands flora",NA,"HUMAN_OBSERVATION",1991,5,19,"1991-05-19","WGS84"
"531",4797,"Geranium lucidum",-5.386912,56.474337,"fpwktinv","GBR","PRESENT",707.1,"BSBI",NA,"HUMAN_OBSERVATION",1991,5,5,"1991-05-05","WGS84"
