"","field_1","species","decimallon","decimallat","issues","countryCod","individual","occurrence","coordinate","institutio","gbifID","references","basisOfRec","year","month","day","eventDate","geodeticDa"
"421",13493,"Pilosella officinarum",10.5683,60.3862,"incomis,inmafu","NOR",NA,"PRESENT",71,"O",1702023845,NA,"PRESERVED_SPECIMEN",1999,6,20,"00:00.0","WGS84"
"422",13494,"Pilosella officinarum",8.4432,60.5922,"incomis,inmafu","NOR",NA,"PRESENT",707,"O",1702164834,NA,"PRESERVED_SPECIMEN",1999,6,29,"00:00.0","WGS84"
"423",13495,"Pilosella officinarum",10.7376,59.7478,"incomis,inmafu","NOR",NA,"PRESENT",180,"O",1702191875,NA,"PRESERVED_SPECIMEN",1999,6,14,"00:00.0","WGS84"
"424",13496,"Pilosella officinarum",7.411173,62.349944,"cdround,gass84","NOR",NA,"PRESENT",150,"nbf",1883021297,NA,"HUMAN_OBSERVATION",1999,6,22,"00:00.0","WGS84"
"425",13498,"Pilosella officinarum",14.108113,57.677037,"cdround,gass84","SWE",NA,"PRESENT",50,"F<U+FFFD>reningen Sm<U+FFFD>lands flora",2246337531,NA,"HUMAN_OBSERVATION",1999,6,25,"00:00.0","WGS84"
"426",13501,"Pilosella officinarum",14.081308,57.676677,"cdround,gass84","SWE",NA,"PRESENT",50,"F<U+FFFD>reningen Sm<U+FFFD>lands flora",2246337895,NA,"HUMAN_OBSERVATION",1999,6,15,"00:00.0","WGS84"
"427",13509,"Pilosella officinarum",14.092824,57.681322,"gass84","SWE",NA,"PRESENT",50,"F<U+FFFD>reningen Sm<U+FFFD>lands flora",2246339516,NA,"HUMAN_OBSERVATION",1999,6,18,"00:00.0","WGS84"
"428",13510,"Pilosella officinarum",14.113099,57.678003,"cdround,gass84","SWE",NA,"PRESENT",50,"F<U+FFFD>reningen Sm<U+FFFD>lands flora",2246339766,NA,"HUMAN_OBSERVATION",1999,6,25,"00:00.0","WGS84"
"429",13511,"Pilosella officinarum",14.09542,57.697522,"cdround,gass84","SWE",NA,"PRESENT",50,"F<U+FFFD>reningen Sm<U+FFFD>lands flora",2246341448,NA,"HUMAN_OBSERVATION",1999,6,18,"00:00.0","WGS84"
"430",13512,"Pilosella officinarum",14.108949,57.695011,"gass84","SWE",NA,"PRESENT",50,"F<U+FFFD>reningen Sm<U+FFFD>lands flora",2246342352,NA,"HUMAN_OBSERVATION",1999,6,18,"00:00.0","WGS84"
"431",13513,"Pilosella officinarum",14.113315,57.70944,"gass84","SWE",NA,"PRESENT",50,"F<U+FFFD>reningen Sm<U+FFFD>lands flora",2246343089,NA,"HUMAN_OBSERVATION",1999,6,18,"00:00.0","WGS84"
"432",13515,"Pilosella officinarum",14.093363,57.705576,"gass84","SWE",NA,"PRESENT",50,"F<U+FFFD>reningen Sm<U+FFFD>lands flora",2246343463,NA,"HUMAN_OBSERVATION",1999,6,18,"00:00.0","WGS84"
"433",13517,"Pilosella officinarum",-91.225054,47.493797,"ambinst","USA",NA,"PRESENT",800,"MIN",2265486090,"https://bellatlas.umn.edu:443/collections/individual/index.php?occid=4259","PRESERVED_SPECIMEN",1999,6,17,"00:00.0","WGS84"
"434",13518,"Pilosella officinarum",15.96417,49.64583,"colmano,inmafu","CZE",NA,"PRESENT",100,"BRNU",2382518336,NA,"PRESERVED_SPECIMEN",1999,6,3,"00:00.0","WGS84"
"435",13519,"Pilosella officinarum",16.49889,49.50583,"colmano,inmafu","CZE",NA,"PRESENT",200,"BRNU",2382528331,NA,"PRESERVED_SPECIMEN",1999,6,20,"00:00.0","WGS84"
"436",13520,"Pilosella officinarum",14.24778,49.94778,"colmano,inmafu","CZE",NA,"PRESENT",1000,"BRNU",2382559601,NA,"PRESERVED_SPECIMEN",1999,6,5,"00:00.0","WGS84"
"437",13521,"Pilosella officinarum",10.974224,60.834922,"cdround,gass84","NOR",NA,"PRESENT",1,"nbf",2400960372,NA,"HUMAN_OBSERVATION",1999,6,4,"00:00.0","WGS84"
"438",13525,"Pilosella officinarum",11.444226,63.772772,"cdround","NOR",1,"PRESENT",1000,"NTNU-VM",2466013862,NA,"HUMAN_OBSERVATION",1999,6,21,"00:00.0","WGS84"
"439",13527,"Pilosella officinarum",11.514902,58.441037,"cdround,gass84","SWE",NA,"PRESENT",100,"F<U+FFFD>reningen Bohusl<U+FFFD>ns Flora",2994030841,NA,"HUMAN_OBSERVATION",1999,6,26,"00:00.0","WGS84"
"440",13528,"Pilosella officinarum",11.771937,58.546551,"cdround,gass84","SWE",NA,"PRESENT",100,"F<U+FFFD>reningen Bohusl<U+FFFD>ns Flora",3000554782,NA,"HUMAN_OBSERVATION",1999,6,14,"00:00.0","WGS84"
"441",13530,"Pilosella officinarum",11.612064,58.613873,"cdround,gass84","SWE",NA,"PRESENT",100,"F<U+FFFD>reningen Bohusl<U+FFFD>ns Flora",3000587690,NA,"HUMAN_OBSERVATION",1999,6,8,"00:00.0","WGS84"
"442",13531,"Pilosella officinarum",11.755956,58.623884,"cdround,gass84","SWE",NA,"PRESENT",100,"F<U+FFFD>reningen Bohusl<U+FFFD>ns Flora",3000696709,NA,"HUMAN_OBSERVATION",1999,6,8,"00:00.0","WGS84"
"443",13532,"Pilosella officinarum",11.705578,58.433265,"cdround,gass84","SWE",NA,"PRESENT",100,"ArtDatabanken",3000756681,NA,"HUMAN_OBSERVATION",1999,6,15,"00:00.0","WGS84"
"444",13533,"Pilosella officinarum",11.956469,57.797838,"cdround,gass84","SWE",NA,"PRESENT",100,"F<U+FFFD>reningen Bohusl<U+FFFD>ns Flora",3000773307,NA,"HUMAN_OBSERVATION",1999,6,16,"00:00.0","WGS84"
"445",13534,"Pilosella officinarum",11.49142,58.11609,"gass84","SWE",NA,"PRESENT",100,"F<U+FFFD>reningen Bohusl<U+FFFD>ns Flora",3000779670,NA,"HUMAN_OBSERVATION",1999,6,6,"00:00.0","WGS84"
"446",13537,"Pilosella officinarum",11.51483,58.541441,"cdround,gass84","SWE",NA,"PRESENT",100,"F<U+FFFD>reningen Bohusl<U+FFFD>ns Flora",3000901684,NA,"HUMAN_OBSERVATION",1999,6,14,"00:00.0","WGS84"
"447",13539,"Pilosella officinarum",11.646433,58.601506,"gass84","SWE",NA,"PRESENT",100,"F<U+FFFD>reningen Bohusl<U+FFFD>ns Flora",3000925492,NA,"HUMAN_OBSERVATION",1999,6,12,"00:00.0","WGS84"
"448",13540,"Pilosella officinarum",11.392542,58.720412,"gass84","SWE",NA,"PRESENT",100,"F<U+FFFD>reningen Bohusl<U+FFFD>ns Flora",3016920562,NA,"HUMAN_OBSERVATION",1999,6,7,"00:00.0","WGS84"
"449",13541,"Pilosella officinarum",11.610276,58.148198,"gass84","SWE",NA,"PRESENT",100,"F<U+FFFD>reningen Bohusl<U+FFFD>ns Flora",3049209947,NA,"HUMAN_OBSERVATION",1999,6,22,"00:00.0","WGS84"
"450",13542,"Pilosella officinarum",11.736857,58.551107,"gass84","SWE",NA,"PRESENT",100,"F<U+FFFD>reningen Bohusl<U+FFFD>ns Flora",3049216450,NA,"HUMAN_OBSERVATION",1999,6,14,"00:00.0","WGS84"
"451",13543,"Pilosella officinarum",11.611426,58.151469,"cdround,gass84","SWE",NA,"PRESENT",100,"F<U+FFFD>reningen Bohusl<U+FFFD>ns Flora",3049219058,NA,"HUMAN_OBSERVATION",1999,6,22,"00:00.0","WGS84"
"452",13545,"Pilosella officinarum",11.497618,58.323146,"cdround,gass84","SWE",NA,"PRESENT",100,"F<U+FFFD>reningen Bohusl<U+FFFD>ns Flora",3049238859,NA,"HUMAN_OBSERVATION",1999,6,15,"00:00.0","WGS84"
"453",13549,"Pilosella officinarum",11.917086,58.677755,"cdround,gass84","SWE",NA,"PRESENT",100,"F<U+FFFD>reningen Bohusl<U+FFFD>ns Flora",3049287750,NA,"HUMAN_OBSERVATION",1999,6,16,"00:00.0","WGS84"
"454",13550,"Pilosella officinarum",12.089734,57.958373,"gass84","SWE",NA,"PRESENT",100,"F<U+FFFD>reningen Bohusl<U+FFFD>ns Flora",3049318591,NA,"HUMAN_OBSERVATION",1999,6,26,"00:00.0","WGS84"
"455",13551,"Pilosella officinarum",11.261343,58.529832,"cdround,gass84","SWE",NA,"PRESENT",100,"F<U+FFFD>reningen Bohusl<U+FFFD>ns Flora",3049328017,NA,"HUMAN_OBSERVATION",1999,6,16,"00:00.0","WGS84"
"456",13552,"Pilosella officinarum",11.723149,58.434008,"cdround,gass84","SWE",NA,"PRESENT",100,"F<U+FFFD>reningen Bohusl<U+FFFD>ns Flora",3049370103,NA,"HUMAN_OBSERVATION",1999,6,11,"00:00.0","WGS84"
"457",13553,"Pilosella officinarum",11.354669,58.662472,"cdround,gass84","SWE",NA,"PRESENT",100,"F<U+FFFD>reningen Bohusl<U+FFFD>ns Flora",3049384773,NA,"HUMAN_OBSERVATION",1999,6,2,"00:00.0","WGS84"
"458",13554,"Pilosella officinarum",12.16822,58.264201,"gass84","SWE",NA,"PRESENT",100,"F<U+FFFD>reningen Bohusl<U+FFFD>ns Flora",3049456741,NA,"HUMAN_OBSERVATION",1999,6,6,"00:00.0","WGS84"
"459",13555,"Pilosella officinarum",11.715792,58.022916,"gass84","SWE",NA,"PRESENT",100,"ArtDatabanken",3049533944,NA,"HUMAN_OBSERVATION",1999,6,6,"00:00.0","WGS84"
"460",13558,"Pilosella officinarum",11.346926,58.689353,"cdround,gass84","SWE",NA,"PRESENT",100,"F<U+FFFD>reningen Bohusl<U+FFFD>ns Flora",3049743384,NA,"HUMAN_OBSERVATION",1999,6,30,"00:00.0","WGS84"
"461",13560,"Pilosella officinarum",12.201574,58.261551,"cdround,gass84","SWE",NA,"PRESENT",100,"F<U+FFFD>reningen Bohusl<U+FFFD>ns Flora",3049834877,NA,"HUMAN_OBSERVATION",1999,6,27,"00:00.0","WGS84"
"462",13563,"Pilosella officinarum",11.579158,58.529738,"gass84","SWE",NA,"PRESENT",100,"ArtDatabanken",3049928719,NA,"HUMAN_OBSERVATION",1999,6,25,"00:00.0","WGS84"
"463",13564,"Pilosella officinarum",11.249962,58.682089,"cdround,gass84","SWE",NA,"PRESENT",100,"F<U+FFFD>reningen Bohusl<U+FFFD>ns Flora",3049955039,NA,"HUMAN_OBSERVATION",1999,6,13,"00:00.0","WGS84"
"464",13568,"Pilosella officinarum",11.462952,58.445217,"gass84","SWE",NA,"PRESENT",100,"ArtDatabanken",3050075221,NA,"HUMAN_OBSERVATION",1999,6,5,"00:00.0","WGS84"
"465",13569,"Pilosella officinarum",11.220245,58.800246,"gass84","SWE",NA,"PRESENT",100,"F<U+FFFD>reningen Bohusl<U+FFFD>ns Flora",3050175370,NA,"HUMAN_OBSERVATION",1999,6,11,"00:00.0","WGS84"
"466",13570,"Pilosella officinarum",11.814697,58.291474,"gass84","SWE",NA,"PRESENT",100,"F<U+FFFD>reningen Bohusl<U+FFFD>ns Flora",3077863395,NA,"HUMAN_OBSERVATION",1999,6,16,"00:00.0","WGS84"
"467",13572,"Pilosella officinarum",7.443845,58.186229,"gass84,colmano,inmafu","NOR",NA,"PRESENT",707,"O",22978807,NA,"HUMAN_OBSERVATION",1999,7,19,"00:00.0","WGS84"
"468",13573,"Pilosella officinarum",7.392846,58.185597,"gass84,colmano,inmafu","NOR",NA,"PRESENT",707,"O",22978808,NA,"HUMAN_OBSERVATION",1999,7,21,"00:00.0","WGS84"
"469",13574,"Pilosella officinarum",7.392035,58.203554,"gass84,colmano,inmafu","NOR",NA,"PRESENT",707,"O",22978809,NA,"HUMAN_OBSERVATION",1999,7,22,"00:00.0","WGS84"
"470",13575,"Pilosella officinarum",7.423664,58.257848,"gass84,colmano,inmafu","NOR",NA,"PRESENT",707,"O",22978810,NA,"HUMAN_OBSERVATION",1999,7,23,"00:00.0","WGS84"
"471",13577,"Pilosella officinarum",7.69108,58.386616,"gass84,colmano,inmafu","NOR",NA,"PRESENT",500,"KMN",186907596,NA,"HUMAN_OBSERVATION",1999,7,24,"00:00.0","WGS84"
"472",13578,"Pilosella officinarum",7.19487,58.389565,"elmms,gass84,colmano,inmafu","NOR",NA,"PRESENT",500,"KMN",186907598,NA,"HUMAN_OBSERVATION",1999,7,17,"00:00.0","WGS84"
"473",13579,"Pilosella officinarum",6.826019,58.267036,"gass84,colmano,inmafu","NOR",NA,"PRESENT",500,"KMN",186907607,NA,"HUMAN_OBSERVATION",1999,7,7,"00:00.0","WGS84"
"474",13581,"Pilosella officinarum",10.0724,63.9735,"gass84,incomis,inmafu","NOR",NA,"PRESENT",707,"TRH",187177850,NA,"PRESERVED_SPECIMEN",1999,7,8,"00:00.0","WGS84"
"475",13582,"Pilosella officinarum",11.138778,60.217015,"gass84,colmano,inmafu","NOR",NA,"PRESENT",707,"O",191264489,NA,"HUMAN_OBSERVATION",1999,7,26,"00:00.0","WGS84"
"476",13583,"Pilosella officinarum",11.329291,60.357528,"gass84,colmano,inmafu","NOR",NA,"PRESENT",707,"O",191264583,NA,"HUMAN_OBSERVATION",1999,7,6,"00:00.0","WGS84"
"477",13584,"Pilosella officinarum",9.935362,59.790945,"gass84,colmano,inmafu","NOR",NA,"PRESENT",707,"O",191264590,NA,"HUMAN_OBSERVATION",1999,7,7,"00:00.0","WGS84"
"478",13585,"Pilosella officinarum",-5.25,40.39,"gass84,osiic,colmafu,inmafu","ESP",1,"PRESENT",707,"ABH",318118627,NA,"PRESERVED_SPECIMEN",1999,7,2,"00:00.0","WGS84"
"479",13586,"Pilosella officinarum",16.426117,58.659636,"cdround,gass84","SWE",NA,"PRESENT",10,"ArtDatabanken",849492356,NA,"HUMAN_OBSERVATION",1999,7,2,"00:00.0","WGS84"
"480",13590,"Pilosella officinarum",14.035098,57.665172,"cdround,gass84","SWE",NA,"PRESENT",10,"ArtDatabanken",849537776,NA,"HUMAN_OBSERVATION",1999,7,16,"00:00.0","WGS84"
"481",13591,"Pilosella officinarum",14.058446,57.688578,"gass84","SWE",NA,"PRESENT",10,"ArtDatabanken",849538007,NA,"HUMAN_OBSERVATION",1999,7,17,"00:00.0","WGS84"
"482",13592,"Pilosella officinarum",14.052508,57.686518,"gass84","SWE",NA,"PRESENT",10,"ArtDatabanken",849538108,NA,"HUMAN_OBSERVATION",1999,7,17,"00:00.0","WGS84"
"483",13594,"Pilosella officinarum",15.097464,58.004348,"gass84","SWE",NA,"PRESENT",100,"ArtDatabanken",854381554,NA,"HUMAN_OBSERVATION",1999,7,16,"00:00.0","WGS84"
"484",13595,"Pilosella officinarum",15.247276,58.158626,"cdround,gass84","SWE",NA,"PRESENT",100,"ArtDatabanken",854388052,NA,"HUMAN_OBSERVATION",1999,7,3,"00:00.0","WGS84"
"485",13596,"Pilosella officinarum",15.191212,58.159266,"gass84","SWE",NA,"PRESENT",100,"ArtDatabanken",854389990,NA,"HUMAN_OBSERVATION",1999,7,8,"00:00.0","WGS84"
"486",13597,"Pilosella officinarum",4.49096,51.33179,"refuriiv","BEL",NA,"PRESENT",700,"INBO",869821600,NA,"HUMAN_OBSERVATION",1999,7,1,"00:00.0","WGS84"
"487",13598,"Pilosella officinarum",4.7033,50.93586,"refuriiv","BEL",NA,"PRESENT",700,"INBO",869823397,NA,"HUMAN_OBSERVATION",1999,7,1,"00:00.0","WGS84"
"488",13602,"Pilosella officinarum",4.58881,50.7923,"refuriiv","BEL",NA,"PRESENT",700,"INBO",869823995,NA,"HUMAN_OBSERVATION",1999,7,1,"00:00.0","WGS84"
"489",13603,"Pilosella officinarum",3.77725,51.04274,"refuriiv","BEL",NA,"PRESENT",700,"INBO",869824374,NA,"HUMAN_OBSERVATION",1999,7,1,"00:00.0","WGS84"
"490",13604,"Pilosella officinarum",3.97769,50.94469,"refuriiv","BEL",NA,"PRESENT",700,"INBO",869824376,NA,"HUMAN_OBSERVATION",1999,7,1,"00:00.0","WGS84"
"491",13605,"Pilosella officinarum",4.60345,50.88217,"refuriiv","BEL",NA,"PRESENT",700,"INBO",869824839,NA,"HUMAN_OBSERVATION",1999,7,1,"00:00.0","WGS84"
"492",13607,"Pilosella officinarum",8.231923,56.26009,"cdround,colmano,inmano","DNK",NA,"PRESENT",1000,"DBF-NHMD",1342556260,NA,"HUMAN_OBSERVATION",1999,7,12,"00:00.0","WGS84"
"493",13608,"Pilosella officinarum",8.379086,56.144114,"cdround,colmano,inmano","DNK",NA,"PRESENT",1000,"DBF-NHMD",1342556282,NA,"HUMAN_OBSERVATION",1999,7,12,"00:00.0","WGS84"
"494",13609,"Pilosella officinarum",8.313915,56.188693,"cdround,colmano,inmano","DNK",NA,"PRESENT",1000,"DBF-NHMD",1342556287,NA,"HUMAN_OBSERVATION",1999,7,12,"00:00.0","WGS84"
"495",13610,"Pilosella officinarum",8.410032,56.225128,"cdround,colmano,inmano","DNK",NA,"PRESENT",1000,"DBF-NHMD",1342556294,NA,"HUMAN_OBSERVATION",1999,7,13,"00:00.0","WGS84"
"496",13611,"Pilosella officinarum",8.380242,56.07224,"cdround,colmano,inmano","DNK",NA,"PRESENT",1000,"DBF-NHMD",1342556309,NA,"HUMAN_OBSERVATION",1999,7,12,"00:00.0","WGS84"
"497",13612,"Pilosella officinarum",8.636919,56.109201,"cdround,colmano,inmano","DNK",NA,"PRESENT",1000,"DBF-NHMD",1342556388,NA,"HUMAN_OBSERVATION",1999,7,12,"00:00.0","WGS84"
"498",13613,"Pilosella officinarum",8.539265,56.207708,"cdround,colmano,inmano","DNK",NA,"PRESENT",1000,"DBF-NHMD",1342556399,NA,"HUMAN_OBSERVATION",1999,7,12,"00:00.0","WGS84"
"499",13614,"Pilosella officinarum",9.743847,56.808289,"cdround,colmano,inmano","DNK",NA,"PRESENT",1000,"DBF-NHMD",1342557050,NA,"HUMAN_OBSERVATION",1999,7,4,"00:00.0","WGS84"
"500",13615,"Pilosella officinarum",9.876949,56.897266,"cdround,colmano,inmano","DNK",NA,"PRESENT",1000,"DBF-NHMD",1342557093,NA,"HUMAN_OBSERVATION",1999,7,23,"00:00.0","WGS84"
"501",13616,"Pilosella officinarum",11.160073,55.506656,"cdround,colmano,inmano","DNK",NA,"PRESENT",1000,"DBF-NHMD",1342557684,NA,"HUMAN_OBSERVATION",1999,7,30,"00:00.0","WGS84"
"502",13618,"Pilosella officinarum",8.96103,62.50619,"colmano,inmano","NOR",NA,"PRESENT",100,"JBJordal",1562838410,NA,"HUMAN_OBSERVATION",1999,7,19,"00:00.0","WGS84"
"503",13619,"Pilosella officinarum",8.95428,62.50406,"colmano,inmano","NOR",NA,"PRESENT",50,"JBJordal",1562838615,NA,"HUMAN_OBSERVATION",1999,7,19,"00:00.0","WGS84"
"504",13620,"Pilosella officinarum",9.07213,62.50697,"colmano,inmano","NOR",NA,"PRESENT",50,"JBJordal",1562839436,NA,"HUMAN_OBSERVATION",1999,7,16,"00:00.0","WGS84"
"505",13621,"Pilosella officinarum",9.04755,62.50983,"colmano,inmano","NOR",NA,"PRESENT",100,"JBJordal",1562840428,NA,"HUMAN_OBSERVATION",1999,7,14,"00:00.0","WGS84"
"506",13622,"Pilosella officinarum",-6.215,42.855,"gass84,osiic,colmafu,inmafu","ESP",1,"PRESENT",707,"LEB",1851330920,NA,"PRESERVED_SPECIMEN",1999,7,30,"00:00.0","WGS84"
"507",13625,"Pilosella officinarum",14.045869,57.681576,"gass84","SWE",NA,"PRESENT",50,"F<U+FFFD>reningen Sm<U+FFFD>lands flora",2246338147,NA,"HUMAN_OBSERVATION",1999,7,13,"00:00.0","WGS84"
"508",13626,"Pilosella officinarum",13.999184,57.676427,"cdround,gass84","SWE",NA,"PRESENT",50,"F<U+FFFD>reningen Sm<U+FFFD>lands flora",2246338589,NA,"HUMAN_OBSERVATION",1999,7,17,"00:00.0","WGS84"
"509",13627,"Pilosella officinarum",14.055634,57.652975,"cdround,gass84","SWE",NA,"PRESENT",50,"F<U+FFFD>reningen Sm<U+FFFD>lands flora",2246339138,NA,"HUMAN_OBSERVATION",1999,7,14,"00:00.0","WGS84"
"510",13630,"Pilosella officinarum",15.82639,49.64778,"colmano,inmafu","CZE",NA,"PRESENT",400,"BRNU",2382527157,NA,"PRESERVED_SPECIMEN",1999,7,12,"00:00.0","WGS84"
"511",13631,"Pilosella officinarum",16.61861,49.47139,"colmano,inmafu","CZE",NA,"PRESENT",100,"BRNU",2382527377,NA,"PRESERVED_SPECIMEN",1999,7,14,"00:00.0","WGS84"
"512",13632,"Pilosella officinarum",16.47333,49.50167,"colmano,inmafu","CZE",NA,"PRESENT",300,"BRNU",2382527704,NA,"PRESERVED_SPECIMEN",1999,7,28,"00:00.0","WGS84"
"513",13633,"Pilosella officinarum",7.833947,62.464766,"cdround,gass84","NOR",NA,"PRESENT",150,"nbf",2399944833,NA,"HUMAN_OBSERVATION",1999,7,7,"00:00.0","WGS84"
"514",13634,"Pilosella officinarum",7.848105,62.457074,"cdround,gass84","NOR",NA,"PRESENT",75,"nbf",2400181061,NA,"HUMAN_OBSERVATION",1999,7,7,"00:00.0","WGS84"
"515",13636,"Pilosella officinarum",9.688717,60.142225,"cdround,gass84","NOR",NA,"PRESENT",100,"nbf",2411916187,NA,"HUMAN_OBSERVATION",1999,7,1,"00:00.0","WGS84"
"516",13637,"Pilosella officinarum",16.03528,49.25833,"colmano,inmafu","CZE",NA,"PRESENT",100,"BRNU",2454898745,NA,"PRESERVED_SPECIMEN",1999,7,20,"00:00.0","WGS84"
"517",13638,"Pilosella officinarum",11.930624,57.903642,"cdround,gass84","SWE",NA,"PRESENT",100,"ArtDatabanken",2619415234,NA,"HUMAN_OBSERVATION",1999,7,27,"00:00.0","WGS84"
"518",13639,"Pilosella officinarum",12.084667,58.104885,"gass84","SWE",NA,"PRESENT",100,"ArtDatabanken",2807770409,NA,"HUMAN_OBSERVATION",1999,7,3,"00:00.0","WGS84"
"519",13640,"Pilosella officinarum",11.481799,58.416101,"cdround,gass84","SWE",NA,"PRESENT",100,"F<U+FFFD>reningen Bohusl<U+FFFD>ns Flora",2983622449,NA,"HUMAN_OBSERVATION",1999,7,2,"00:00.0","WGS84"
"520",13641,"Pilosella officinarum",11.609387,58.360304,"cdround,gass84","SWE",NA,"PRESENT",100,"ArtDatabanken",2993844448,NA,"HUMAN_OBSERVATION",1999,7,12,"00:00.0","WGS84"
"521",13643,"Pilosella officinarum",11.926168,57.915192,"cdround,gass84","SWE",NA,"PRESENT",100,"F<U+FFFD>reningen Bohusl<U+FFFD>ns Flora",3000501304,NA,"HUMAN_OBSERVATION",1999,7,17,"00:00.0","WGS84"
"522",13644,"Pilosella officinarum",11.567669,58.360186,"cdround,gass84","SWE",NA,"PRESENT",100,"ArtDatabanken",3000503722,NA,"HUMAN_OBSERVATION",1999,7,19,"00:00.0","WGS84"
"523",13646,"Pilosella officinarum",12.024273,58.017911,"cdround,gass84","SWE",NA,"PRESENT",100,"F<U+FFFD>reningen Bohusl<U+FFFD>ns Flora",3049250643,NA,"HUMAN_OBSERVATION",1999,7,9,"00:00.0","WGS84"
"524",13647,"Pilosella officinarum",11.774254,58.324354,"gass84","SWE",NA,"PRESENT",100,"F<U+FFFD>reningen Bohusl<U+FFFD>ns Flora",3049362876,NA,"HUMAN_OBSERVATION",1999,7,8,"00:00.0","WGS84"
"525",13648,"Pilosella officinarum",11.452855,58.273084,"cdround,gass84","SWE",NA,"PRESENT",100,"F<U+FFFD>reningen Bohusl<U+FFFD>ns Flora",3049397753,NA,"HUMAN_OBSERVATION",1999,7,6,"00:00.0","WGS84"
"526",13649,"Pilosella officinarum",11.604455,58.380189,"gass84","SWE",NA,"PRESENT",100,"F<U+FFFD>reningen Bohusl<U+FFFD>ns Flora",3049399864,NA,"HUMAN_OBSERVATION",1999,7,11,"00:00.0","WGS84"
"527",13650,"Pilosella officinarum",11.59831,58.361378,"gass84","SWE",NA,"PRESENT",100,"F<U+FFFD>reningen Bohusl<U+FFFD>ns Flora",3049407985,NA,"HUMAN_OBSERVATION",1999,7,14,"00:00.0","WGS84"
"528",13651,"Pilosella officinarum",11.561982,58.718383,"gass84","SWE",NA,"PRESENT",100,"F<U+FFFD>reningen Bohusl<U+FFFD>ns Flora",3049445588,NA,"HUMAN_OBSERVATION",1999,7,19,"00:00.0","WGS84"
"529",13652,"Pilosella officinarum",11.640944,58.356661,"cdround,gass84","SWE",NA,"PRESENT",100,"F<U+FFFD>reningen Bohusl<U+FFFD>ns Flora",3049462045,NA,"HUMAN_OBSERVATION",1999,7,22,"00:00.0","WGS84"
"530",13653,"Pilosella officinarum",11.755147,58.681379,"cdround,gass84","SWE",NA,"PRESENT",100,"F<U+FFFD>reningen Bohusl<U+FFFD>ns Flora",3049548477,NA,"HUMAN_OBSERVATION",1999,7,6,"00:00.0","WGS84"
"531",13654,"Pilosella officinarum",11.581341,58.363154,"gass84","SWE",NA,"PRESENT",100,"F<U+FFFD>reningen Bohusl<U+FFFD>ns Flora",3049629031,NA,"HUMAN_OBSERVATION",1999,7,12,"00:00.0","WGS84"
"532",13655,"Pilosella officinarum",11.559656,58.694936,"cdround,gass84","SWE",NA,"PRESENT",100,"F<U+FFFD>reningen Bohusl<U+FFFD>ns Flora",3049721750,NA,"HUMAN_OBSERVATION",1999,7,7,"00:00.0","WGS84"
"533",13656,"Pilosella officinarum",11.602389,58.72717,"gass84","SWE",NA,"PRESENT",100,"F<U+FFFD>reningen Bohusl<U+FFFD>ns Flora",3049733862,NA,"HUMAN_OBSERVATION",1999,7,16,"00:00.0","WGS84"
"534",13657,"Pilosella officinarum",11.993901,58.109029,"cdround,gass84","SWE",NA,"PRESENT",100,"F<U+FFFD>reningen Bohusl<U+FFFD>ns Flora",3050115287,NA,"HUMAN_OBSERVATION",1999,7,10,"00:00.0","WGS84"
"535",13658,"Pilosella officinarum",11.724775,58.304541,"cdround,gass84","SWE",NA,"PRESENT",100,"F<U+FFFD>reningen Bohusl<U+FFFD>ns Flora",3050138870,NA,"HUMAN_OBSERVATION",1999,7,6,"00:00.0","WGS84"
"536",13659,"Pilosella officinarum",12.043066,57.984137,"cdround,gass84","SWE",NA,"PRESENT",100,"F<U+FFFD>reningen Bohusl<U+FFFD>ns Flora",3050223759,NA,"HUMAN_OBSERVATION",1999,7,10,"00:00.0","WGS84"
"537",13660,"Pilosella officinarum",11.64752,58.236879,"gass84","SWE",NA,"PRESENT",100,"F<U+FFFD>reningen Bohusl<U+FFFD>ns Flora",3050262484,NA,"HUMAN_OBSERVATION",1999,7,15,"00:00.0","WGS84"
"538",13661,"Pilosella officinarum",12.065273,58.063159,"cdround,gass84","SWE",NA,"PRESENT",100,"F<U+FFFD>reningen Bohusl<U+FFFD>ns Flora",3050466749,NA,"HUMAN_OBSERVATION",1999,7,9,"00:00.0","WGS84"
"539",13662,"Pilosella officinarum",11.677497,58.034712,"cdround,gass84","SWE",NA,"PRESENT",100,"F<U+FFFD>reningen Bohusl<U+FFFD>ns Flora",3078526368,NA,"HUMAN_OBSERVATION",1999,7,4,"00:00.0","WGS84"
"540",13664,"Pilosella officinarum",7.10171,58.540949,"gass84,colmano,inmafu","NOR",NA,"PRESENT",707,"O",22976211,NA,"HUMAN_OBSERVATION",1999,8,17,"00:00.0","WGS84"
"541",13665,"Pilosella officinarum",6.897392,58.610087,"gass84,colmano,inmafu","NOR",NA,"PRESENT",474,"O",22976214,NA,"HUMAN_OBSERVATION",1999,8,18,"00:00.0","WGS84"
"542",13666,"Pilosella officinarum",6.880211,58.581056,"gass84,colmano,inmafu","NOR",NA,"PRESENT",430,"O",22976216,NA,"HUMAN_OBSERVATION",1999,8,18,"00:00.0","WGS84"
"543",13667,"Pilosella officinarum",6.929456,58.475399,"gass84,colmano,inmafu","NOR",NA,"PRESENT",559,"O",22976218,NA,"HUMAN_OBSERVATION",1999,8,19,"00:00.0","WGS84"
