"","species","decimallongitude","decimallatitude","issues","countryCode","individualCount","occurrenceStatus","coordinateuncertaintyinmeters","institutionCode","gbifID","references","basisOfRecord","year","month","day","eventDate","geodeticDatum","datasetName"
"28","Pilosella officinarum",171.707778,-43.112162,"cdround,gass84","NZL",NA,"PRESENT",5,"iNaturalist","2573861732","https://www.inaturalist.org/observations/38212036","HUMAN_OBSERVATION",2020,1,26,"2020-01-26T10:21:52","WGS84","iNaturalist research-grade observations"
"29","Pilosella officinarum",171.75992,-43.034778,"cdround,gass84","NZL",NA,"PRESENT",6,"iNaturalist","2574229708","https://www.inaturalist.org/observations/38164771","HUMAN_OBSERVATION",2020,1,23,"2020-01-23T20:11:55","WGS84","iNaturalist research-grade observations"
"30","Pilosella officinarum",11.031698,55.703169,"cdround,gass84","DNK",NA,"PRESENT",10,"iNaturalist","2576287269","https://www.inaturalist.org/observations/38085628","HUMAN_OBSERVATION",2020,1,29,"2020-01-29T11:17:41","WGS84","iNaturalist research-grade observations"
"31","Pilosella officinarum",10.484992,59.934687,"cdround,gass84","NOR",NA,"PRESENT",4,"iNaturalist","2597854822","https://www.inaturalist.org/observations/38084783","HUMAN_OBSERVATION",2020,1,26,"2020-01-26T12:03:22","WGS84","iNaturalist research-grade observations"
"32","Pilosella officinarum",17.590451,59.865046,"gass84","SWE",NA,"PRESENT",25,"ArtDatabanken","2564757041",NA,"HUMAN_OBSERVATION",2020,2,1,"2020-02-01T00:00:00","WGS84",NA
"33","Pilosella officinarum",9.773088,52.093063,"cdround,gass84,colmano,inmano","DEU",NA,"PRESENT",25,"naturgucker","2572263732",NA,"HUMAN_OBSERVATION",2020,2,21,"2020-02-21T00:00:00","WGS84",NA
"34","Pilosella officinarum",17.641394,59.757126,"cdround,gass84","SWE",NA,"PRESENT",100,"ArtDatabanken","2572526957",NA,"HUMAN_OBSERVATION",2020,2,8,"2020-02-08T00:00:00","WGS84",NA
"35","Pilosella officinarum",13.003479,52.601656,"cdround,gass84","DEU",NA,"PRESENT",25,"iNaturalist","2573877714","https://www.inaturalist.org/observations/38979335","HUMAN_OBSERVATION",2020,2,17,"2020-02-17T13:09:00","WGS84","iNaturalist research-grade observations"
"36","Pilosella officinarum",176.388192,-39.223963,"cdround,gass84","NZL",NA,"PRESENT",17,"iNaturalist","2573955519","https://www.inaturalist.org/observations/38824094","HUMAN_OBSERVATION",2020,2,19,"2020-02-19T12:55:12","WGS84","iNaturalist research-grade observations"
"37","Pilosella officinarum",-74.451813,40.637348,"cdround,gass84","USA",NA,"PRESENT",50,"iNaturalist","2574177242","https://www.inaturalist.org/observations/38677827","HUMAN_OBSERVATION",2020,2,12,"2020-02-12T14:03:00","WGS84","iNaturalist research-grade observations"
"38","Pilosella officinarum",172.602018,-43.560315,"cdround,gass84","NZL",NA,"PRESENT",6,"iNaturalist","2574274277","https://www.inaturalist.org/observations/38363724","HUMAN_OBSERVATION",2020,2,7,"2020-02-07T07:04:15","WGS84","iNaturalist research-grade observations"
"39","Pilosella officinarum",-71.076891,42.056343,"cdround,gass84","USA",NA,"PRESENT",10,"iNaturalist","2576296314","https://www.inaturalist.org/observations/39181210","HUMAN_OBSERVATION",2020,2,24,"2020-02-24T16:48:42","WGS84","iNaturalist research-grade observations"
"40","Pilosella officinarum",10.746366,59.692961,"cdround,gass84","NOR",NA,"PRESENT",20,"nbf","2579041432",NA,"HUMAN_OBSERVATION",2020,2,23,"2020-02-23T00:00:00","WGS84",NA
"41","Pilosella officinarum",24.789539,55.23787,"cdround,gass84","LTU",NA,"PRESENT",4,"iNaturalist","2579323903","https://www.inaturalist.org/observations/39310510","HUMAN_OBSERVATION",2020,2,28,"2020-02-28T10:20:08","WGS84","iNaturalist research-grade observations"
"42","Pilosella officinarum",15.943416,48.756463,"cdround,gass84","AUT",NA,"PRESENT",15,"iNaturalist","2596312269","https://www.inaturalist.org/observations/39285226","HUMAN_OBSERVATION",2020,2,25,"2020-02-25T12:17:00","WGS84","iNaturalist research-grade observations"
"43","Pilosella officinarum",5.33088,51.01331,"refuriiv","BEL",NA,"PRESENT",700,"INBO","2856178533",NA,"HUMAN_OBSERVATION",2020,2,17,"2020-02-17T00:00:00","WGS84","FLORABANK 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region)"
"44","Pilosella officinarum",11.35,47.27,"","AUT",NA,"PRESENT",25,"Biodiversitätsdatenbank Salzburg","3011974174",NA,"HUMAN_OBSERVATION",2020,2,19,"2020-02-19T00:00:00","WGS84",NA
"45","Pilosella officinarum",38.43697,55.855733,"cdround,gass84","RUS",NA,"PRESENT",63,"iNaturalist","2576368961","https://www.inaturalist.org/observations/39543499","HUMAN_OBSERVATION",2020,3,3,"2020-03-03T13:32:00","WGS84","iNaturalist research-grade observations"
"46","Pilosella officinarum",9.950917,56.448103,"cdround,gass84","DNK",NA,"PRESENT",4,"iNaturalist","2580108421","https://www.inaturalist.org/observations/40030946","HUMAN_OBSERVATION",2020,3,14,"2020-03-14T00:00:00","WGS84","iNaturalist research-grade observations"
"47","Pilosella officinarum",7.945211,45.145665,"cdround,gass84","ITA",NA,"PRESENT",5,"iNaturalist","2596151675","https://www.inaturalist.org/observations/40967500","HUMAN_OBSERVATION",2020,3,29,"2020-03-29T18:08:45","WGS84","iNaturalist research-grade observations"
"48","Pilosella officinarum",7.972483,45.137627,"cdround,gass84","ITA",NA,"PRESENT",5,"iNaturalist","2596271231","https://www.inaturalist.org/observations/40819842","HUMAN_OBSERVATION",2020,3,27,"2020-03-27T17:01:05","WGS84","iNaturalist research-grade observations"
"49","Pilosella officinarum",13.243037,52.488473,"cdround,gass84","DEU",NA,"PRESENT",10,"iNaturalist","2596438888","https://www.inaturalist.org/observations/41046517","HUMAN_OBSERVATION",2020,3,27,"2020-03-27T09:03:00","WGS84","iNaturalist research-grade observations"
"50","Pilosella officinarum",10.861431,59.65393,"cdround,gass84","NOR",NA,"PRESENT",20,"nbf","2627167830",NA,"HUMAN_OBSERVATION",2020,3,5,"2020-03-05T00:00:00","WGS84",NA
"51","Pilosella officinarum",11.032623,59.354149,"cdround,gass84","NOR",NA,"PRESENT",10,"nbf","2627192687",NA,"HUMAN_OBSERVATION",2020,3,16,"2020-03-16T00:00:00","WGS84",NA
"52","Pilosella officinarum",11.34512,59.63227,"cdround,gass84","NOR",NA,"PRESENT",20,"nbf","2627203648",NA,"HUMAN_OBSERVATION",2020,3,14,"2020-03-14T00:00:00","WGS84",NA
"53","Pilosella officinarum",10.777044,59.447331,"cdround,gass84","NOR",NA,"PRESENT",8,"nbf","2627221130",NA,"HUMAN_OBSERVATION",2020,3,29,"2020-03-29T00:00:00","WGS84",NA
"54","Pilosella officinarum",10.79183,59.33,"cdround,gass84","NOR",NA,"PRESENT",8,"nbf","2627274859",NA,"HUMAN_OBSERVATION",2020,3,25,"2020-03-25T00:00:00","WGS84",NA
"55","Pilosella officinarum",11.15377,59.288138,"cdround,gass84","NOR",NA,"PRESENT",10,"nbf","2627292625",NA,"HUMAN_OBSERVATION",2020,3,9,"2020-03-09T00:00:00","WGS84",NA
"56","Pilosella officinarum",10.943277,59.747112,"cdround,gass84","NOR",NA,"PRESENT",20,"nbf","2627393581",NA,"HUMAN_OBSERVATION",2020,3,25,"2020-03-25T00:00:00","WGS84",NA
"57","Pilosella officinarum",10.646761,59.709721,"cdround,gass84","NOR",NA,"PRESENT",5,"nbf","2627547149",NA,"HUMAN_OBSERVATION",2020,3,28,"2020-03-28T00:00:00","WGS84",NA
"58","Pilosella officinarum",10.747462,59.740159,"cdround,gass84","NOR",NA,"PRESENT",20,"nbf","2627688493",NA,"HUMAN_OBSERVATION",2020,3,23,"2020-03-23T00:00:00","WGS84","Kartleggingsmidler Sabima"
"59","Pilosella officinarum",11.295371,59.695318,"cdround,gass84","NOR",NA,"PRESENT",3,"nbf","2627706067",NA,"HUMAN_OBSERVATION",2020,3,29,"2020-03-29T00:00:00","WGS84",NA
"60","Pilosella officinarum",39.017904,51.574127,"cdround,gass84","RUS",NA,"PRESENT",11,"iNaturalist","2826182444","https://www.inaturalist.org/observations/40351802","HUMAN_OBSERVATION",2020,3,21,"2020-03-21T12:38:53","WGS84","iNaturalist research-grade observations"
"61","Pilosella officinarum",5.52811,50.92164,"refuriiv","BEL",NA,"PRESENT",700,"INBO","2856152898",NA,"HUMAN_OBSERVATION",2020,3,1,"2020-03-01T00:00:00","WGS84","FLORABANK 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region)"
"62","Pilosella officinarum",5.52834,50.93062,"refuriiv","BEL",NA,"PRESENT",700,"INBO","2856153903",NA,"HUMAN_OBSERVATION",2020,3,1,"2020-03-01T00:00:00","WGS84","FLORABANK 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region)"
"63","Pilosella officinarum",5.54233,50.92149,"refuriiv","BEL",NA,"PRESENT",700,"INBO","2856182913",NA,"HUMAN_OBSERVATION",2020,3,1,"2020-03-01T00:00:00","WGS84","FLORABANK 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region)"
"64","Pilosella officinarum",5.20136,50.94238,"refuriiv","BEL",NA,"PRESENT",700,"INBO","2856183860",NA,"HUMAN_OBSERVATION",2020,3,16,"2020-03-16T00:00:00","WGS84","FLORABANK 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region)"
"65","Pilosella officinarum",13.09,47.74,"","AUT",NA,"PRESENT",16,"Biodiversitätsdatenbank Salzburg","3011571766",NA,"HUMAN_OBSERVATION",2020,3,25,"2020-03-25T00:00:00","WGS84",NA
"66","Pilosella officinarum",13.23,47.93,"","AUT",NA,"PRESENT",16,"Biodiversitätsdatenbank Salzburg","3011957324",NA,"HUMAN_OBSERVATION",2020,3,6,"2020-03-06T00:00:00","WGS84",NA
"67","Pilosella officinarum",15.18,47.1,"","AUT",NA,"PRESENT",65,"Biodiversitätsdatenbank Salzburg","3012105351",NA,"HUMAN_OBSERVATION",2020,3,15,"2020-03-15T00:00:00","WGS84",NA
